,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원,위도,경도
970,3080000.0,3.08e+17,20181113.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 129-27번지 ,서울특별시 강북구 도봉로34길 43-30 (미아동),1159.0,펫을 부탁해,20181100000000.0,I,2018.11.15 2:35,,202627.6477,457852.6633,동물판매업,운송 ,,0,,35.1883593,129.1099943
971,3080000.0,3.08e+17,20181102.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 39-3번지 ,서울특별시 강북구 노해로 73 (수유동),1077.0,퍼피하우스,20181100000000.0,I,2018.11.4 2:35,,201884.5966,459978.6533,동물판매업,미용 ,,0,,37.3459668,127.9332579
972,3080000.0,3.08e+17,20181120.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 405-10번지 제이스타빌 ,서울특별시 강북구 삼양로91길 11-9 1층 (수유동 제이스타빌),1090.0,핫!Dog,20181100000000.0,I,2018.11.22 2:36,,201384.8433,459330.5668,동물판매업,미용 ,,0,,40.8525419,-73.9862627
973,3080000.0,3.08e+17,20181123.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 56-29번지 ,서울특별시 강북구 삼양로80나길 26 B01호 (수유동),1115.0,반려동물 이동서비스,20181100000000.0,I,2018.11.25 2:36,,201691.9686,458864.132,동물판매업,운송 ,,0,,37.5677823,126.9319862
974,3080000.0,3.08e+17,20181010.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 812번지 삼성래미안트리베라아파트 ,서울특별시 강북구 삼양로27길 19 201동 1층 (미아동 삼성래미안트리베라아파트),1195.0,쿠키동물병원,20181000000000.0,U,2018.10.10 23:59,,201731.6844,457219.3356,동물판매업,미용 ,,0,,35.963292,128.924023
975,3190000.0,3.19e+17,20201030.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 동작구 신대방동 706 보라매우성아파트,서울특별시 동작구 보라매로5길 5 1동 1층 상가동117호 (신대방동 보라매우성아파트),7071.0,뽀리&쵸쵸,20201000000000.0,I,2019.11.1 0:01,,193311.8316,443352.6725,,,,,,37.5690038,126.9632755
976,3080000.0,3.08e+17,20190221.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 678-11번지 윤성약국 ,서울특별시 강북구 노해로 117 윤성약국 2층 (수유동),1049.0,주토피아(zutopia),20190200000000.0,I,2019.2.23 2:21,,202052.2657,460371.5626,동물판매업,판매 ,,0,,37.4167253,127.2844717
977,3080000.0,3.08e+17,20190110.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 1341-4번지 ,서울특별시 강북구 솔샘로 226 2층 (미아동),1193.0,솔샘펫,20190100000000.0,U,2019.1.20 2:40,,201502.6089,457502.1036,동물판매업,위탁관리 ,,0,,37.5727411,126.9357258
978,3080000.0,3.08e+17,20190320.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 번동 417-6번지 번동포르텔 ,서울특별시 강북구 한천로 1003 번동포르텔 601호 (번동),1064.0,스트로젤리컴퍼니,20190400000000.0,U,2019.4.4 2:40,,202606.132,459803.14,동물판매업,운송 ,,0,,37.4167253,127.2844717
979,3080000.0,3.08e+17,20190516.0,,1.0,영업/정상,0.0,정상,,,,,02-983-3866,0.0,,서울특별시 강북구 미아동 317-9번지 ,서울특별시 강북구 솔샘로67길 108 1층 (미아동),1175.0,멍스,20190500000000.0,I,2019.5.18 2:20,,202330.6456,457737.286,동물판매업,판매 ,,0,,37.5804497,126.9255116
980,3080000.0,3.08e+17,20190516.0,,1.0,영업/정상,0.0,정상,,,,,02-990-3359,0.0,,서울특별시 강북구 수유동 252-146번지 진흥빌딩 ,서울특별시 강북구 노해로 91 진흥빌딩 3층 (수유동),1048.0,아이러브 캣,20190500000000.0,I,2019.5.18 2:20,,201922.432,460169.9872,동물판매업,판매 ,,0,,37.66276939999999,127.123992
981,3080000.0,3.08e+17,20190509.0,,1.0,영업/정상,0.0,정상,,,,,02-946-0011,0.0,,서울특별시 강북구 미아동 561-2번지 현대성우아파트 ,서울특별시 강북구 삼양로24길 19 102동 110호 (미아동 현대성우아파트),1201.0,아이사랑 동물병원,20190500000000.0,I,2019.5.11 2:20,,201882.0268,457207.4598,동물판매업,위탁관리 ,,0,,36.4232137,127.3900753
982,3080000.0,3.08e+17,20190509.0,,1.0,영업/정상,0.0,정상,,,,,02-946-0011,0.0,,서울특별시 강북구 미아동 561-2번지 현대성우아파트 ,서울특별시 강북구 삼양로24길 19 102동  층 110호 (미아동 현대성우아파트),1201.0,아이사랑 동물병원,20190500000000.0,I,2019.5.11 2:20,,201882.0268,457207.4598,동물판매업,미용 ,,0,,37.6011189,126.9492839
983,3080000.0,3.08e+17,20190527.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 번동 464-1번지 테마빌딩 ,서울특별시 강북구 도봉로 388 테마빌딩 1층 (번동),1056.0,VELY DOG,20200400000000.0,U,2020.4.25 2:40,,202554.5854,459895.4603,동물판매업,판매 ,,0,,37.5932529,126.944436
984,3080000.0,3.08e+17,20190520.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 1353번지 에스케이북한산시티아파트 ,서울특별시 강북구 삼양로19길 157 에스케이북한산시티아파트 상가2동 103호 (미아동),1192.0,핑크멍,20190500000000.0,I,2019.5.23 2:21,,201045.6113,457292.9615,동물판매업,미용 ,,0,,37.54114,127.2002884
985,3080000.0,3.08e+17,20190805.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 276-17번지 장미빌라 101호,서울특별시 강북구 삼양로130길 9 101호 (수유동 장미빌라),1037.0,피치 앤 마리,20190800000000.0,I,2019.8.7 2:21,,201308.6483,460497.7747,동물판매업,미용 ,,0,,37.5779575,126.921474
986,3080000.0,3.08e+17,20190718.0,,1.0,영업/정상,0.0,정상,,,,,980-9589,0.0,,서울특별시 강북구 미아동 4번지 꿈의숲 롯데캐슬 101동 4호,서울특별시 강북구 오현로 56 101동 1층 4호 (미아동 꿈의숲 롯데캐슬),1232.0,coco puppy,20190700000000.0,I,2019.7.20 2:21,,203160.4947,457237.2608,동물판매업,미용 ,,0,,37.573032,126.9156292
987,3080000.0,3.08e+17,20190718.0,,1.0,영업/정상,0.0,정상,,,,,980-9589,0.0,,서울특별시 강북구 미아동 4번지 꿈의숲 롯데캐슬 101동 4호,서울특별시 강북구 오현로 56 101동 1층 4호 (미아동 꿈의숲 롯데캐슬),1232.0,coco puppy,20190700000000.0,I,2019.7.20 2:21,,203160.4947,457237.2608,동물판매업,위탁관리 ,,0,,37.5799801,126.9111344
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5787728,126.9107866
989,3080000.0,3.08e+17,20190919.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 486-714번지 대영빌라 나동 202호,서울특별시 강북구 인수봉로23길 56-8 나동 202호 (수유동 대영빌라),1096.0,펫미업,20190900000000.0,I,2019.9.21 2:22,,200815.5135,458378.3265,동물판매업,운송 ,,0,,37.577163,126.910816
990,3080000.0,3.08e+17,20190930.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 351번지 은진하이빌 101호,서울특별시 강북구 도봉로27길 76 101호 (미아동 은진하이빌),1178.0,댕댕카,20190900000000.0,I,2019.10.2 2:22,,202075.9731,457446.6544,동물판매업,운송 ,,0,,41.3163244,-72.92234309999999
991,3080000.0,3.08e+17,20200210.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 57-77번지 ,서울특별시 강북구 삼양로 302 (수유동),1116.0,멍멍이발소,20200200000000.0,I,2020.2.12 0:23,,201519.8422,458670.7918,동물판매업,미용 ,,0,,37.0005644,127.1452767
992,3080000.0,3.08e+17,20200210.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 57-77번지 ,서울특별시 강북구 삼양로 302 (수유동),1116.0,멍멍이발소,20200200000000.0,I,2020.2.12 0:23,,201519.8422,458670.7918,동물판매업,위탁관리 ,,0,,37.5074561,127.0838819
993,3080000.0,3.08e+17,20200221.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 2-28번지 ,서울특별시 강북구 노해로7길 7-1 1층 (수유동),1080.0,멍멍슈퍼,20200200000000.0,I,2020.2.23 0:23,,201910.386,459486.389,동물판매업,위탁관리 ,,0,,40.8525419,-73.9862627
994,3080000.0,3.08e+17,20200522.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 461-21번지 ,서울특별시 강북구 덕릉로 18 1층 (수유동),1097.0,리독,20200500000000.0,I,2020.5.24 0:23,,201298.6857,459049.7642,동물판매업,위탁관리 ,,0,,,
995,3080000.0,3.08e+17,20200522.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 461-21번지 ,서울특별시 강북구 덕릉로 18 1층 (수유동),1097.0,리독,20200500000000.0,I,2020.5.24 0:23,,201298.6857,459049.7642,동물판매업,미용 ,,0,,42.5980814,-120.6548119
996,3080000.0,3.08e+17,20200520.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 42-64번지 ,서울특별시 강북구 도봉로4길 20 102호호 (미아동),1221.0,이브캣,20200500000000.0,I,2020.5.22 0:23,,202718.8541,456533.8195,동물판매업,미용 ,,0,,40.8525419,-73.9862627
997,3080000.0,3.08e+17,20180731.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 1341-4번지 ,서울특별시 강북구 솔샘로 226 2층 (미아동),1193.0,솔샘펫,20190100000000.0,U,2019.1.20 2:40,,201502.6089,457502.1036,동물판매업,미용 ,,0,,36.62675309999999,127.4421995
998,3190000.0,3.19e+17,20201030.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 동작구 신대방동 706 보라매우성아파트,서울특별시 동작구 보라매로5길 5 1동 1층 상가동117호 (신대방동 보라매우성아파트),7071.0,뽀리&쵸쵸,20201000000000.0,I,2019.11.1 0:01,,193311.8316,443352.6725,,,,,,37.4985583,127.0262
999,3030000.0,3.03e+17,20200121.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 성동구 마장동 388-7,서울특별시 성동구 마조로 60 2층 (마장동),4758.0,왕십리 고양이 위너펫 24시,20201200000000.0,U,2019.11.2 0:04,,203634.71,451183.5499,,,,,,,
1000,3080000.0,3.08e+17,20140509.0,,1.0,영업/정상,0.0,정상,,,,,02-908-5554,0.0,,서울특별시 강북구 번동 417-40번지 ,서울특별시 강북구 한천로 1009 (번동),1064.0,러브펫 멀티펫샵 수유역점,20160300000000.0,I,2018.8.31 23:59,,202492.0204,459543.8363,동물판매업,판매 ,,0,,37.495505,127.0375434
1001,3080000.0,3.08e+17,20180709.0,,1.0,영업/정상,0.0,정상,,,,,02-987-9808,0.0,,서울특별시 강북구 미아동 258-187번지 1층 ,서울특별시 강북구 오패산로52길 28 1층 (미아동),1153.0,버블펫,20180700000000.0,I,2018.8.31 23:59,,202778.0455,457972.166,동물판매업,위탁관리 ,,0,,37.5935329,127.0165972
1002,3080000.0,3.08e+17,20180709.0,,1.0,영업/정상,0.0,정상,,,,,02-987-9808,0.0,,서울특별시 강북구 미아동 258-187번지 1층 ,서울특별시 강북구 오패산로52길 28 1층 (미아동),1153.0,버블펫,20180700000000.0,I,2018.8.31 23:59,,202778.0455,457972.166,동물판매업,미용 ,,0,,37.5646822,126.964692
1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0149569,-84.0951705
1004,3080000.0,3.08e+17,20180531.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 331-5번지 ,서울특별시 강북구 삼양로 458 1층층 (수유동),1039.0,준 pet,20180500000000.0,I,2018.8.31 23:59,,201353.8541,460210.1532,동물판매업,미용 ,,0,,,
1005,3080000.0,3.08e+17,20180530.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 169-48번지 ,서울특별시 강북구 한천로144길 54 (수유동),1055.0,나라 앤 송이 애견샵,20180500000000.0,I,2018.8.31 23:59,,202341.0761,460073.8895,동물판매업,미용 ,,0,,37.5956765,126.9490626
1006,3080000.0,3.08e+17,20091202.0,,1.0,영업/정상,0.0,정상,,,,,993-7727,0.0,,서울특별시 강북구 수유동 279-105번지 ,서울특별시 강북구 한천로172가길 4 (수유동),1044.0,강아지세상,20131200000000.0,I,2018.8.31 23:59,,201271.5125,460662.3991,동물판매업,판매 ,,0,,37.5720898,126.9353423
1007,3080000.0,3.08e+17,20090316.0,,1.0,영업/정상,0.0,정상,,,,,919-9742,,,서울특별시 강북구 수유동 725-8번지 ,서울특별시 강북구 노해로33길 15 (수유동),,하늘애견,20100700000000.0,I,2018.8.31 23:59,,202009.3152,460409.4843,동물판매업,판매 ,,0,,37.5574239,126.9308798
1008,3080000.0,3.08e+17,20081027.0,,1.0,영업/정상,0.0,정상,,,,,988-7677,,,서울특별시 강북구 미아동 217-1번지 ,서울특별시 강북구 도봉로67길 13 (미아동),,퍼피하우스,20100700000000.0,I,2018.8.31 23:59,,202007.5111,458689.1025,동물판매업,판매 ,,0,,37.5157197,127.1322328
1009,3080000.0,3.08e+17,20081022.0,,1.0,영업/정상,0.0,정상,,,,,908-6358,0.0,,서울특별시 강북구 수유동 472-54번지 ,서울특별시 강북구 덕릉로 22-1 (수유동),1098.0,강미경의애견미용실,20131200000000.0,I,2018.8.31 23:59,,201363.1978,459059.3273,동물판매업,판매 ,,0,,37.5969051,126.9472992
1010,3080000.0,3.08e+17,20160906.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 321-31번지 리치하우스 ,서울특별시 강북구 도봉로33길 19-6 1층 (미아동 리치하우스),1176.0,멍가네,20180800000000.0,I,2018.8.31 23:59,,202281.5236,457648.1761,동물판매업,판매 ,,0,,35.813353,127.1129664
1011,3080000.0,3.08e+17,20160725.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 860-108번지 ,서울특별시 강북구 솔샘로 270 1층 (미아동),1201.0,기다려빵아,20160700000000.0,I,2018.8.31 23:59,,201902.2486,457398.3948,동물판매업,판매 ,,0,,42.5980814,-120.6548119
1012,3080000.0,3.08e+17,20150420.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 705-1번지 ,서울특별시 강북구 솔샘로 265 (미아동),1178.0,팁하우스,20150400000000.0,I,2018.8.31 23:59,,201882.8202,457443.9209,동물판매업,판매 ,,0,,37.7047183,128.889397
1013,3080000.0,3.08e+17,20181002.0,,1.0,영업/정상,0.0,정상,,,,,02-984-7588,0.0,,서울특별시 강북구 미아동 811-9번지 위브 테라스 파크 ,서울특별시 강북구 삼양로27길 43 위브 테라스 파크 207호 (미아동),1197.0,H 동물병원,20181000000000.0,I,2018.10.4 2:35,,201598.5114,457357.307,동물판매업,위탁관리 ,,0,,37.588594,126.9375128
1014,3080000.0,3.08e+17,20181002.0,,1.0,영업/정상,0.0,정상,,,,,02-984-7588,0.0,,서울특별시 강북구 미아동 811-9번지 위브 테라스 파크 ,서울특별시 강북구 삼양로27길 43 위브 테라스 파크 207호 (미아동),1197.0,H 동물병원,20181000000000.0,I,2018.10.4 2:35,,201598.5114,457357.307,동물판매업,미용 ,,0,,42.5980814,-120.6548119
1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5857449,126.9457784
1016,3080000.0,3.08e+17,20181001.0,,1.0,영업/정상,0.0,정상,,,,,02-907-1565,0.0,,서울특별시 강북구 수유동 47-69번지 ,서울특별시 강북구 덕릉로 79 (수유동),1081.0,위드벳홀딩스 주식회사,20181000000000.0,I,2018.10.3 2:35,,201926.5046,459160.7636,동물판매업,위탁관리 ,,L00,,37.5113105,127.0498419
1017,3080000.0,3.08e+17,20181001.0,,1.0,영업/정상,0.0,정상,,,,,02-907-1565,0.0,,서울특별시 강북구 수유동 47-69번지 ,서울특별시 강북구 덕릉로 79 (수유동),1081.0,위드벳홀딩스 주식회사,20181000000000.0,I,2018.10.3 2:35,,201926.5046,459160.7636,동물판매업,미용 ,,L00,,37.5957125,126.9486496
1018,3140000.0,3.14e+17,20201102.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 양천구 목동 907-10 현대파리지앙,서울특별시 양천구 목동서로 57 현대파리지앙 121호 (목동),7983.0,목동동물병원,20201100000000.0,I,2019.11.1 0:04,,189311.0225,448276.1425,,,,,,37.5957125,126.9486496
1019,3080000.0,3.08e+17,20180913.0,,1.0,영업/정상,0.0,정상,,,,,02-989-5337,0.0,,서울특별시 강북구 미아동 197-9번지 ,서울특별시 강북구 도봉로 202 (미아동),1133.0,위즈동물병원,20180900000000.0,U,2018.9.13 23:59,,202252.6859,458266.0946,동물판매업,미용 ,,0,,37.5571583,126.9492609
1020,3080000.0,3.08e+17,20180920.0,,1.0,영업/정상,0.0,정상,,,,,02-903-7582,0.0,,서울특별시 강북구 수유동 39-10번지 리안스페이스 ,서울특별시 강북구 노해로 65 리안스페이스 2층 (수유동),1077.0,24시 수유 바른펫 동물의료센터,20180900000000.0,U,2018.9.20 23:59,,201895.657,459898.769,동물판매업,위탁관리 ,,0,,37.5571583,126.9492609
1021,3080000.0,3.08e+17,20180920.0,,1.0,영업/정상,0.0,정상,,,,,02-903-7582,0.0,,서울특별시 강북구 수유동 39-10번지 리안스페이스 ,서울특별시 강북구 노해로 65 리안스페이스 2층 (수유동),1077.0,24시 수유 바른펫 동물의료센터,20180900000000.0,U,2018.9.20 23:59,,201895.657,459898.769,동물판매업,미용 ,,0,,37.5760969,126.9143857
1022,3080000.0,3.08e+17,20180921.0,,1.0,영업/정상,0.0,정상,,,,,02-990-7588,0.0,,서울특별시 강북구 번동 471-1번지 ,서울특별시 강북구 도봉로98길 56 2층 (번동),1060.0,동물을 사랑하는 사람들,20180900000000.0,U,2018.9.21 23:59,,202821.8956,459831.8597,동물판매업,미용 ,,0,,37.57199080000001,126.9111465
1023,3080000.0,3.08e+17,20180530.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 169-48,서울특별시 강북구 한천로144길 54 (수유동),1055.0,나라 앤 송이 애견샵,20201000000000.0,U,2019.10.30 22:02,,202341.0761,460073.8895,,,,,,37.5830996,126.9135216
1024,3140000.0,3.14e+17,20201102.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 양천구 신정동 948-30,서울특별시 양천구 중앙로48길 37 3호 (신정동),8020.0,미용하숑,20201100000000.0,I,2019.11.1 0:04,,187162.2147,446879.8535,,,,,,37.5074561,127.0838819
1025,3080000.0,3.08e+17,20181015.0,,1.0,영업/정상,0.0,정상,,,,,02-983-8575,0.0,,서울특별시 강북구 미아동 1353-5번지 에스케이북한산시티 ,서울특별시 강북구 솔샘로 184 에스케이북한산시티 주상가동 209호 (미아동),1192.0,사랑의 동물병원,20181000000000.0,U,2018.10.15 23:59,,201059.8732,457514.2127,동물판매업,미용 ,,0,,37.5465866,126.9548779
1026,3140000.0,3.14e+17,20201102.0,,1.0,영업/정상,0.0,정상,,,,,226490774,0.0,,서울특별시 양천구 목동 805-1,서울특별시 양천구 등촌로 16 (목동),7966.0,필동물종합병원,20201100000000.0,I,2019.11.1 0:04,,187920.9605,447697.3416,,,,,,37.2753221,126.9759669
1027,3080000.0,3.08e+17,20180509.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 400-30번지 새마을금고 ,서울특별시 강북구 삼양로 356 새마을금고 (수유동),1082.0,펫맘애,20180500000000.0,I,2018.8.31 23:59,,201483.3894,459195.5114,동물판매업,판매 ,,0,,37.5768262,126.9245651
1028,3080000.0,3.08e+17,20180509.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 400-30번지 새마을금고 ,서울특별시 강북구 삼양로 356 새마을금고 1층 (수유동),1082.0,펫맘애,20180500000000.0,I,2018.8.31 23:59,,201483.3894,459195.5114,동물판매업,미용 ,,0,,37.59172849999999,126.9409348
1029,3080000.0,3.08e+17,20180416.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 23-21번지 ,서울특별시 강북구 노해로11길 41 1층층 (수유동),1078.0,핫!Dog,20180400000000.0,I,2018.8.31 23:59,,201721.9589,459601.2781,동물판매업,미용 ,,0,,37.5895869,126.9427501
1030,3080000.0,3.08e+17,20180410.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 미아동 133-16번지 ,서울특별시 강북구 도봉로18길 116 2층층 (미아동),1162.0,소울캣,20180400000000.0,I,2018.8.31 23:59,,202599.99,457730.5633,동물판매업,생산 ,,0,,37.5835515,126.9492818
1031,3090000.0,3.09e+17,20181011.0,,1.0,영업/정상,0.0,정상,,,,,02-2038-9980,0.0,,서울특별시 도봉구 창동 75-4번지 ,서울특별시 도봉구 노해로65길 14 1층 (창동),1405.0,하비동물병원,20181000000000.0,U,2018.10.11 23:59,,204036.7622,461074.8346,동물판매업,미용 ,,0,,37.5577978,126.9554328
1032,3090000.0,3.09e+17,20181005.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 도봉구 쌍문동 88-115번지 ,서울특별시 도봉구 도봉로 499 1층 (쌍문동),1442.0,삼성동물종합병원,20181000000000.0,I,2018.10.7 2:35,,203044.803,460873.2212,동물판매업,판매 ,,0,,37.5087927,127.0219391
1033,3090000.0,3.09e+17,20181015.0,,1.0,영업/정상,0.0,정상,,,,,02-999-9273,0.0,,서울특별시 도봉구 쌍문동 256번지 에벤에셀아파트 214호,서울특별시 도봉구 해등로 255 상가동 2층 214호 (쌍문동 에벤에셀아파트),1429.0,강아지세상,20181000000000.0,U,2018.10.15 23:59,,202422.3136,461665.3857,동물판매업,위탁관리 ,,0,,37.5708777,126.9345413
1034,3090000.0,3.09e+17,20181004.0,,1.0,영업/정상,0.0,정상,,,,,02-3494-0075,0.0,,서울특별시 도봉구 방학동 653-17번지 101호,서울특별시 도봉구 도봉로 723 101호 (방학동),1350.0,(주)비에이치벳홀딩스,20181000000000.0,I,2018.10.6 2:36,,203742.0445,462967.4277,동물판매업,위탁관리 ,,L00,,37.569703,126.961128
1035,3090000.0,3.09e+17,20181004.0,,1.0,영업/정상,0.0,정상,,,,,02-902-7582,0.0,,서울특별시 도봉구 쌍문동 88-115번지 ,서울특별시 도봉구 도봉로 499 (쌍문동),1442.0,삼성동물종합병원,20181000000000.0,I,2018.10.6 2:36,,203044.803,460873.2212,동물판매업,미용 ,,0,,36.7780946,126.4579741
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4931134,127.0178692
1037,3090000.0,3.09e+17,20181101.0,,1.0,영업/정상,0.0,정상,,,,,02-956-8500,0.0,,서울특별시 도봉구 도봉동 562-26번지 ,서울특별시 도봉구 도봉로 875 (도봉동),1304.0,도담동물병원,20181100000000.0,I,2018.11.3 2:36,,203947.7148,464474.91,동물판매업,미용 ,,0,,37.569703,126.961128
1038,3090000.0,3.09e+17,20181231.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 도봉구 창동 608-99번지 102호,서울특별시 도봉구 도봉로108길 86-15 102호 (창동),1457.0,펫아찌펫아씨,20181200000000.0,I,2019.1.2 2:20,,203385.6586,460309.3918,동물판매업,운송 ,,0,,41.3163244,-72.92234309999999
1039,3090000.0,3.09e+17,20181212.0,,1.0,영업/정상,0.0,정상,,,,,02-996-8706,0.0,,서울특별시 도봉구 창동 45번지 삼성아파트 상가1동 117호,서울특별시 도봉구 노해로66길 29 삼성아파트 상가1동 117호 (창동),1422.0,도그에이드애견샵,20181200000000.0,I,2018.12.14 2:20,,204214.2106,460746.5537,동물판매업,미용 ,,0,,37.5804497,126.9255116
1040,3090000.0,3.09e+17,20190325.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 도봉구 창동 624-1번지 북한산현대홈시티 102동 909호,서울특별시 도봉구 도봉로106길 23 102동 909호 (창동 북한산현대홈시티),1459.0,TAXI BENEPET(택시벤이펫),20190300000000.0,I,2019.3.27 2:20,,202940.7799,460294.4783,동물판매업,운송 ,,0,,40.8525419,-73.9862627
1041,3090000.0,3.09e+17,20190228.0,,1.0,영업/정상,0.0,정상,,,,,02-3491-8000,0.0,,서울특별시 도봉구 방학동 680-1번지 ,서울특별시 도봉구 도봉로 669 (방학동),1346.0,현대종합동물병원,20190200000000.0,I,2019.3.2 2:21,,203641.7771,462446.5016,동물판매업,미용 ,,0,,42.5980814,-120.6548119
1042,3090000.0,3.09e+17,20190111.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 도봉구 도봉동 609-32번지 ,서울특별시 도봉구 시루봉로 286 (도봉동),1349.0,핑크퍼피(PINKPUPPY),20190100000000.0,I,2019.1.13 2:20,,203528.725,463179.6903,동물판매업,미용 ,,0,,42.5980814,-120.6548119
1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.546615,126.9574725
1044,3090000.0,3.09e+17,20190111.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 도봉구 도봉동 609-32번지 ,서울특별시 도봉구 시루봉로 286 (도봉동),1349.0,핑크퍼피(PINKPUPPY),20190100000000.0,I,2019.1.13 2:20,,203528.725,463179.6903,동물판매업,위탁관리 ,,0,,37.5445093,126.9526393
1045,3230000.0,3.23e+17,20210708.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 문정동 * 현대아파트,서울특별시 송파구 동남로 *** **동 ****호 (문정동 현대아파트),5795.0,댕댕이타요,20210700000000.0,I,2020.12.6 23:00,,211262.7547,443270.546,,,,,,37.5568369,126.9190588
1046,3090000.0,3.09e+17,20190513.0,,1.0,영업/정상,0.0,정상,,,,,02-999-5073,0.0,,서울특별시 도봉구 창동 562-3번지 ,서울특별시 도봉구 덕릉로60길 36 (창동),1476.0,강아지풀,20190500000000.0,I,2019.5.15 2:21,,203482.66,459580.3117,동물판매업,위탁관리 ,,0,,37.5568369,126.9190588
1047,3060000.0,3.06e+17,20210428.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 중랑구 망우동 ***-***,서울특별시 중랑구 봉우재로 *** *층 (망우동),2171.0,도그멍멍,20210700000000.0,U,2020.12.6 23:00,,208364.1186,454730.0204,,,,,,34.0654181,-118.3093365
1048,3090000.0,3.09e+17,20190628.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 도봉구 창동 9번지 비2층 9-104호 ,서울특별시 도봉구 노해로67길 2 비2층 9-104호 (창동),1414.0,(주)코스모이펙트,20190600000000.0,I,2019.6.30 2:21,,204345.8267,461119.9577,동물판매업,판매 ,,L00,,32.8465843,-96.94984600000001
1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5579266,126.928187
1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5576578,126.9225126
1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5573504,126.9092511
