,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,위도,경도
382,3070000.0,3.07e+17,20100211.0,,1.0,영업/정상,0.0,정상,,,,,969-0075,37.6,,서울특별시 성북구 석관동 332-23번지 ,서울특별시 성북구 돌곶이로 31 (석관동),2788.0,태양 동물병원,37.5366425,126.8798545
383,3070000.0,3.07e+17,20030130.0,,1.0,영업/정상,0.0,정상,,,,,928-7582,0.0,,서울특별시 성북구 동소문동5가 8-1번지 ,서울특별시 성북구 동소문로 74 (동소문동5가),2846.0,드림동물병원,37.5246168,126.8643341
384,3070000.0,3.07e+17,20160224.0,,1.0,영업/정상,0.0,정상,,,,,02-766-7577,115.0,,서울특별시 성북구 성북동 155-15번지 1층 ,서울특별시 성북구 성북로 66 1층 (성북동),2835.0,앙리동물병원,37.5302541,126.8324079
385,3070000.0,3.07e+17,20140501.0,,1.0,영업/정상,0.0,정상,,,,,942-4883,43.0,,서울특별시 성북구 길음동 1284번지 길음뉴타운 제상가비동 제지2층 25호 ,서울특별시 성북구 길음로 33 (길음동 길음뉴타운 제상가비동 제지2층 25호),2720.0,카카오 N 동물병원,37.5405432,126.8703794
386,3070000.0,3.07e+17,20190927.0,,1.0,영업/정상,0.0,정상,,,,,02-927-7517,25.1,,서울특별시 성북구 동선동5가 1번지 ,서울특별시 성북구 아리랑로 18 1층 101호 (동선동5가),2829.0,성신동물병원,37.5327945,126.8684495
387,,,,,,,,,,,,,,,,,,,,37.5494794,126.8668975
388,,,,,,,,,,,,,,,,,,,,37.5491803,126.863831
389,,,,,,,,,,,,,,,,,,,,37.5212961,126.856443
390,3070000.0,3.07e+17,20140724.0,,1.0,영업/정상,0.0,정상,,,,,984-0075,0.0,,서울특별시 성북구 길음동 1163,서울특별시 성북구 삼양로4길 3 (길음동),2732.0,강북 24시 N 동물의료센터,37.5173721,126.8652319
391,3070000.0,3.07e+17,20150804.0,,1.0,영업/정상,0.0,정상,,,,,02-6925-4347,155.0,,서울특별시 성북구 하월곡동 76-16,서울특별시 성북구 오패산로 75-1 (하월곡동),2737.0,넬 동물의료센터,37.5258712,126.8708145
392,,,,,,,,,,,,,,,,,,,,37.5291722,126.8759793
393,,,,,,,,,,,,,,,,,,,,37.5251751,126.8682309
394,,,,,,,,,,,,,,,,,,,,37.5246747,127.1294637
395,,,,,,,,,,,,,,,,,,,,37.5479987,126.8678169
396,,,,,,,,,,,,,,,,,,,,37.5171403,126.8545574
397,,,,,,,,,,,,,,,,,,,,37.5128594,126.8325166
398,,,,,,,,,,,,,,,,,,,,37.535069,126.875898
399,,,,,,,,,,,,,,,,,,,,37.546797,126.8715106
400,,,,,,,,,,,,,,,,,,,,37.5450759,126.8625742
401,,,,,,,,,,,,,,,,,,,,37.535881,126.8780365
402,,,,,,,,,,,,,,,,,,,,37.5400788,126.8639842
403,,,,,,,,,,,,,,,,,,,,37.5236295,126.8647292
404,,,,,,,,,,,,,,,,,,,,37.5173925,126.8377666
405,,,,,,,,,,,,,,,,,,,,37.5302084,126.8732314
406,,,,,,,,,,,,,,,,,,,,37.514771,126.869551
407,,,,,,,,,,,,,,,,,,,,37.5345975,127.0095522
408,,,,,,,,,,,,,,,,,,,,37.5077368,126.8645118
409,,,,,,,,,,,,,,,,,,,,37.4899558,127.1447166
410,,,,,,,,,,,,,,,,,,,,37.5561174,126.8637032
411,,,,,,,,,,,,,,,,,,,,37.55319679999999,126.8298352
412,,,,,,,,,,,,,,,,,,,,37.5347866,126.8632594
413,,,,,,,,,,,,,,,,,,,,37.5523121,126.8698974
414,,,,,,,,,,,,,,,,,,,,37.5317034,126.8463722
415,,,,,,,,,,,,,,,,,,,,37.5625848,126.8529938
416,,,,,,,,,,,,,,,,,,,,37.543791,126.843157
417,,,,,,,,,,,,,,,,,,,,37.5321754,126.8395951
418,3080000.0,3.08e+17,20030407.0,,1.0,영업/정상,0.0,정상,,,,,998-1785,0.0,,서울특별시 강북구 수유동 266-20,서울특별시 강북구 한천로 1135(수유동),1039.0,대형동물병원,37.5411061,126.8376158
419,3070000.0,3.07e+17,20170919.0,,1.0,영업/정상,0.0,정상,,,,,02-927-7878,60.0,,서울특별시 성북구 동소문동6가 237번지 ,서울특별시 성북구 아리랑로 27 (동소문동6가),2830.0,로이동물병원,37.5313856,126.8550252
420,3070000.0,3.07e+17,20161212.0,,1.0,영업/정상,0.0,정상,,,,,912-6555,115.0,,서울특별시 성북구 하월곡동 62-4번지 ,서울특별시 성북구 오패산로 22 (하월곡동),2751.0,포유동물병원,37.52316580000001,127.0258967
421,,,,,,,,,,,,,,,,,,,,37.552547,126.8261922
422,,,,,,,,,,,,,,,,,,,,37.5642454,126.8499416
423,,,,,,,,,,,,,,,,,,,,37.5480366,126.8345704
424,,,,,,,,,,,,,,,,,,,,37.5397341,126.8344371
425,,,,,,,,,,,,,,,,,,,,37.5499888,126.8380625
426,3080000.0,3.08e+17,20020411.0,,1.0,영업/정상,0.0,정상,,,,,999-9110,69.36,,서울특별시 강북구 수유동 252-199번지 ,서울특별시 강북구 노해로 94 (수유동),1051.0,현대종합동물병원,37.5765029,126.8131242
427,3080000.0,3.08e+17,19970818.0,,1.0,영업/정상,0.0,정상,,,,,907-1565,62.0,,서울특별시 강북구 수유동 47-69번지 ,서울특별시 강북구 덕릉로 79 (수유동),1081.0,동물병원 위드,37.5704227,126.8121681
428,3080000.0,3.08e+17,19950906.0,,1.0,영업/정상,0.0,정상,,,,,982-8698,40.92,,서울특별시 강북구 미아동 98-39번지 ,서울특별시 강북구 도봉로 88 (미아동),1165.0,중앙동물병원,37.5625848,126.8529938
429,3080000.0,3.08e+17,20171211.0,,1.0,영업/정상,0.0,정상,,,,,02-983-8575,0.0,,서울특별시 강북구 미아동 1353-5 에스케이북한산시티 상가동 2동 209호,서울특별시 강북구 솔샘로 184 에스케이북한산시티 상가동 2동 209호 (미아동),1192.0,사랑의 동물병원,37.5533954,126.8435941
430,3080000.0,3.08e+17,20030718.0,,1.0,영업/정상,0.0,정상,,,,,02-987-7959,46.65,,서울특별시 강북구 미아동 197-9번지 ,서울특별시 강북구 도봉로 202 (미아동),1133.0,위즈동물병원,37.4992561,126.8848661
431,3080000.0,3.08e+17,20030626.0,,1.0,영업/정상,0.0,정상,,,,,02-988-0251,52.5,,서울특별시 강북구 미아동 48-24번지 ,서울특별시 강북구 월계로 35 (미아동),1222.0,창문동물병원,37.563583,126.8076903
432,3080000.0,3.08e+17,20170605.0,,1.0,영업/정상,0.0,정상,,,,,02-903-7582,217.39,,서울특별시 강북구 수유동 39-10번지 1 2층 ,서울특별시 강북구 노해로 65 1 2층 (수유동 리안스페이스),1077.0,24시 수유 바른펫 동물의료센터,37.5520898,126.8495658
433,3080000.0,3.08e+17,20150818.0,,1.0,영업/정상,0.0,정상,,,,,02-993-8266,0.0,,서울특별시 강북구 수유동 340-2번지 ,서울특별시 강북구 삼양로117길 5 1층 (수유동),1033.0,초이스동물병원,37.5326963,126.8428785
434,3080000.0,3.08e+17,20020619.0,,1.0,영업/정상,0.0,정상,,,,,996-1007,54.59,,서울특별시 강북구 수유동 279-290번지 ,서울특별시 강북구 삼양로 499 (수유동),1026.0,애니케어 동물병원 수유점,37.5339428,126.8466088
435,3140000.0,3.14e+17,20060320.0,,1.0,영업/정상,0.0,정상,,,,,2655-2258,0.0,,서울특별시 양천구 목동 515-1,서울특별시 양천구 공항대로 636 (목동),7968.0,행복한동물병원,37.5456093,126.8476184
436,3080000.0,3.08e+17,20021015.0,,1.0,영업/정상,0.0,정상,,,,,988-7582,61.53,,서울특별시 강북구 미아동 812 삼성래미안트리베라아파트,서울특별시 강북구 삼양로27길 19 상가 204동 108호 (미아동 삼성래미안트리베라아파트),1195.0,솔샘동물병원,37.5311374,126.8473841
437,3140000.0,3.14e+17,20060214.0,,1.0,영업/정상,0.0,정상,,,,,2606-1990,25.16,,서울특별시 양천구 신월동 972-6,서울특별시 양천구 지양로 52 (신월동),8040.0,일오삼동물병원,37.5045167,127.0969041
438,3080000.0,3.08e+17,20100917.0,,1.0,영업/정상,0.0,정상,,,,,02-986-9875,42.34,,서울특별시 강북구 미아동 812번지 래미안트리베라 201동 116호 ,서울특별시 강북구 삼양로27길 19 (미아동 래미안트리베라 201동 116호),1195.0,쿠키동물병원,37.5580485,126.8261806
439,3080000.0,3.08e+17,20090925.0,,1.0,영업/정상,0.0,정상,,,,,988-6543,562.43,,서울특별시 강북구 미아동 1318번지 ,서울특별시 강북구 월계로 53 (미아동),1237.0,호 동물병원,37.5992985,127.0129938
440,3080000.0,3.08e+17,20090707.0,,1.0,영업/정상,0.0,정상,,,,,903-5525,0.0,,서울특별시 강북구 수유동 472-268번지 예향교회 1층 ,서울특별시 강북구 삼양로 336 예향교회 1층 (수유동),1111.0,보노보노동물병원,37.5765029,126.8131242
441,3080000.0,3.08e+17,20041208.0,,1.0,영업/정상,0.0,정상,,,,,985-7525,0.0,,서울특별시 강북구 번동 309번지 덕수빌딩 1층 ,서울특별시 강북구 오현로 194 (번동 덕수빌딩 1층),1224.0,강북동물병원,37.5685366,126.8162709
442,3080000.0,3.08e+17,20041101.0,,1.0,영업/정상,0.0,정상,,,,,990-7588,166.3,,서울특별시 강북구 번동 471-1번지 ,서울특별시 강북구 도봉로98길 56 (번동),1060.0,동물을사랑하는사람들,37.5451955,126.8473136
443,3080000.0,3.08e+17,20140206.0,,1.0,영업/정상,0.0,정상,,,,,02-987-7588,77.4,,서울특별시 강북구 미아동 839-223번지 1층 ,서울특별시 강북구 솔샘로 203-2 1층 (미아동),1187.0,스마트 동물병원,37.5540319,126.8717993
444,3080000.0,3.08e+17,20071023.0,,1.0,영업/정상,0.0,정상,,,,,980-2340,49.49,,서울특별시 강북구 미아동 813번지 지층 1-2 1-3호 110동 ,서울특별시 강북구 삼양로19길 25 110동 지층 1-21-3호 (미아동 삼성래미안트리베라1차아파트),1200.0,삼성동물병원,37.53193890000001,126.8617396
445,3100000.0,3.1e+17,20211001.0,,1.0,영업/정상,0.0,정상,,,,,02-952-9111,,,서울특별시 노원구 상계동 1025-31 1층,서울특별시 노원구 동일로 1636 1층 (상계동),1630.0,나우동물의료센터,37.5369219,126.8379048
446,3080000.0,3.08e+17,20190424.0,,1.0,영업/정상,0.0,정상,,,,,02-946-0011,108.0,,서울특별시 강북구 미아동 561-2번지 현대성우아파트 102동 110호,서울특별시 강북구 삼양로24길 19 102동 110호 (미아동 현대성우아파트),1201.0,아이사랑동물병원,37.5574369,126.8267598
447,,,,,,,,,,,,,,,,,,,,37.5695531,126.8249817
448,,,,,,,,,,,,,,,,,,,,37.575255,126.8114676
449,,,,,,,,,,,,,,,,,,,,37.53302559999999,126.8445875
450,,,,,,,,,,,,,,,,,,,,37.5729862,126.8076185
451,,,,,,,,,,,,,,,,,,,,37.5540319,126.8717993
452,,,,,,,,,,,,,,,,,,,,37.5656875,126.8238125
453,,,,,,,,,,,,,,,,,,,,37.4900892,126.8563049
454,,,,,,,,,,,,,,,,,,,,37.4910063,126.8370979
455,,,,,,,,,,,,,,,,,,,,37.4901258,126.8385254
456,,,,,,,,,,,,,,,,,,,,37.5005388,126.8846046
457,,,,,,,,,,,,,,,,,,,,37.5077345,126.8805914
458,,,,,,,,,,,,,,,,,,,,37.5033957,126.8511087
459,3070000.0,3.07e+17,20070813.0,,1.0,영업/정상,0.0,정상,,,,,943-8376,,,서울특별시 성북구 정릉동 285-4 정호빌딩,서울특별시 성북구 보국문로 68-1 정호빌딩 1층 (정릉동),2711.0,보성통증동물병원,37.4893062,126.8916581
460,,,,,,,,,,,,,,,,,,,,37.4966167,126.8561624
461,,,,,,,,,,,,,,,,,,,,37.4885431,126.8843047
462,,,,,,,,,,,,,,,,,,,,37.5095875,126.8875948
463,,,,,,,,,,,,,,,,,,,,37.4897883,126.8397764
464,,,,,,,,,,,,,,,,,,,,37.5077345,126.8805914
465,,,,,,,,,,,,,,,,,,,,37.49081839999999,126.8939041
466,,,,,,,,,,,,,,,,,,,,37.5028461,126.8632325
467,,,,,,,,,,,,,,,,,,,,37.4958336,126.87265
468,,,,,,,,,,,,,,,,,,,,37.49537470000001,126.8597331
469,,,,,,,,,,,,,,,,,,,,37.4972632,126.8472065
470,,,,,,,,,,,,,,,,,,,,37.4908965,127.0875101
471,,,,,,,,,,,,,,,,,,,,37.5011414,126.8625002
472,,,,,,,,,,,,,,,,,,,,37.5097637,126.9059987
473,,,,,,,,,,,,,,,,,,,,37.5035194,126.8616532
474,,,,,,,,,,,,,,,,,,,,37.4770718,126.8809537
475,,,,,,,,,,,,,,,,,,,,37.4582722,126.8995402
476,,,,,,,,,,,,,,,,,,,,37.4767045,126.8982445
477,,,,,,,,,,,,,,,,,,,,37.4537434,126.8903702
478,,,,,,,,,,,,,,,,,,,,37.4637875,126.9035095
479,,,,,,,,,,,,,,,,,,,,37.4709381,126.9032072
480,,,,,,,,,,,,,,,,,,,,37.4525535,126.9057724
481,,,,,,,,,,,,,,,,,,,,37.4515704,126.9071316
482,,,,,,,,,,,,,,,,,,,,37.4796797,126.9047268
483,,,,,,,,,,,,,,,,,,,,37.4669783,126.9015016
484,,,,,,,,,,,,,,,,,,,,37.4705726,126.8956768
485,,,,,,,,,,,,,,,,,,,,37.4501716,126.9125588
486,,,,,,,,,,,,,,,,,,,,37.4753403,126.8859359
487,,,,,,,,,,,,,,,,,,,,37.5278992,126.8983951
488,,,,,,,,,,,,,,,,,,,,37.5233486,126.9077563
489,,,,,,,,,,,,,,,,,,,,37.505654,126.907013
490,,,,,,,,,,,,,,,,,,,,37.5206222,126.8899239
491,,,,,,,,,,,,,,,,,,,,37.6019947,127.0195403
492,3090000.0,3.09e+17,20021126.0,,1.0,영업/정상,0.0,정상,,,,,3491-4748,56.64,,서울특별시 도봉구 방학동 665-11번지 2통6반 삼익세라믹아파트 105동 503호,서울특별시 도봉구 방학로 162 (방학동),1356.0,가나동물병원,37.520456,126.933253
493,3090000.0,3.09e+17,20050113.0,,1.0,영업/정상,0.0,정상,,,,,902-7582,57.0,,서울특별시 도봉구 쌍문동 88-115번지 1층 ,서울특별시 도봉구 도봉로 499 1층 (쌍문동),1442.0,삼성동물종합병원,37.5332974,126.9022397
494,3090000.0,3.09e+17,20180614.0,,1.0,영업/정상,0.0,정상,,,,,999-7582,0.0,,서울특별시 도봉구 창동 731-72번지 ,서울특별시 도봉구 도봉로 586 (창동),1401.0,강북우리동물의료센터,37.5218997,126.8846466
495,3090000.0,3.09e+17,20180104.0,,1.0,영업/정상,0.0,정상,,,,,997-0075,392.72,,서울특별시 도봉구 쌍문동 45-8번지 ,서울특별시 도봉구 해등로 184 (쌍문동),1394.0,태일동물종합병원,37.5242855,126.9042255
496,3090000.0,3.09e+17,20171024.0,,1.0,영업/정상,0.0,정상,,,,,954-6990,0.0,,서울특별시 도봉구 도봉동 62-43번지 도봉투웨니퍼스트2단지 ,서울특별시 도봉구 도봉로180길 28 도봉투웨니퍼스트2단지 (도봉동),1320.0,해봄동물병원,37.5133941,126.9185342
497,3090000.0,3.09e+17,20170720.0,,1.0,영업/정상,0.0,정상,,,,,906-7575,235.34,,서울특별시 도봉구 창동 650-11번지 ,서울특별시 도봉구 도봉로110다길 20 (창동),1459.0,트윈스동물병원,37.522002,126.8988627
498,3090000.0,3.09e+17,20151203.0,,1.0,영업/정상,0.0,정상,,,,,3494-0075,0.0,,서울특별시 도봉구 방학동 653-17번지 3층 ,서울특별시 도봉구 도봉로 723 3층 (방학동),1350.0,방학동물외과센터,37.5181504,126.8958956
499,3090000.0,3.09e+17,20140310.0,,1.0,영업/정상,0.0,정상,,,,,02-905-9119,,,서울특별시 도봉구 쌍문동 716-31번지 ,서울특별시 도봉구 도봉로 603 1층 지층 (쌍문동),1392.0,별난동물병원,37.4983516,126.8954939
500,3090000.0,3.09e+17,20181018.0,,1.0,영업/정상,0.0,정상,,,,,993-0075,96.79,,서울특별시 도봉구 창동 661-3,서울특별시 도봉구 도봉로 506 (창동),1453.0,둘리동물병원,37.5181371,126.9261297
501,3090000.0,3.09e+17,20130904.0,,1.0,영업/정상,0.0,정상,,,,,2038-9980,0.0,,서울특별시 도봉구 창동 75-4번지 ,서울특별시 도봉구 노해로65길 14 1층 지층 (창동 영일빌딩),1405.0,하비동물병원,37.5285085,126.9042056
502,3090000.0,3.09e+17,19990526.0,,1.0,영업/정상,0.0,정상,,,,,992-0074,39.25,,서울특별시 도봉구 창동 568-5번지 ,서울특별시 도봉구 덕릉로 256 (창동),1474.0,한빛동물병원,37.5186998,126.9335346
503,3090000.0,3.09e+17,19950707.0,,1.0,영업/정상,0.0,정상,,,,,3491-7060,32.2,,서울특별시 도봉구 방학동 664-11번지 15통5반 101호,서울특별시 도봉구 도당로 63 (방학동),1356.0,화신종합동물병원,37.5120683,126.9159382
504,3090000.0,3.09e+17,19941223.0,,1.0,영업/정상,0.0,정상,,,,,992-9414,20.65,,서울특별시 도봉구 창동 635-42번지 20통1반 건영캐스빌아파트 101동 1201호,서울특별시 도봉구 덕릉로 230 (창동),1473.0,신창동물병원,37.4898665,126.9067311
505,3090000.0,3.09e+17,19900919.0,,1.0,영업/정상,0.0,정상,,,,,900-9929,66.24,,서울특별시 도봉구 쌍문동 356번지 12통7반 삼익빌라 101동 403호,서울특별시 도봉구 도봉로 469 (쌍문동),1447.0,퓨리나동물병원,37.52772119999999,126.8915678
506,3090000.0,3.09e+17,20090619.0,,1.0,영업/정상,0.0,정상,,,,,907-7512,46.02,,서울특별시 도봉구 쌍문동 262-10번지 104호,서울특별시 도봉구 시루봉로 59 (쌍문동),1375.0,사랑해요동물병원,37.5091936,126.9150127
507,3090000.0,3.09e+17,20090303.0,,1.0,영업/정상,0.0,정상,,,,,996-8275,38.8,,서울특별시 도봉구 창동 749-16번지 ,서울특별시 도봉구 도봉로 618 108호 (창동),1397.0,행복한동물병원,37.5705638,126.9037708
508,3090000.0,3.09e+17,20181115.0,,1.0,영업/정상,0.0,정상,,,,,955-8400,0.0,,서울특별시 도봉구 도봉동 562-26번지 ,서울특별시 도봉구 도봉로 875 (도봉동),1304.0,도담동물병원,37.5136006,126.9198343
509,3090000.0,3.09e+17,20190418.0,,1.0,영업/정상,0.0,정상,,,,,6369-0075,,,서울특별시 도봉구 도봉동 623-103번지 1층 ,서울특별시 도봉구 마들로 695 1층 (도봉동),1328.0,빛가온동물병원,37.5013994,126.9204059
510,,,,,,,,,,,,,,,,,,,,37.4986608,126.9086024
511,3100000.0,3.1e+17,20020819.0,,1.0,영업/정상,0.0,정상,,,,,02-938-1122,0.0,,서울특별시 노원구 중계동 366-10번지 중원코아빌딩 101호,서울특별시 노원구 한글비석로 272 101호 (중계동 중원코아빌딩),1720.0,참사랑동물병원,37.5231632,126.8886362
512,3100000.0,3.1e+17,20020806.0,,1.0,영업/정상,0.0,정상,,,,,02-932-7582,0.0,,서울특별시 노원구 상계동 71-225번지 23통5반 ,서울특별시 노원구 덕릉로 810-1 (상계동),1646.0,당고개동물병원,37.5004304,126.9133395
513,3100000.0,3.1e+17,20010613.0,,1.0,영업/정상,0.0,정상,,,,,979-8275,60.0,,서울특별시 노원구 중계동 512번지 시영2단지상가 116호,서울특별시 노원구 동일로 1280 116호 (중계동 시영2단지상가),1782.0,우리들동물종합병원,37.4946969,126.9781509
514,3100000.0,3.1e+17,20010523.0,,1.0,영업/정상,0.0,정상,,,,,949-5975,49.0,,서울특별시 노원구 공릉동 94-6번지 13통7반 301호,서울특별시 노원구 공릉로 168 (공릉동),1818.0,미래동물병원,37.5077209,127.0884273
515,3100000.0,3.1e+17,20180509.0,,1.0,영업/정상,0.0,정상,,,,,02-905-7588,196.7,,서울특별시 노원구 월계동 292-59번지 상천빌딩1층 ,서울특별시 노원구 월계로 336 상천빌딩 1층 (월계동),1885.0,닥터스종합동물병원,37.5107654,127.0642405
516,3100000.0,3.1e+17,20000407.0,,1.0,영업/정상,0.0,정상,,,,,3391-0075,83.25,,서울특별시 노원구 상계동 79-145번지 44통4반 ,서울특별시 노원구 덕릉로 738 (상계동 정진145빌딩),1648.0,고려동물병원,37.5058114,126.9343468
517,3100000.0,3.1e+17,19991007.0,,1.0,영업/정상,0.0,정상,,,,,02-936-0907,0.0,,서울특별시 노원구 상계동 78번지 15통2반 진로유통조합아파트 1102호,서울특별시 노원구 노원로 540 (상계동 상계주공아파트 9단지상가),1676.0,그린동물병원,37.5047116,126.962631
518,3140000.0,3.14e+17,20031210.0,,1.0,영업/정상,0.0,정상,,,,,2062-1110,32.9,,서울특별시 양천구 목동 773-3 106호,서울특별시 양천구 목동중앙로 43 (목동106호),,리즈동물병원,37.5037183,126.9470075
519,,,,,,,,,,,,,,,,,,,,37.5352899,126.9720729
520,3090000.0,3.09e+17,20130313.0,,1.0,영업/정상,0.0,정상,,,,,02-6402-0365,0.0,,서울특별시 도봉구 방학동 713-35,서울특별시 도봉구 방학로 54 (방학동),1335.0,365동물병원,37.476379,126.9735832
521,3100000.0,3.1e+17,20160530.0,,1.0,영업/정상,0.0,정상,,,,,02-949-7582,23.1,,서울특별시 노원구 공릉동 90-1번지 해중빌딩 105호,서울특별시 노원구 노원로1길 9 (공릉동 해중빌딩),1827.0,키움 동물병원,37.4972477,126.9531759
522,3100000.0,3.1e+17,20160418.0,,1.0,영업/정상,0.0,정상,,,,,02-952-7582,96.0,,서울특별시 노원구 상계동 397-5번지 ,서울특별시 노원구 노원로 470 1층 (상계동 금녕빌딩),1685.0,스마트동물병원,37.5576095,127.1699516
523,3140000.0,3.14e+17,20030422.0,,1.0,영업/정상,0.0,정상,,,,,2697-7576,76.3,,서울특별시 양천구 신정동 987-3 1층,서울특별시 양천구 오목로 198-1 (신정동1층),,신정 동물병원,37.487662,126.9755302
524,3100000.0,3.1e+17,20120601.0,,1.0,영업/정상,0.0,정상,,,,,939-7579,0.0,,서울특별시 노원구 중계동 360-9 두타빌 A동 111112호,서울특별시 노원구 한글비석로 245 (중계동 두타빌 A동 111112호),1743.0,중계이오동물병원,37.47707219999999,126.9767002
525,3100000.0,3.1e+17,19990820.0,,1.0,영업/정상,0.0,정상,,,,,931-1575,49.58,,서울특별시 노원구 중계동 450번지 ,서울특별시 노원구 한글비석로 363 종로약국 (중계동),1699.0,은마로동물병원,37.5355974,126.9988408
526,3100000.0,3.1e+17,20130115.0,,1.0,영업/정상,0.0,정상,,,,,977-0275,0.0,,서울특별시 노원구 공릉동 362-3번지 ,서울특별시 노원구 동일로 1104 (공릉동),1839.0,엔젤동물병원,37.5043512,126.9493828
527,3100000.0,3.1e+17,20120827.0,,1.0,영업/정상,0.0,정상,,,,,951-7707,0.0,,서울특별시 노원구 중계동 361번지 ,서울특별시 노원구 노원로 330 (중계동),1746.0,펫가든,37.4836684,126.9733358
528,3100000.0,3.1e+17,19990521.0,,1.0,영업/정상,0.0,정상,,,,,02-932-6658,0.0,,서울특별시 노원구 상계동 1110번지 42통7반 두산아파트 111동 1107호,서울특별시 노원구 동일로 1649 (상계동 윤일빌딩),1608.0,은빛동물병원,37.4767842,126.9766408
529,3100000.0,3.1e+17,19980711.0,,1.0,영업/정상,0.0,정상,,,,,935-0075,23.0,,서울특별시 노원구 중계동 363번지 대림벽산상가 102호,서울특별시 노원구 한글비석로8길 16 102호 (중계동 대림벽산상가),1738.0,25시동물병원,37.476379,126.9735832
530,3100000.0,3.1e+17,19941010.0,,1.0,영업/정상,0.0,정상,,,,,973-5959,40.0,,서울특별시 노원구 중계동 503번지 시영1단지B상가 118호,서울특별시 노원구 동일로207길 17 118호 (중계동 시영1단지B상가 ),1778.0,롯데동물병원,37.4858412,126.9685185
531,3100000.0,3.1e+17,20111031.0,,1.0,영업/정상,0.0,정상,,,,,976-7582,0.0,,서울특별시 노원구 공릉동 494-17번지 영운빌딩 1층 ,서울특별시 노원구 동일로 1051 (공릉동 영운빌딩 1층),1857.0,스마일플러스동물병원,37.5284351,126.9204078
532,3100000.0,3.1e+17,20100716.0,,1.0,영업/정상,0.0,정상,,,,,905-7588,0.0,,서울특별시 노원구 월계동 3-94번지 드림빌 201호 ,서울특별시 노원구 월계로 333 (월계동),1879.0,아란종합동물병원,37.5080962,126.9262539
533,3100000.0,3.1e+17,20100420.0,,1.0,영업/정상,0.0,정상,,,,,939-6898,0.0,,서울특별시 노원구 상계동 682번지 13통8반 동신아파트 103동 708호,서울특별시 노원구 한글비석로52길 18 (상계동),1655.0,이앤박동물병원,37.4831032,126.9757948
534,3100000.0,3.1e+17,20081216.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 노원구 월계동 331-1   번지 신세계이마트 2층 ,,,로얄벳 동물병원,37.5116454,126.9390259
535,3100000.0,3.1e+17,20081010.0,,1.0,영업/정상,0.0,정상,,,,,978-4775,29.84,,서울특별시 노원구 중계동 947-16번지 38통5반 3층 ,서울특별시 노원구 섬밭로 258 (중계동 건영옴니백화점),1779.0,웰리스 동물병원,37.50442,126.9379259
536,3100000.0,3.1e+17,20080411.0,,1.0,영업/정상,0.0,정상,,,,,973-7588,26.85,,서울특별시 노원구 월계동 52-24번지 ,서울특별시 노원구 화랑로 349 (월계동),1914.0,우솔동물병원,37.4816778,126.9514556
537,3100000.0,3.1e+17,20070426.0,,1.0,영업/정상,0.0,정상,,,,,900-7710,37.1,,서울특별시 노원구 월계동 98-9번지 ,서울특별시 노원구 월계로45길 28 (월계동 월계아파트형공장),1882.0,유림동물병원,37.4760754,126.9157585
538,3100000.0,3.1e+17,20060628.0,,1.0,영업/정상,0.0,정상,,,,,949-7512,67.15,,서울특별시 노원구 공릉동 227-68번지 ,서울특별시 노원구 화랑로 473 (공릉동),1803.0,화랑동물병원,37.4802924,126.9040531
539,3100000.0,3.1e+17,20060407.0,,1.0,영업/정상,0.0,정상,,,,,937-9724,28.66,,서울특별시 노원구 상계동 11-410번지 태성빌라 202호 ,서울특별시 노원구 동일로 1622 (상계동 유성상가),1630.0,수락 동물병원,37.482348,126.9441563
540,3100000.0,3.1e+17,20080422.0,,1.0,영업/정상,0.0,정상,,,,,951-7582,111.52,,서울특별시 노원구 상계동 749-10,서울특별시 노원구 동일로 1370 (상계동),1756.0,(주)한빛종합동물병원,37.4870194,126.944708
541,3100000.0,3.1e+17,20060201.0,,1.0,영업/정상,0.0,정상,,,,,6224-3858,33.0,,서울특별시 노원구 중계동 525번지 풍림(아) 111-1808 ,서울특별시 노원구 동일로203가길 29 (중계동 브라운스톤중계),1779.0,브라운동물병원,37.4825131,126.9170053
542,3100000.0,3.1e+17,20190821.0,,1.0,영업/정상,0.0,정상,,,,,02-931-1333,311.65,,서울특별시 노원구 상계동 763-5,서울특별시 노원구 동일로 1333 (상계동),1767.0,브이아이피 동물의료센터,37.4741792,126.916887
543,,,,,,,,,,,,,,,,,,,,37.48685469999999,126.9487674
544,3100000.0,3.1e+17,20050729.0,,1.0,영업/정상,0.0,정상,,,,,930-7975,35.0,,서울특별시 노원구 상계동 1265번지 동방미주(아)109-1001 ,서울특별시 노원구 동일로 1689 (상계동 하이베라스),1604.0,수 동물병원,37.47304080000001,126.9328869
545,3100000.0,3.1e+17,20181203.0,,1.0,영업/정상,0.0,정상,,,,,02-932-8575,0.0,,서울특별시 노원구 상계동 746-4번지 명지프라자빌딩 102호,서울특별시 노원구 동일로 1363 명지프라자빌딩 102호 (상계동),1763.0,더싼 동물병원,37.4808652,126.981447
