,Unnamed: 0,구분,업체명,전화번호,소재지,인허가번호,위도,경도
276,276,운송,멍카,***********,인천광역시 계양구 효성동,355000003720210002,35.8755154,128.6281931
277,277,운송,지방이삼촌펫택시,***********,인천광역시 계양구 계산동,355000003720200016,36.3234946,127.3808831
278,278,운송,모시개냥,***********,인천광역시 계양구 효성동,355000003720200011,,
279,279,운송,재호운송,***********,인천광역시 계양구 효성동,355000003720190012,37.62034,127.0470739
280,280,위탁관리 미용 운송,돌봐줄개,***********,인천광역시 서구 심곡동,356000003720210001,37.5093688,126.8943577
281,281,운송,멍`S,0325657988,인천광역시 서구 청라동,356000003720200037,37.4865615,126.9864659
282,282,운송,이너크 펫택시,***********,인천광역시 서구 청라동,356000003720200031,36.3234946,127.3808831
283,283,위탁관리 운송,호텔펫코리아,0325644984,인천광역시 서구 마전동,356000003720200028,37.50198100000001,127.098596
284,284,운송,이우열,***********,인천광역시 서구 마전동,356000003720200026,37.5467555,127.0452422
285,285,수입 판매 운송,앤 펫,***********,인천광역시 서구 청라동,356000003720200023,37.4025983,126.7210955
286,286,운송,(주)나투스핀 펫 미업,***********,서울특별시 서초구 양재동,356000003720190038,,
287,287,운송,GodoT,***********,인천광역시 서구 석남동,356000003720190032,33.9144036,-84.34208579999999
288,288,운송,강윤펫택시,***********,인천광역시 서구 청라동,356000003720190026,,
289,289,운송,도그(DOGUE),***********,인천광역시 서구 석남동,356000003720190021,38.2320734,-77.2158117
290,290,운송,메시네,***********,인천광역시 서구 검암동,356000003720190006,35.0411572,-106.9339214
291,291,운송,헬로펫,***********,인천광역시 서구 원당동,356000003720180018,35.8080152,127.1163008
292,292,수입 판매 전시 위탁관리 미용 운송,스퀘어독스,0325681063,인천광역시 서구 연희동,356000003720180004,40.7307044,-73.9986304
293,293,운송,애견가족,062-225-0303,광주광역시 동구 불로동,359000003720180020,35.1440761,126.9151789
294,294,운송,다온펫택시,***********,광주광역시 서구 금호동,360000003720190034,37.4913221,127.0384611
295,295,운송,달리개,***********,광주광역시 서구 풍암동,360000003720180029,44.427963,-110.588455
296,296,운송,dbdb 펫 운송,***********,광주광역시 서구 쌍촌동,361000003720210004,,
297,297,운송,개린이보호구역,062-654-7001,광주광역시 남구 방림동,361000003720200005,35.124134,126.9179847
298,298,운송,에브리데이 펫,***********,광주광역시 남구 봉선동,361000003720200001,37.340008,-121.907691
299,299,운송,공감애견미용실,***********,광주광역시 남구 주월동,361000003720190026,35.1904816,126.8180462
300,300,운송,도도네 개집,062-676-1872,광주광역시 남구 월산동,361000003720190003,35.1288392,126.9144749
301,301,운송,설이네 펫택시,***********,광주광역시 북구 양산동,362000003720210001,36.802639,127.1206708
302,302,운송,멈무유치원,***********,광주광역시 북구 중흥동,362000003720200014,37.5744396,127.0212115
303,303,운송,베이비멍,062)268-2362,광주광역시 북구 연제동,362000003720180071,37.5184221,126.9053485
304,304,운송,펫어디가,***********,광주광역시 북구 연제동,362000003720180066,35.2024056,126.8702482
305,305,운송,개맑음,***********,광주광역시 북구 오치동,362000003720180028,35.1905932,126.9051956
306,306,운송,앙팡이네,***********,광주광역시 광산구 월계동,363000003720210026,,
307,307,운송,The 사랑해줄개,***********,광주광역시 광산구 우산동,363000003720210011,37.7491923,127.0341867
308,308,운송,위드펫,***********,광주광역시 광산구 산정동,363000003720200009,36.3861245,127.31797
309,309,운송,하늘이동,-,광주광역시 광산구 장덕동,363000003720190014,37.32123989999999,127.4134051
310,310,운송,펀앤독,062-953-7743,광주광역시 광산구 신가동,363000003720190011,35.1793293,126.8364254
311,311,운송,도그스쿨존,***********,광주광역시 광산구 우산동,363000003720180006,35.1594312,126.803001
312,312,운송,홈펫 택시,***********,대전광역시 중구 선화동,364000003720200012,,
313,313,운송,한국 전견국 연맹 2,***********,대전광역시 동구 가오동,364000003720200002,37.66399759999999,127.9784585
314,314,운송,펫월드,***********,대전광역시 동구 가오동,364000003720190022,39.1724791,-96.6021162
315,315,운송,전국야생생몰보호관리협회 대전지부,***********,대전광역시 동구 인동,364000003720190007,36.3259498,127.4203246
316,316,운송,펫레디,***********,대전광역시 동구 가오동,364000003720180004,18.4145961,78.42261119999999
317,317,운송,한국전견국연맹,***********,대전광역시 동구 가오동,364000003720180005,38.8985658,-77.04428419999999
318,318,운송,대전펫택시,***********,대전광역시 동구 낭월동,364000003720180002,36.2853718,127.4647376
319,319,운송,펫 레스규,***********,대전광역시 중구 중촌동,365000003720180049,37.5225281,127.0212452
320,320,운송,퍼펙트 마이펫,***********,대전광역시 서구 갈마동,366000003720210025,,
321,321,운송,리나펫택시,-,대전광역시 서구 내동,366000003720200016,38.8985658,-77.04428419999999
322,322,운송,태우러갈개(서구점),-,대전광역시 서구 관저동,366000003720200011,36.3545224,127.3836025
323,323,운송,태우러갈개,***********,대전광역시 서구 도마동,366000003720200009,,
324,324,운송,멍택시,***********,대전광역시 서구 갈마동,366000003720200008,37.518119,127.0206671
325,325,운송,대전 댕댕택시,***********,대전광역시 서구 변동,366000003720200002,36.3234946,127.3808831
326,326,운송,댕댕택시,***********,대전광역시 서구 변동,366000003720180068,36.3234946,127.3808831
327,327,운송,하얀강아지,042-534-9393,대전광역시 서구 갈마동,366000003720180044,36.9714777,127.9153894
328,328,운송,브리더독,***********,대전광역시 유성구 죽동,367000003720200028,36.3802441,127.3252938
329,329,운송,펫데이트,***********,대전광역시 유성구 전민동,367000003720180064,37.743393,127.0436377
330,330,운송,타요펫,***********,대전광역시 대덕구 오정동,368000003720200005,37.5348011,127.1413307
331,331,운송,댕댕이 유치원,***********,울산광역시 중구 옥교동,369000003720210009,33.5071848,126.536065
332,332,운송,개인공간,***********,울산광역시 중구 약사동,369000003720210004,37.59986809999999,127.0956868
333,333,운송,도그파우 애견카페,***********,울산광역시 중구 성안동,369000003720200018,35.5743598,129.3110529
334,334,운송,멍멍왕자 야옹공주,***********,울산광역시 중구 성남동,369000003720200011,,
335,335,운송,개편한 미용#,***********,울산광역시 중구 복산동,369000003720190026,37.5096293,126.6726899
336,336,운송,썸바디독스,0522113164,울산광역시 남구 삼산동,370000003720210019,37.7232646,126.7736091
337,337,운송,휴도기,***********,울산광역시 남구 신정동,370000003720210016,37.5095402,127.026774
338,338,운송,CAREMATE PET TAXI,***********,울산광역시 남구 삼산동,370000003720210004,44.9481267,-93.19456389999999
339,339,운송,개냥콜,***********,울산광역시 남구 무거동,370000003720200029,,
340,340,운송,카페미밍코,0529605966,울산광역시 남구 삼산동,370000003720200025,37.4247135,126.8841582
341,341,운송,졸리쇼,07047991136,울산광역시 남구 신정동,370000003720200017,41.5445138,-88.2004759
342,342,운송,MK CLUB,***********,울산광역시 남구 신정동,370000003720190025,29.5350771,-98.487034
343,343,운송,울산 퀵 서비스,052-257-9113,울산광역시 남구 신정동,370000003720180082,35.5510418,129.260725
344,344,운송,펫120,-,울산광역시 남구 달동,370000003720180005,35.5348814,129.3149246
345,345,운송,멍데이펫택시,***********,울산광역시 동구 동부동,371000003720210004,36.3234946,127.3808831
346,346,운송,DLDL,***********,울산광역시 동구 전하동,371000003720200007,39.0027771,-77.10445969999999
347,347,위탁관리 운송,댕즈,***********,울산광역시 북구 호계동,372000003720210004,33.1415085,77.2132106
348,348,위탁관리 운송,코코마또 플레이그라운드,***********,울산광역시 북구 무룡동,372000003720200005,35.608093,129.4366437
349,349,위탁관리 미용 운송,상희독스 아카데미,***********,울산광역시 북구 연암동,372000003720190015,35.5868026,129.3714576
350,350,위탁관리 운송,멍클린,***********,울산광역시 북구 산하동,372000003720190013,35.875618,128.6689563
351,351,운송,너와함께할개,052-716-9052,울산광역시 울주군 삼남읍 교동리,373000003720210004,35.5498137,129.1120364
352,352,운송,오브다해,***********,울산광역시 울주군 두동면 구미리,373000003720210001,,
353,353,운송,레스트펫,0522380033,울산광역시 울주군 서생면 위양리,373000003720200022,35.3529816,129.3031672
354,354,운송,CAFE THE DOG,***********,울산광역시 울주군 범서읍 구영리,373000003720200015,36.054136,-94.1248213
355,355,운송,도기하우스,***********,울산광역시 울주군 두동면 월평리,373000003720200008,37.5921095,126.9455437
356,356,운송,야후독,***********,울산광역시 울주군 온양읍 남창리,373000003720200006,35.4123535,129.2806809
357,357,운송,필애견훈련학교(특수목적견교육센터),052-239-9424,울산광역시 울주군 서생면 명산리,373000003720180037,,
358,358,운송,아리엘언니,031-222-0610,경기도 수원시 권선구 곡반정동,374000003720210060,37.2392616,127.0303398
359,359,운송,펫사랑,***********,경기도 수원시 팔달구 우만동,374000003720210038,37.5006201,126.7031163
360,360,운송,펫 투게더,***********,경기도 수원시 장안구 송죽동,374000003720210036,37.4977158,126.9435012
361,361,운송,멍택시,***********,경기도 수원시 권선구 구운동,374000003720210028,37.518119,127.0206671
362,362,운송,반려동물 이동서비스,***********,경기도 수원시 권선구 호매실동,374000003720210009,37.495505,127.0375434
363,363,운송,김소연 펫택시,***********,경기도 수원시 팔달구 우만동,374000003720210006,,
364,364,운송,한성동물병원,031-232-5831,경기도 수원시 팔달구 우만동,374000003720200077,37.4782212,126.9318251
365,365,운송,칠보 펫택시,***********,경기도 수원시 권선구 당수동,374000003720200076,,
366,366,운송,에코독,031-206-7070,경기도 수원시 영통구 신동,374000003720200070,37.85960559999999,127.3439364
367,367,운송,인계독,***********,경기도 수원시 팔달구 인계동,374000003720190032,37.2649588,127.0346408
368,368,운송,펫 친구,1877-6580,경기도 수원시 팔달구 인계동,374000003720180119,37.2666451,127.0302729
369,369,운송,고잉펫(Going-pet),***********,경기도 수원시 영통구 영통동,374000003720180053,,
370,370,운송,멍투게더,***********,경기도 성남시 중원구 중앙동,378000003720210014,,
371,371,운송,강냥이의 집사,***********,경기도 성남시 수정구 수진동,378000003720200050,,
372,372,운송,GOM 펫택시,-,경기도 성남시 분당구 정자동,378000003720200048,35.2059413,129.0756587
373,373,운송,도그365,031-701-3650,경기도 성남시 분당구 서현동,378000003720200038,37.38376,127.1366895
374,374,운송,㈜미키펫코리아,031-605-9788,경기도 성남시 분당구 수내동,378000003720190091,37.3766474,127.113131
375,375,운송,더독,***********,경기도 성남시 분당구 석운동,378000003720190022,43.0277594,-89.6478253
376,376,운송,고양이를 부탁해,***********,경기도 성남시 분당구 야탑동,378000003720180130,37.5985151,127.0676089
377,377,운송,(주)위드독,***********,경기도 의정부시 민락동,382000003720210017,37.3513928,126.7418342
378,378,운송,독플래닛,***********,경기도 의정부시 가능동,382000003720210009,37.7548339,127.0173384
379,379,운송,DOGGY BUS,***********,경기도 의정부시 의정부동,382000003720200021,45.37633160000001,-122.6325592
380,380,운송,김수현 펫택시,***********,경기도 의정부시 금오동,382000003720200022,,
381,381,운송,반려동물이동서비스,***********,경기도 의정부시 가능동,382000003720190038,37.495505,127.0375434
382,382,운송,펫투펫,***********,경기도 의정부시 신곡동,382000003720180127,37.729762,127.0576928
383,383,운송,몽e 펫택시,***********,경기도 안양시 동안구 관양동,383000003720210004,36.3234946,127.3808831
384,384,운송,반려동물 이동 서비스 펫미업,-,경기도 안양시 동안구 호계동,383000003720200013,,
385,385,운송,펫미업 안양점,-,경기도 안양시 동안구 비산동,383000003720190027,37.404548,126.9634511
386,386,운송,드라이빙펫 안심하개,***********,경기도 안양시 동안구 관양동,383000003720180112,37.4063446,126.9637505
387,387,운송,펫택시 써니호,-,경기도 안양시 만안구 석수동,383000003720180037,37.4110088,126.910561
388,388,운송,펫이즈,***********,경기도 부천시 중동,386000003720210024,37.5355914,127.2028813
389,389,운송,모두의 댕댕,-,경기도 부천시 고강동,386000003720200034,,
390,390,운송,펫택시,***********,경기도 부천시 소사본동,386000003720200028,37.6636836,126.7645491
391,391,운송,(주)펫잇,070-4130-9680,경기도 부천시 원미동,386000003720200012,37.7418432,128.9833
392,392,운송,라봉 펫택시,***********,경기도 부천시 작동,386000003720200004,,
393,393,운송,빵망이 펫택시,***********,경기도 부천시 상동,386000003720200003,36.3234946,127.3808831
394,394,운송,반려동물 이동서비스,***********,경기도 부천시 중동,386000003720190068,37.495505,127.0375434
395,395,운송,잇츠브루노,***********,경기도 부천시 상동,386000003720190038,,
396,396,운송,쓰담케어,***********,경기도 부천시 중동,386000003720190028,37.2712116,127.1074665
397,397,운송,부루펫,***********,경기도 부천시 송내동,386000003720180149,35.1738394,129.1723226
398,398,운송,반려동물 이동서비스,***********,경기도 부천시 오정동,386000003720180144,37.495505,127.0375434
399,399,운송,몽자네,-,경기도 부천시 원종동,386000003720180047,37.50316979999999,127.0234988
400,400,위탁관리 운송,롯데아울렛 광명지점(카페 미밍코),02-6226-2790,경기도 광명시 일직동,390000003720200006,37.4247135,126.8841582
401,401,운송,독카펫택시,***********,경기도 광명시 광명동,390000003720200004,36.3234946,127.3808831
402,402,위탁관리 운송,체크인독,***********,경기도 광명시 소하동,390000003720190005,,
403,403,운송,(주)올크린,02-807-7890,경기도 광명시 일직동,390000003720190004,37.4188644,126.8885265
404,404,운송,화니케어,***********,경기도 광명시 소하동,390000003720180001,37.4517316,126.8873303
405,405,운송,똥강아지 미장원,***********,경기도 평택시 안중읍 안중리,391000003720210018,35.4854032,129.4225103
406,406,운송,라이프,***********,경기도 평택시 포승읍 원정리,391000003720210011,36.3575691,-94.1891491
407,407,운송,댕댕구루마,***********,경기도 평택시 장안동,391000003720210012,,
408,408,운송,우리 펫 택시(woori pet taxi),***********,경기도 평택시 서정동,391000003720210004,,
409,409,운송,우리집 강아지,***********,경기도 평택시 신장동,391000003720200053,37.5474953,127.0549957
410,410,운송,멍이요,***********,경기도 평택시 비전동,391000003720200032,,
411,411,운송,라프네 애견미용실,***********,경기도 평택시 고덕면 두릉리,391000003720190058,40.8401516,-73.9808348
412,412,운송,쁨 쁨,***********,경기도 평택시 서정동,391000003720190053,37.5043161,127.0250435
413,413,운송,더 퍼스트 클래스 펫,***********,경기도 평택시 팽성읍 대사리,391000003720180054,37.5278465,126.8457795
414,414,운송,김 셔틀,***********,경기도 평택시 고덕면 당현리,391000003720180017,,
415,415,운송,위드독,***********,경기도 안산시 상록구 성포동,393000003720210023,40.3471777,-111.2946195
416,416,운송,멍멍아 준비땅,***********,경기도 안산시 단원구 고잔동,393000003720210018,,
417,417,위탁관리 미용 운송,우리똥강아지,***********,경기도 안산시 단원구 초지동,393000003720210010,37.6396511,126.7899683
418,418,운송,러브독펫살롱,***********,경기도 안산시 단원구 선부동,393000003720210002,37.3371455,126.8118811
419,419,운송,헤르펫츠,***********,경기도 안산시 단원구 초지동,393000003720190035,37.5335556,126.8687051
420,420,운송,댕댕이버스,***********,경기도 안산시 단원구 선부동,393000003720190034,37.33675119999999,126.8135581
421,421,운송,무지개다리,***********,경기도 안산시 상록구 월피동,393000003720190033,34.9359169,127.7132984
422,422,운송,스핑크스몽,***********,경기도 안산시 상록구 이동,393000003720190007,,
423,423,미용 운송,샤워하개,***********,경기도 안산시 단원구 고잔동,393000003720190002,37.2933531,126.8618807
424,424,운송,펫친구,-,경기도 안산시 상록구 사동,393000003720180046,37.2666451,127.0302729
425,425,운송,멍Mother,***********,경기도 안산시 상록구 사동,393000003720180014,37.9543378,128.772911
426,426,운송,펫택시 타요펫 일산점,***********,경기도 고양시 일산동구 정발산동,396010003720210014,37.6636836,126.7645491
427,427,운송,펫택시 이수지,***********,경기도 고양시 덕양구 행신동,395000003720210020,33.9743384,-84.1604097
428,428,운송,댕댕이 타요,***********,경기도 고양시 일산서구 탄현동,410010003720210008,37.5226084,126.8396756
429,429,운송,독스하트,02-371-2313,경기도 고양시 덕양구 삼송동,395000003720210010,37.6168513,127.138155
430,430,운송,황요한 펫택시,***********,경기도 고양시 일산동구 정발산동,396010003720210003,36.3234946,127.3808831
431,431,운송,위드온,***********,경기도 고양시 일산서구 덕이동,394000003720200106,38.5874799,-90.4934318
432,432,운송,(주)하울팟케어클럽,031-908-8999,경기도 고양시 일산동구 마두동,394000003720200088,37.4931134,127.0178692
433,433,운송,텐시퍼피,031-922-1098,경기도 고양시 일산서구 덕이동,394000003720200074,37.6966259,126.7564734
434,434,운송,(주)엑스포라인,02-2667-0112,경기도 고양시 일산동구 장항동,394000003720200052,37.6541637,126.7727511
435,435,운송,(주)펫에어라인,02-2667-0112,경기도 고양시 일산동구 장항동,394000003720200053,37.655242,126.772293
436,436,운송,반려동물 이동서비스,***********,경기도 고양시 일산동구 장항동,394000003720190107,37.495505,127.0375434
437,437,운송,이삭애견스쿨,0319616450,경기도 고양시 일산서구 대화동,394000003720190104,37.6641787,126.7541715
438,438,운송,어서오시개,***********,경기도 고양시 일산서구 탄현동,394000003720190097,37.5957301,127.022398
439,439,운송,아이엠어 굿독,031-908-8999,경기도 고양시 일산동구 마두동,394000003720190090,37.6646298,126.786378
440,440,운송,MANS PET(맨즈펫),***********,경기도 고양시 덕양구 삼송동,394000003720190016,38.808758,-94.512092
441,441,운송,개와 고양이의 시간,-,경기도 고양시 일산동구 풍동,394000003720190011,37.66726999999999,126.8007572
442,442,운송,펫택시 전재우,***********,경기도 고양시 일산동구 장항동,394000003720190007,,
443,443,운송,My Cat(마이캣),031-965-5533,경기도 고양시 덕양구 성사동,394000003720180157,37.51030799999999,127.053391
444,444,운송,Paw&Me(포앤미),031-911-0229,경기도 고양시 일산동구 정발산동,394000003720180136,37.669921,126.7746644
445,445,운송,펫 브라더스,1877-0885,경기도 고양시 일산동구 중산동,394000003720180115,37.6636836,126.7645491
446,446,운송,일산펫,***********,경기도 고양시 일산동구 풍동,394000003720180086,37.65766,126.7707768
447,447,운송,보배펫,***********,경기도 고양시 덕양구 벽제동,394000003720180082,37.6142259,126.7255681
448,448,운송,경기화물,***********,경기도 고양시 덕양구 화정동,394000003720180056,37.4155227,126.8582949
449,449,운송,독스하트 구리,031-551-5353,경기도 구리시 인창동,398000003720210010,37.6168513,127.138155
450,450,위탁관리 운송,독스하트 구리,031-551-5353,경기도 구리시 인창동,398000003720190009,37.6168513,127.138155
451,451,운송,Paxi(팩시),1899-3379,경기도 구리시 갈매동,398000003720180043,,
452,452,운송,멍멍이와 야옹이,***********,경기도 남양주시 화도읍 묵현리,399000003720210007,37.2150191,127.0387904
453,453,운송,베이비독강아지,***********,경기도 남양주시 화도읍 마석우리,399000003720210010,33.9743384,-84.1604097
454,454,운송,멍블랑,***********,경기도 남양주시 화도읍 묵현리,399000003720200061,37.5476462,126.8642269
455,455,위탁관리 미용 운송,나라라펫,***********,경기도 남양주시 화도읍 월산리,399000003720200059,37.661272,126.7672821
456,456,운송,펫브리지 주식회사,***********,경기도 남양주시 평내동,399000003720190049,35.8350947,128.7247982
457,457,운송,탑펫,***********,경기도 남양주시 오남읍 오남리,399000003720180113,37.6817986,127.2088174
458,458,운송,멍멍택시1,0315216218,경기도 남양주시 삼패동,399000003720180070,,
459,459,운송,멍멍택시,0315216218,경기도 남양주시 삼패동,399000003720180071,37.6636836,126.7645491
460,460,운송,멍멍택시2,***********,경기도 남양주시 진접읍 내각리,399000003720180068,,
461,461,운송,캣스테이,***********,경기도 남양주시 다산동,399000003720180052,37.5021861,126.8642268
462,462,운송,페릿,***********,경기도 남양주시 오남읍 오남리,399000003720180017,45.7158727,-107.687977
463,463,운송,멍이요 오산점,***********,경기도 오산시 원동,400000003720200019,37.1434201,127.0740871
464,464,운송,스마일도그,***********,경기도 오산시 갈곶동,400000003720200012,36.9805669,127.9457903
465,465,운송,애견택시,***********,경기도 오산시 궐동,400000003720200001,32.8944061,-96.903222
466,466,운송,조정훈 펫택시,***********,경기도 오산시 외삼미동,400000003720190004,37.4893223,126.8789743
467,467,운송,오늘은그루밍 펫택시,-,경기도 시흥시 죽율동,401000003720210015,36.3234946,127.3808831
468,468,운송,(주)위드독,***********,경기도 시흥시 정왕동,401000003720210006,37.3513928,126.7418342
469,469,운송,봉쥬르멍멍,***********,경기도 시흥시 은행동,401000003720210001,,
470,470,운송,모시개냥,***********,경기도 시흥시 신천동,401000003720200045,,
471,471,운송,펫이즈,-,경기도 시흥시 장곡동,401000003720200034,37.5355914,127.2028813
472,472,운송,김인철 펫택시,***********,경기도 시흥시 신천동,401000003720200002,,
473,473,운송,다타펫,***********,경기도 시흥시 능곡동,401000003720190034,37.3647962,126.8097639
474,474,운송,김해른 펫택시,***********,경기도 시흥시 정왕동,401000003720190025,35.2270211,128.8863186
475,475,운송,냥냥이 꿈마차(드림캣),***********,경기도 시흥시 정왕동,401000003720190015,,
476,476,운송,멍택시,***********,경기도 시흥시 장현동,401000003720180026,37.518119,127.0206671
477,477,운송,레드카펫,***********,경기도 시흥시 은행동,401000003720180011,39.6968472,-104.865583
478,478,운송,멍때리는강아지(산본점),07040427783,경기도 군포시 산본동,402000003720200005,37.3594144,126.9207863
479,479,운송,타요펫 강남점,***********,경기도 의왕시 학의동,403000003720210006,37.5348011,127.1413307
480,480,운송,멍타펫택시,***********,경기도 의왕시 내손동,403000003720200003,,
481,481,운송,반려동물 이동서비스,***********,경기도 의왕시 내손동,403000003720190007,37.495505,127.0375434
482,482,수입 전시 운송,퍼피앤유,***********,경기도 하남시 망월동,404000003720210027,37.1368937,127.0729365
483,483,위탁관리 미용 운송,BADUGI,***********,경기도 하남시 감일동,404000003720210024,37.5616541,127.0838984
484,484,판매 위탁관리 운송,댕토피아,***********,경기도 하남시 신장동,404000003720210004,36.352856,127.3788255
485,485,운송,나무애견유치원,031-793-0031,경기도 하남시 덕풍동,404000003720200022,37.5431091,127.1989443
486,486,운송,쓰담쓰담,***********,경기도 하남시 망월동,404000003720190027,35.8763771,128.6292177
487,487,운송,펫 헤이븐,***********,경기도 하남시 신장동,404000003720190025,37.5427216,127.2147695
488,488,운송,루트 231,1577-9291,경기도 하남시 신장동,404000003720190020,,
489,489,운송,뻬로 애견샵,031-794-7124,경기도 하남시 덕풍동,404000003720190022,37.54054199999999,127.2022817
490,490,운송,별빛개냥,031-8027-0025,경기도 하남시 망월동,404000003720190010,37.5559345,127.1936687
491,491,운송,서은혜펫택시,-,경기도 하남시 덕풍동,404000003720180039,37.54054199999999,127.2022817
492,492,운송,엔조이펫택시,***********,경기도 용인시 기흥구 마북동,563000003720210020,,
493,493,운송,로얄펫(Royal Pet),***********,경기도 용인시 기흥구 구갈동,563000003720210006,33.9333391,-118.2051288
494,494,운송,독고카,***********,경기도 용인시 처인구 양지면 주북리,562000003720210001,,
495,495,운송,김혜연 펫택시,***********,경기도 용인시 수지구 상현동,564000003720210001,37.2738875,127.0727172
496,496,운송,학교종이 댕댕댕(24거3849),***********,충청남도 아산시 법곡동,562000003720200021,,
497,497,운송,멍타 펫택시 용인·분당점,***********,경기도 용인시 처인구 모현읍 동림리,562000003720200014,37.3766474,127.113131
498,498,운송,댕댕이타요(104수8169),***********,경기도 용인시 기흥구 영덕동,563000003720200023,,
499,499,운송,Animal Grab,031-265-3277,경기도 용인시 수지구 상현동,564000003720200013,36.12485590000001,-95.9408783
500,500,운송,타로몽,031-336-8502,경기도 용인시 처인구 고림동,562000003720190043,37.2362451,127.2169226
501,501,운송,에버똑독,031-320-8352,경기도 용인시 처인구 포곡읍 유운리,562000003720190025,37.48428370000001,127.0281895
502,502,운송,트립펫,***********,경기도 용인시 수지구 죽전동,564000003720190004,37.5023345,127.0430972
503,503,운송,금탑,***********,경기도 용인시 처인구 김량장동,562000003720190011,37.5164548,126.7820005
504,504,운송,펫미업,***********,경기도 용인시 처인구 김량장동,562000003720190006,,
505,505,운송,펫친구(48고4456),***********,경기도 용인시 기흥구 중동,563000003720180079,,
506,506,운송,루이 패밀리 펫택시(37부6594),***********,경기도 용인시 수지구 신봉동,564000003720180064,,
507,507,운송,개가사는그집,031-937-8222,경기도 파주시 목동동,406000003720210051,37.739204,127.5040605
508,508,운송,파주고양이미용실,***********,경기도 파주시 동패동,406000003720210028,37.7152195,126.7413627
509,509,운송,이노펫모빌리티,***********,경기도 파주시 와동동,406000003720210004,,
510,510,운송,진교성 펫택시,031-941-8833,경기도 파주시 금촌동,406000003720200059,37.7542157,126.7774321
511,511,운송,멍이요,-,경기도 파주시 동패동,406000003720200060,,
512,512,운송,핑크펫,-,경기도 파주시 조리읍 대원리,406000003720200041,37.4467148,129.1641838
513,513,운송,멍앤멍스,-,경기도 파주시 서패동,406000003720200011,37.7157573,126.6991609
514,514,운송,반려동물 이동서비스,-,경기도 파주시 상지석동,406000003720190049,37.495505,127.0375434
515,515,운송,COCOPET(코코펫),-,경기도 파주시 동패동,406000003720190048,37.6388915,127.0380921
516,516,운송,썸바디 독스,-,경기도 파주시 상지석동,406000003720190043,37.7232646,126.7736091
517,517,운송,펫택시,***********,경기도 파주시 목동동,406000003720190030,37.6636836,126.7645491
518,518,운송,애니멀다타,***********,경기도 파주시 야당동,406000003720190029,37.5264257,126.8639152
519,519,운송,지켜줄개,-,경기도 파주시 금촌동,406000003720190028,37.7595244,126.768789
520,520,운송,W-Pet힐링테마파크,***********,경기도 파주시 탄현면 만우리,406000003720190010,,
521,521,운송,놀러오개,031-944-6520,경기도 파주시 야당동,406000003720180096,37.5426897,126.843902
522,522,운송,베베네 개스트하우스,***********,경기도 파주시 상지석동,406000003720180078,34.8960711,128.6899478
523,523,운송,펫브라더스,***********,경기도 파주시 조리읍 대원리,406000003720180024,37.6636836,126.7645491
524,524,운송,JI 커뮤니케이션,031-943-3132,경기도 파주시 산남동,406000003720180014,,
525,525,운송,펫이즈,***********,경기도 이천시 부발읍 무촌리,407000003720210002,37.5355914,127.2028813
526,526,운송,펫버스,***********,경기도 김포시 풍무동,409000003720210019,37.5559837,126.8978139
527,527,운송,머스캣 애견미용,031-981-4466,경기도 김포시 양촌읍 석모리,409000003720210015,,
528,528,운송,행복펫택시,***********,경기도 김포시 양촌읍 구래리,409000003720210004,36.3234946,127.3808831
529,529,운송,펫이즈,***********,경기도 김포시 북변동,409000003720200085,37.5355914,127.2028813
530,530,운송,퍼피앤유 김포점,***********,경기도 김포시 장기동,409000003720200069,37.6412564,126.6793343
531,531,운송,개랑 놀려고 차린 집,***********,경기도 김포시 양촌읍 석모리,409000003720200055,37.6355138,126.5487365
532,532,운송,왕희윤 펫택시,***********,경기도 김포시 장기동,409000003720190028,,
533,533,운송,(주)펫가,***********,경기도 김포시 고촌읍 전호리,409000003720190017,37.1968562,126.9915798
534,534,운송,천승우펫택시,***********,경기도 김포시 구래동,409000003720180088,37.6493578,126.625647
535,535,운송,장고하우스,***********,경기도 가평군 상면 임초리,416000003720200005,,
536,536,운송,알로하도그,***********,경기도 양평군 강상면 병산리,417000003720190040,38.7152015,-75.08716679999999
537,537,운송,멍블리하우스,033-264-0282,강원도 춘천시 석사동,418000003720210013,,
538,538,운송,초코칩클래스,***********,강원도 춘천시 우두동,418000003720210006,37.4718033,126.8969395
539,539,운송,개묘한 스토리,***********,강원도 춘천시 교동,418000003720200019,,
540,540,운송,눈맞춤반려동물교감,***********,강원도 춘천시 온의동,418000003720200007,,
541,541,운송,펫츠카,***********,강원도 춘천시 동내면 거두리,418000003720180030,37.8803451,127.7136092
542,542,운송,애견호텔 맥시,033-262-4003,강원도 춘천시 동내면 학곡리,418000003720180026,37.83305259999999,127.7642443
543,543,운송,펫츠월드,***********,강원도 춘천시 동면 장학리,418000003720180018,35.3161,129.1755366
544,544,운송,윤스펫,***********,강원도 원주시 단구동,419000003720210022,35.124385,129.1117197
545,545,운송,멍이요 원주점,***********,강원도 원주시 무실동,419000003720210017,37.3629193,127.9138207
546,546,운송,PET TERRY 펫 테리,033-765-7707,강원도 원주시 판부면 서곡리,419000003720210013,,
547,547,운송,멍이요 중부점,***********,강원도 원주시 단계동,419000003720210012,,
548,548,운송,주주(ZOO ZOO),***********,강원도 원주시 명륜동,419000003720210011,43.8206623,-79.1815077
549,549,운송,김구백이,***********,강원도 원주시 단계동,419000003720200026,,
550,550,운송,픽업펫,***********,강원도 원주시 학성동,419000003720200013,37.6636836,126.7645491
