,Unnamed: 0,관할구역,보호센터명,전화번호,보호센터주소,위도,경도
198,198,서울특별시 노원구,이n김동물병원,02-955-6530,서울특별시 도봉구 마들로 664 (도봉동) 2층,37.6693897,127.0464436
199,199,충청남도 공주시,이기영수의과병원,041-853-7575,충청남도 공주시 감영길 7 (반죽동),36.4528672,127.1220696
200,200,서울특별시 용산구,이상윤동물병원,02-792-5455,서울특별시 용산구 이촌동 300-23,37.5194202,126.9748273
201,201,서울특별시 용산구,이태원동물병원,02-794-4945,서울특별시 용산구 이태원동 531,37.5363658,126.9871919
202,202,전라북도 익산시,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,35.9365491,127.0024098
203,203,전라북도 남원시,인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,34.9462181,127.51413
204,204,강원도 인제군,인제군유기동물보호소,033-460-2473,강원도 인제군 인제읍 비봉로44번길 105,38.02392830000001,128.6401786
205,205,인천광역시 미추홀구,인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",37.5661963,126.7196302
206,206,인천광역시 연수구,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",37.5661963,126.7196302
207,207,인천광역시 옹진군,인천수의사회유기동물,032-515-7567,인천광역시 계양구 다남동 35-8,37.5661963,126.7196302
208,208,전라북도 임실군,임실유기동물보호센터,063-640-2516,전라북도 임실군 오수면 오수로 182 번지,35.9605092,126.8157793
209,209,전라남도 장성군,장성군동물보호센터,***********,전라남도 장성군 삼서면 대중길 29-27,35.2224503,126.8816669
210,210,전라남도 장흥군,장흥군 동물보호센터,061-860-6729,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소",35.2224503,126.8816669
211,211,전라북도 김제시,전북말산업복합센터,063-547-3549,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,35.8238477,126.9944108
212,212,경상북도 청송군,점곡보호소,***********,경상북도 청송군 현동면 청송로 3128-135 (현동면),,
213,213,강원도 정선군,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍),37.379347,128.6607054
214,214,전라북도 정읍시,정읍시 동물보호소,063-535-6295,전라북도 정읍시 2산단5길 37-1 (하북동),35.5914994,126.8737432
215,215,울산광역시 북구,정철동물병원,052-287-0348,울산광역시 북구 진장17길 11 (진장동) 정철동물병원,35.56187920000001,129.3552795
216,216,대구광역시 수성구,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동),38.7093321,-121.3143048
217,217,전라북도 장수군,제이준동물병원,***********,전라북도 장수군 장계면 한들로 76 제이준동물병원,,
218,218,제주특별자치도,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동),33.455449,126.5893339
219,219,제주특별자치도 제주시,제주동물보호센터,064-710-4067,제주특별자치도 제주시 첨단동길 184-14 (용강동),33.455449,126.5893339
220,220,제주특별자치도 서귀포시,제주동물보호센터,064-710-4067,제주특별자치도 제주시 첨단동길 184-14 (용강동),33.455449,126.5893339
221,221,제주특별자치도 제주시,제주애견학교,***********,제주특별자치도 제주시 삼의영길 72 (아라일동),33.4960579,126.5350955
222,222,충청북도 제천시,제천시 동물보호센터,043-647-0059,충청북도 제천시 금성면 적성로8길 51 (금성면),37.1527154,128.2298658
223,223,인천광역시 부평구,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 409 (산곡동),37.5039544,126.7118045
224,224,경상북도 문경시,종합가축병원,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,40.8495488,-73.969281
225,225,울산광역시 남구,주동물병원,052-268-8275,울산광역시 남구 돋질로 385-1 (삼산동),38.9976955,-92.3213952
226,226,전라남도 진도군,진도개메디컬센터,061-540-6327,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,34.4824496,126.2782551
227,227,경상남도 진주시,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",35.1790795,128.1026166
228,228,충청북도 진천군,진천군유기동물보호소,043-533-7212,"충청북도 진천군 진천읍 문화6안길 14-1 (진천읍, 진천지게차) 진천동물병원",36.8587251,127.4447429
229,229,경상남도 창원시 진해구,진해유기동물보호소,055-225-5481,"경상남도 창원시 진해구 웅천로 218 (성내동, 농업기술센터) 205번지",35.1141397,128.7542844
230,230,인천광역시 부평구,짱구네동물병원,032-511-5515,"인천광역시 부평구 평천로 356 (갈산동, 민상빌딩) 1층",37.5176321,126.7316314
231,231,서울특별시 용산구,차오름동물병원,02-706-7975,서울특별시 용산구 산천동 93-1,37.5342324,126.9510943
232,232,경상남도 창녕군,창녕 유기동물보호소,***********,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,35.5445563,128.4922143
233,233,경상남도 창원시 의창성산구,창원유기동물보호소,055-225-5481,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",35.1194157,128.4682829
234,234,강원도 철원군,철원군,033-450-5394,"강원도 철원군 동송읍 장흥로 311 (동송읍, 철원군농업기술센타) 농업기술센터",38.146609,127.3132256
235,235,경상북도 청도군,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10 청도군 농업기술센터,35.6721248,128.5774399
236,236,충청남도 청양군,청양보호소,041-940-2972,충청남도 청양군 대치면 청산로 446-17 (대치면),36.4588326,126.8022116
237,237,전라북도 남원시,청원동물병원,063-633-3533,전라북도 남원시 죽항동 278번지,35.4089054,127.3867404
238,238,충청남도 태안군,최동물병원,041-672-0346,충청남도 태안군 태안읍 남문리 504-6,33.8915491,-117.9458094
239,239,충청북도 보은군,최상오동물병원,043-543-0753,충청북도 보은군 보은읍 보은로 119-1 (보은읍),32.8465843,-96.94984600000001
240,240,충청북도 영동군,최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원)",34.0493821,-118.2438524
241,241,강원도 춘천시,춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,37.8823499,127.7331546
242,242,경상북도 칠곡군,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),35.9912207,128.9246649
243,243,서울특별시 영등포구,캥거루동물병원,02-2066-2579,서울특별시 구로구 오류로 55 (오류동),37.4897883,126.8397764
244,244,울산광역시 북구,쿨펫 홈플러스 북구점,052-286-3567,"울산광역시 북구 신답로 26 (상안동, 홈플러스) 쿨펫동물병원 홈플러스 북구점",35.62995069999999,129.344826
245,245,울산광역시 북구,쿨펫동물병원,052-288-7572,"울산광역시 북구 진장유통로 64 (진장동, 롯데마트) 4층 쿨펫동물병원",36.8264712,127.1406664
246,246,경상남도 합천군,태민동물병원,***********,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",35.568738,128.1566864
247,247,강원도 태백시,태백유기동물,***********,강원도 태백시 문의재로 5 (통동),37.162349,128.9851398
248,248,경기도 파주시,파주24시동물병원,031-944-5575,경기도 파주시 교하로 87 (목동동) 삼성프라자 201,37.710941,126.745787
249,249,대구광역시 수성구,펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,34.0493821,-118.2438524
250,250,서울특별시 용산구,펫토이동물병원,02-795-2184,서울특별시 용산구 한남동 653-26,40.7608494,-73.8016876
251,251,경기도 성남시,펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합)",40.7608494,-73.8016876
252,252,강원도 평창군,평창군유기동물보호소,***********,강원도 평창군 진부면 청송로 61,37.6988702,128.8293682
253,253,경기도 평택시,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면),37.1307964,127.0555295
254,254,대구광역시 달성군,포산동물병원,053-616-2478,대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,35.6924258,128.4417881
255,255,전라북도 남원시,하나동물병원,063-634-7582,전라북도 남원시 왕정동 67,49.2492797,-122.8624465
256,256,경기도 하남시,하남동물병원,031-793-7802,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,37.5371424,127.2040914
257,257,경상남도 하동군,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,35.0672108,127.7512687
258,258,부산광역시 영도구,하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),35.9567214,126.971962
259,259,전라남도 함평군,학교동물임시보호센터,***********,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1,,
260,260,서울특별시 종로구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
261,261,서울특별시 중구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
262,262,서울특별시 성동구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
263,263,서울특별시 광진구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
264,264,서울특별시 동대문구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,37.870134,126.98335
265,265,서울특별시 중랑구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,37.870134,126.98335
266,266,서울특별시 성북구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
267,267,서울특별시 강북구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,37.870134,126.98335
268,268,서울특별시 도봉구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,37.870134,126.98335
269,269,서울특별시 노원구,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
270,270,서울특별시 은평구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48,37.870134,126.98335
271,271,서울특별시 서대문구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
272,272,서울특별시 강서구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,37.870134,126.98335
273,273,서울특별시 구로구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,37.870134,126.98335
274,274,서울특별시 금천구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
275,275,서울특별시 영등포구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,37.870134,126.98335
276,276,서울특별시 서초구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
277,277,서울특별시 강남구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,37.870134,126.98335
278,278,서울특별시 송파구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
279,279,서울특별시 강동구,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (사)한국동물구조관리협회,37.870134,126.98335
280,280,경기도 동두천시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,37.870134,126.98335
281,281,경기도 김포시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
282,282,경기도 연천군,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,37.870134,126.98335
283,283,경기도 양주시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),37.870134,126.98335
284,284,경기도 포천시,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,37.870134,126.98335
285,285,경기도 안양시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동),37.340129,126.8700489
286,286,경기도 광명시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,37.340129,126.8700489
287,287,경기도 안산시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,37.340129,126.8700489
288,288,경기도 과천시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) (사)한국야생동물보호협회,37.340129,126.8700489
289,289,경기도 군포시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동),37.340129,126.8700489
290,290,경기도 의왕시,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동),37.340129,126.8700489
291,291,서울특별시 용산구,한남동물병원,02-793-9230,서울특별시 용산구 한남동 642-4,37.5323764,127.0052674
292,292,서울특별시 영등포구,한샘동물병원,02-2681-7585,"서울특별시 구로구 경인로 350 (개봉동, 비동) 105호",37.4964388,126.8590964
293,293,경상남도 함양군,함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",35.50874110000001,127.7297869
294,294,전라남도 해남군,해남군임시동물보호소,061-531-3914,전라남도 해남군 해남읍 부흥길 59-70,35.2224503,126.8816669
295,295,경기도 파주시,행복한동물병원,031-957-0075,"경기도 파주시 중앙로 241 (금촌동, 한샘파주키친프라자) 행복한동물병원",37.2246718,-95.73800419999999
296,296,전라북도 진안군,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 건산로 243 (인후동1가) 행복한동물병원,37.2246718,-95.73800419999999
297,297,대구광역시 수성구,허동물병원,053-752-7535,대구광역시 수성구 수성동2가 명덕로 421 (수성동2가) 허동물병원,34.0862889,-117.4350925
298,298,대구광역시 달성군,현풍동물병원,053-614-3570,대구광역시 달성군 유가읍 테크노공원로 51 (유가읍),35.6921219,128.4586417
299,299,서울특별시 마포구,홍익동물병원,02-325-2026,서울특별시 마포구 독막로 45 (합정동),37.548036,126.9183648
300,300,강원도 홍천군,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터)",37.489854,127.9885661
301,301,전라남도 화순군,화순군유기동물보호소,***********,전라남도 화순군 한천면 덕음로 115 (한천면),35.2224503,126.8816669
302,302,대구광역시 달성군,화원연합동물병원,053-634-7975,대구광역시 달성군 화원읍 사문진로 447 (화원읍) 화원읍 관할,35.8036965,128.4974581
303,303,강원도 화천군,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9 화천군농업기술센터,38.1144791,127.7027417
304,304,강원도 횡성군,횡성유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 (호저면),37.489854,127.9885661
