"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3230000","323000001320190012","20191209","","01","영업/정상","0000","정상","","","","","02-3400-0950","","","서울특별시 송파구 문정동 644번지 문정현대지식산업센터1-1 ","서울특별시 송파구 법원로11길 11 문정현대지식산업센터1-1 A동 410호 (문정동)","05836","(주)알에스피글로벌","20191209130245","I","2019-12-11 00:23:26.0","","210398              ","442553              ","동물용의료용구판매업","","","000",""
"3230000","323000001320190013","20191212","","01","영업/정상","0000","정상","","","","","02-471-0773","","","서울특별시 송파구 방이동 144-10번지 두레빌딩 ","서울특별시 송파구 위례성대로6길 40 두레빌딩 102호 (방이동)","05632","잠실의료기","20191212091907","I","2019-12-14 00:23:26.0","","210227.044813177    ","445537.010145723    ","동물용의료용구판매업","","","000",""
"3230000","323000001320190011","20191001","","01","영업/정상","0000","정상","","","","","02-2240-5259","","","서울특별시 송파구 잠실동 250-8번지 유니메드빌딩 ","서울특별시 송파구 삼전로 69 유니메드빌딩 5층 (잠실동)","05567","유니메드제약(주)","20191001132058","I","2019-10-03 02:22:41.0","","207734.58283021     ","444762.720149972    ","동물용의료용구판매업","","","000",""
"3230000","323000001320190008","20190823","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 문정동 642-3번지 문정에스케이브이원지엘메트로시티 ","서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 (문정동)","05854","상정상사(주)","20190823173537","I","2019-08-25 02:22:10.0","","","","동물용의료용구판매업","","","000",""
"3230000","323000001320190009","20190918","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 가락동 79-5번지 밀리아나2차오피스텔 ","서울특별시 송파구 송파대로28길 24 밀리아나2차오피스텔 408호 (가락동)","05718","주식회사 경쓰","20191209112616","U","2019-12-11 02:40:00.0","","210863.691123684    ","445473.005139359    ","동물용의료용구판매업","","","000",""
"3230000","323000001320190010","20190918","","01","영업/정상","0000","정상","","","","","02-555-0444","","","서울특별시 송파구 방이동 193-17번지 광진빌딩 ","서울특별시 송파구 양재대로71길 30-1 광진빌딩 201호 (방이동)","05637","엠케이(MK)물류","20190918180222","I","2019-09-20 02:22:31.0","","210863.691123684    ","445473.005139359    ","동물용의료용구판매업","","","000",""
"3230000","323000001320190007","20190527","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 풍납동 142-42번지 101호","서울특별시 송파구 바람드리16길 5 (풍납동)","05518","제이페이버","20190527164144","I","2019-05-29 02:20:57.0","","210499.134043032    ","448332.458688085    ","동물용의료용구판매업","","","000",""
"3230000","323000001320190006","20190422","","01","영업/정상","0000","정상","","","","","02-485-2727","","","서울특별시 송파구 오금동 5-5번지 혜암빌딩 ","서울특별시 송파구 중대로 317-10 혜암빌딩 (오금동)","05654","워크앤런","20190422111415","I","2019-04-24 02:20:29.0","","211687.683744262    ","445186.083801679    ","동물용의료용구판매업","","","000",""
"3230000","323000001320190005","20190315","","01","영업/정상","0000","정상","","","","","02-466-2526","","","서울특별시 송파구 삼전동 28-22번지 두레빌딩 ","서울특별시 송파구 백제고분로 202 두레빌딩 1층 101호 (삼전동)","05581","애견용품할인매장 도그버디 삼전점","20190320100029","U","2019-03-22 02:40:00.0","","207801.420107817    ","444625.035727762    ","동물용의료용구판매업","","","L00",""
"3230000","323000001320190001","20190314","","01","영업/정상","0000","정상","","","","","02-3432-0909","","","서울특별시 송파구 잠실동 210-47번지 ","서울특별시 송파구 석촌호수로12길 1-18 1층 (잠실동)","05564","애완용품할인매장 도그버디-잠실점","20190320093501","U","2019-03-22 02:40:00.0","","207552.96722862     ","445137.378559191    ","동물용의료용구판매업","","","L00",""
"3230000","323000001320190002","20190314","","01","영업/정상","0000","정상","","","","","02-466-2526","","","서울특별시 송파구 삼전동 28-22번지 두레빌딩 ","서울특별시 송파구 백제고분로 202 두레빌딩 1층 101호 (삼전동)","05581","애완용품할인매장 도그버디-삼전점","20190320094233","U","2019-03-22 02:40:00.0","","207801.420107817    ","444625.035727762    ","동물용의료용구판매업","","","L00",""
"3230000","323000001320190003","20190314","","01","영업/정상","0000","정상","","","","","02-408-8684","","","서울특별시 송파구 방이동 123번지 ","서울특별시 송파구 백제고분로48길 40 (방이동)","05643","애완용품할인매장 도그버디-방이점","20190314134529","I","2019-03-16 02:21:52.0","","210295.726837349    ","445339.871097084    ","동물용의료용구판매업","","","L00",""
"3230000","323000001320190004","20190314","","01","영업/정상","0000","정상","","","","","02-408-8684","","","서울특별시 송파구 방이동 123번지 ","서울특별시 송파구 백제고분로48길 40 (방이동)","05643","애완용품할인매장 도그버디-방이점","20190314134538","I","2019-03-16 02:21:52.0","","210295.726837349    ","445339.871097084    ","동물용의료용구판매업","","","000",""
"3160000","316000001320210004","20210121","","01","영업/정상","0000","정상","","","","","028320310","0","","서울특별시 구로구 고척동 172-35 리케이빌딩","서울특별시 구로구 경서로 81 리케이빌딩 (고척동)","08228","(주)리케이","20210121170456","I","2020-11-30 22:03:00.0","","187610.051722457","444664.801825366","","","","",""
"3230000","323000001319980001","19980114","","01","영업/정상","0000","정상","","","","","420-9983","0","","","서울특별시 송파구 오금로 523 339동 28층 1호 (거여동 트리지움)","05768","(주)서광라보텍","20150731132719","I","2018-08-31 23:59:59.0","","212923.58984334     ","443444.653125726    ","동물용의료용구판매업","","","000",""
"3230000","323000001320180003","20180629","","01","영업/정상","0000","정상","","","","","02-400-9961","","","서울특별시 송파구 마천동 40-9번지 대우빌딩 3층 ","서울특별시 송파구 거마로 89 대우빌딩 3층 (마천동)","05734","주식회사 헬로","20180629092306","I","2018-08-31 23:59:59.0","","212978.137709539    ","444300.917646975    ","동물용의료용구판매업","","","L00",""
"3230000","323000001320180001","20180604","","01","영업/정상","0000","정상","","","","","02-400-0500","54.97","","서울특별시 송파구 장지동 894번지 위례아이파크 1층 상가-3동 C-113호","서울특별시 송파구 위례광장로 136 상가-3동 1층 C-113호 (장지동 위례아이파크)","05852","기프트 펫","20180604092521","I","2018-08-31 23:59:59.0","","212469              ","441602              ","동물용의료용구판매업","","","000",""
"3230000","323000001320040001","20040219","","01","영업/정상","0000","정상","","","","","424-6516","0","","","서울특별시 송파구 가락로 41 403호 (석촌동 우암빌딩)","05691","세진교역","20150731131210","I","2018-08-31 23:59:59.0","","208852.416104238    ","444117.977127278    ","동물용의료용구판매업","","","000",""
"3230000","323000001320110001","20110105","","01","영업/정상","0000","정상","","","","","0221576667","45.36","","서울특별시 송파구 문정동 634번지 ","서울특별시 송파구 충민로 66 에프-80098010호 (문정동 가든파이브라이프)","05838","주식회사 명인메디텍","20170508172801","I","2018-08-31 23:59:59.0","","210986.460698452    ","441725.293491662    ","동물용의료용구판매업","","","L00",""
"3230000","323000001320010001","20010814","","01","영업/정상","0000","정상","","","","","421-6120","0","","서울특별시 송파구 삼전동 116-16번지 3층 ","서울특별시 송파구 백제고분로31길 19 (삼전동3층)","","(주)동광메디텍","20150731133040","I","2018-08-31 23:59:59.0","","208366.297102118    ","444687.690015661    ","동물용의료용구판매업","","","000",""
"3230000","323000001320130001","20130110","","01","영업/정상","0000","정상","","","","","02-451-7575","","","","서울특별시 송파구 충민로 66 T7141호 (문정동 가든파이브라이프테크노관)","05838","(주)바이오라이트","20150731132321","I","2018-08-31 23:59:59.0","","211053.11951800000  ","442026.98878300000  ","동물용의료용구판매업","","","L00",""
"3230000","323000001320130002","20130225","","01","영업/정상","0000","정상","","","","","418-3632","56.19","","","서울특별시 송파구 풍성로5길 6 2층 1호 (풍납동)","05523","대한의료인메디컬지원센터","20150731131315","I","2018-08-31 23:59:59.0","","210120.508452892    ","448116.949621187    ","동물용의료용구판매업","","","000",""
"3230000","323000001320130003","20130404","","01","영업/정상","0000","정상","","","","","2157-6667","","","","서울특별시 송파구 충민로 66 T동 8층 8020호 (문정동 가든파이브라이프테크노관)","05838","씨앤지","20150731131839","I","2018-08-31 23:59:59.0","","211053.11951800000  ","442026.98878300000  ","동물용의료용구판매업","","","000",""
"3220000","322000001320210012","20210906","","01","영업/정상","0000","정상","","","","","070-4652-5396","","","서울특별시 강남구 역삼동 ***-** 역삼하이츠빌딩","서울특별시 강남구 테헤란로 *** 역삼하이츠빌딩 지하*층 (역삼동)","06132","주식회사 어바웃펫","20210906094015","I","2020-12-09 00:08:00.0","","203120.866692148","444313.008610517","","","","",""
"3230000","323000001320150003","20151120","","01","영업/정상","0000","정상","","","","","02-532-5526","","","서울특별시 송파구 문정동 645번지 에이치비지니스파크 ","서울특별시 송파구 법원로11길 25 에이치비지니스파크 A동 지하층 122호 (문정동)","05836","히포사이언스","20190501105700","U","2019-05-03 02:40:00.0","","211053.11951800000  ","442026.98878300000  ","동물용의료용구판매업","","","000",""
"3230000","323000001320170002","20170227","","01","영업/정상","0000","정상","","","","","0234000203","22.64","","서울특별시 송파구 문정동 634번지 ","서울특별시 송파구 충민로 66 제지2층 FB2073호 (문정동 가든파이브라이프)","05838","주식회사 코리아젠","20170228135815","I","2018-08-31 23:59:59.0","","210986.460698452    ","441725.293491662    ","동물용의료용구판매업","","","L00",""
"3230000","323000001320180002","20180604","","01","영업/정상","0000","정상","","","","","02-2145-8000","","","서울특별시 송파구 신천동 7-18번지 롯데캐슬골드 6층 ","서울특별시 송파구 올림픽로 269 6층 (신천동 롯데캐슬골드)","05510","롯데쇼핑(주) 롯데마트사업본부","20180604171641","I","2018-08-31 23:59:59.0","","208836.192051204    ","445807.727388799    ","동물용의료용구판매업","","","L00",""
"3230000","323000001319970001","19970701","","03","폐업","0002","폐업","20100729","","","","4007396","0","","서울특별시 송파구 오금동 93번지 ","서울특별시 송파구 중대로40길 13 (오금동)","","(주)씨티씨바이오","20150731132453","I","2018-08-31 23:59:59.0","","211836.433773034    ","445043.295795265    ","동물용의료용구판매업","","","L00",""
"3230000","323000001319990001","19990510","","03","폐업","0002","폐업","20000401","","","","34318040","0","","서울특별시 송파구 송파동 47번지 지하1층 ","서울특별시 송파구 백제고분로43길 4 (송파동지하1층)","","한미메드라인상사","20150731132604","I","2018-08-31 23:59:59.0","","209666.35747793     ","445096.478822208    ","동물용의료용구판매업","","","000",""
"3230000","323000001320000001","20000603","","03","폐업","0002","폐업","20040528","","","","408-8422","0","","서울특별시 송파구 오금동 78-6번지 ","","","메디텍코리아","20150731132650","I","2018-08-31 23:59:59.0","","211873.187253419    ","444777.912881086    ","동물용의료용구판매업","","","000",""
"3230000","323000001320000002","20000616","","03","폐업","0002","폐업","20140617","","","","3431-8040","20","","서울특별시 송파구 송파동 97-22번지 ","서울특별시 송파구 가락로18길 10 (송파동)","","한미메드라인상사","20150731133001","I","2018-08-31 23:59:59.0","","209798.863492457    ","444385.07432858     ","동물용의료용구판매업","","","000",""
"3210000","321000001320200001","20200421","","01","영업/정상","0000","정상","","","","","","","","서울특별시 서초구 방배동 871-6번지 대경빌딩","서울특별시 서초구 서초대로15길 8-22 대경빌딩 3층 (방배동)","06571","작은형아 코퍼레이션","20200603161752","U","2019-12-06 00:05:00.0","","199156.18106379","442799.922975901","","","","",""
"3240000","324000001320160001","20161027","","01","영업/정상","0000","정상","","","","","0234318040","47","","서울특별시 강동구 둔촌동 617-4","서울특별시 강동구 동남로49길 46-17 (둔촌동)","05366","기가메디칼","20200625111232","U","2019-12-05 22:07:00.0","","212882.257399963","447729.841653015","","","","",""
"3230000","323000001320200001","20200519","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 문정동 634번지 가든파이브라이프","서울특별시 송파구 충민로 66 가든파이브라이프 T동 8089호 (문정동)","05838","(주)다우진유전자 연구소","20200605143812","U","2019-12-06 00:07:00.0","","210986.460698452","441725.293491662","","","","",""
"3210000","321000001320190004","20190515","","03","폐업","0002","폐업","20200605","","","","","","","서울특별시 서초구 서초동 1329-8번지 삼원빌딩","서울특별시 서초구 강남대로 341 삼원빌딩 8층 (서초동)","06626","STcare","20200605100555","U","2019-12-06 00:07:00.0","","202524.096001449","443449.99298641","","","","",""
"3210000","321000001320170002","20170906","","01","영업/정상","0000","정상","","","","","02-417-3002","","","서울특별시 서초구 반포동 739-32번지 제이디 빌딩","서울특별시 서초구 강남대로79길 32 제이디 빌딩 3층 (반포동)","06542","(주)펫닥","20200605101954","U","2019-12-06 00:07:00.0","","202398.383583498","442494.50016424","","","","",""
"3230000","323000001320050001","20050519","","03","폐업","0002","폐업","20051205","","","","420-2613","41.54","","서울특별시 송파구 석촌동 221번지 지상6층 ","서울특별시 송파구 가락로 2 (석촌동지상6층)","","마이크로메딕스","20051205132315","I","2018-08-31 23:59:59.0","","208506.869771742    ","443944.470666094    ","동물용의료용구판매업","","","000",""
"3230000","323000001320030001","20030729","","03","폐업","0002","폐업","20060525","","","","420-8133","0","","서울특별시 송파구 송파동 143-7  번지 ","","","(주)한국동물임상연구소","20060525145321","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","L00",""
"3230000","323000001320110002","20110830","","03","폐업","0002","폐업","20170117","","","","2265-2043","","","","서울특별시 송파구 충민로 10 2층 D44호 (문정동 가든파이브툴)","05840","대명광학","20170117175030","I","2018-08-31 23:59:59.0","","210535.08961600000  ","442137.57867400000  ","동물용의료용구판매업","","","000",""
"3230000","323000001320130004","20150619","","03","폐업","0002","폐업","20150619","","","","","","","","서울특별시 송파구 충민로 66 T8020호 (문정동 가든파이브라이프)","05838","로우템인터내셔널(주)","20150731133345","I","2018-08-31 23:59:59.0","","211053.11951800000  ","442026.98878300000  ","동물용의료용구판매업","","","L00",""
"3230000","323000001320130005","20131226","","03","폐업","0002","폐업","20171106","","","","024094608","","","","서울특별시 송파구 송이로36길 68 3층 (문정동 신안빌딩)","05809","피앤씨코리아","20171108165628","I","2018-08-31 23:59:59.0","","211124.253395479    ","442367.024660277    ","동물용의료용구판매업","","","000",""
"3230000","323000001320150002","20150811","","03","폐업","0002","폐업","20170315","","","","","20","","","서울특별시 송파구 올림픽로35길 77 3층 9호 (신천동 미성상가)","05509","신화사이언스","20170316090357","I","2018-08-31 23:59:59.0","","209393.076054654    ","446147.977949052    ","동물용의료용구판매업","","","000",""
"3230000","323000001320170001","20170118","","03","폐업","0002","폐업","20181106","","","","","23.34","","","서울특별시 송파구 충민로 10 2층 D44호 (문정동 가든파이브툴)","05840","디엠옵티칼","20181106151705","U","2018-11-08 02:36:02.0","","210535.08961600000  ","442137.57867400000  ","동물용의료용구판매업","","","000",""
"3100000","310000001320210003","20210907","","01","영업/정상","0000","정상","","","","","02-952-3051","","","서울특별시 노원구 상계동 ***-*** 상계역 ***- ***호","서울특별시 노원구 상계로 *** 상계역 ***-***호 (상계동)","01663","펫클럽 상계역사점","20210907141932","I","2020-12-09 00:09:00.0","","206427.388543145","462077.014141535","","","","",""
"3240000","324000001320190001","20190514","","01","영업/정상","0000","정상","","","","","02-418-3632","","","서울특별시 강동구 성내동 455-8번지 우창빌딩 ","서울특별시 강동구 성내로6길 34-24 우창빌딩 2층 202호 (성내동)","05398","대한의료인메디컬지원센터","20190514102220","I","2019-05-16 02:20:47.0","","210626.58631048     ","447414.913780837    ","동물용의료용구판매업","","","000",""
"3240000","324000001320080001","20080303","","01","영업/정상","0000","정상","","","","","2225-2344","0","","서울특별시 강동구 성내동 ","서울특별시 강동구 올림픽로48길 7 1층 (성내동 축협)","05398","주식회사 엔에이치농협무역","20170724103026","I","2018-08-31 23:59:59.0","","210613.801723814    ","447486.690482767    ","동물용의료용구판매업","","","L00",""
"3160000","316000001320210005","20210122","","01","영업/정상","0000","정상","","","","","","","","서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 607호","서울특별시 구로구 디지털로32길 30 코오롱디지털타워빌란트 607호 (구로동)","08390","더가가","20210122173946","I","2020-11-30 22:04:00.0","","190776.468544178","442370.143700207","","","","",""
"3160000","316000001320210006","20210122","","01","영업/정상","0000","정상","","","","","028320310","","","서울특별시 구로구 고척동 172-35 리케이빌딩","서울특별시 구로구 경서로 81 리케이빌딩 (고척동)","08228","(주)리케이","20210122174530","I","2020-11-30 22:04:00.0","","187610.051722457","444664.801825366","","","","",""
"3000000","300000001320040001","20040226","","01","영업/정상","0000","정상","","","","","2232-3514","40.2","","서울특별시 종로구 숭인동 1404번지 타임빌딩202호 ","","","(주)메드로코리아","20041213140035","I","2018-08-31 23:59:59.0","","201911.136750205    ","452395.946444233    ","동물용의료용구판매업","","","L00",""
"3000000","300000001320100001","20100624","","01","영업/정상","0000","정상","","","","","762-7611","0","","서울특별시 종로구 숭인동 178-142 3층 ","","","바다르산스(주)","20100624165340","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3000000","300000001320100002","20100727","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 종로구 종로5가 3-1번지 ","서울특별시 종로구 종로 255 (종로5가)","03126","태리메디칼","20120322175349","I","2018-08-31 23:59:59.0","","200473.025169433    ","452112.059771326    ","동물용의료용구판매업","","","000",""
"3000000","300000001320030001","20030904","","01","영업/정상","0000","정상","","","","","2273-8489","32.99","","서울특별시 종로구 종로3가 147번지 금천빌딩205 ","","","(주)영동싸이언스","20030904114218","I","2018-08-31 23:59:59.0","","199321.4036677      ","451985.646550196    ","동물용의료용구판매업","","","L00",""
"3220000","322000001320210001","20210122","","01","영업/정상","0000","정상","","","","","070-5096-0900","","","서울특별시 성동구 금호동*가 ***-** DECKS 빌딩","서울특별시 강남구 봉은사로**길 * DECKS 빌딩 *(법정*층)층 (삼성동)","06153","주식회사 펫프렌즈","20210824173216","U","2020-12-07 22:06:00.0","","204338.350359665","445452.852321464","","","","",""
"3000000","300000001319860001","19860702","","01","영업/정상","0000","정상","","","","","2274-4335~6","0","","서울특별시 종로구 장사동 57번지 2층2호 ","","","피씨상사","20030211104623","I","2018-08-31 23:59:59.0","","199330.08420518     ","451969.581791637    ","동물용의료용구판매업","","","000",""
"3000000","300000001319990001","19990406","","01","영업/정상","0000","정상","","","","","2273-0224","0","","서울특별시 종로구 종로3가 125-2번지 (3층) ","","","동경메디교역상사","20030211104709","I","2018-08-31 23:59:59.0","","199193.286476914    ","451975.769220458    ","동물용의료용구판매업","","","000",""
"3000000","300000001319970001","19970429","","03","폐업","0002","폐업","20100726","","","","","0","","서울특별시 종로구 묘동 188-1번지 ","서울특별시 종로구 돈화문로 37-1 (묘동)","03139","장우양행(주)","20120322180518","I","2018-08-31 23:59:59.0","","199186.340950558    ","452176.045068543    ","동물용의료용구판매업","","","L00",""
"3000000","300000001320030002","20031112","","03","폐업","0002","폐업","20051104","","","","","35.7","","서울특별시 종로구 장사동 116-3   번지 종로세운상가 라열307호 ","","","원에스피","20051104161058","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3000000","300000001320000001","20001002","","03","폐업","0002","폐업","20031107","","","","743-2240","0","","서울특별시 종로구 연지동 136-56  번지 한국기독교연합회관1309호 ","","","대명메디칼","20031107162716","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3000000","300000001320010001","20010821","","03","폐업","0002","폐업","20110825","","","","","0","","서울특별시 종로구 종로3가 163번지 ","","","대명의료기","20110825174646","I","2018-08-31 23:59:59.0","","199409.869494495    ","451996.572116316    ","동물용의료용구판매업","","","000",""
"3000000","300000001320010002","20010925","","03","폐업","0002","폐업","20100726","","","","","0","","서울특별시 종로구 묘동 188-1   번지 ","","","장우양행(주)","20100726170449","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3160000","316000001320210007","20210127","","01","영업/정상","0000","정상","","","","","","","","서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 607호","서울특별시 구로구 디지털로32길 30 코오롱디지털타워빌란트 607호 (구로동)","08390","우공마켓","20210127084608","I","2020-11-30 22:09:00.0","","190776.468544178","442370.143700207","","","","",""
"3010000","301000001320170001","20170213","","01","영업/정상","0000","정상","","","","","02-305-4206","801.28","","서울특별시 중구 서소문동 39-1번지 ","서울특별시 중구 서소문로11길 50 607호 (서소문동 신아빌딩)","04515","루가노메디컬","20170213174948","I","2018-08-31 23:59:59.0","","197556.202946679    ","451393.885452503    ","동물용의료용구판매업","","","L00",""
"3010000","301000001320170002","20170314","","01","영업/정상","0000","정상","","","","","02-2626-5782","5643","","서울특별시 중구 남대문로5가 541번지 ","서울특별시 중구 한강대로 416 5층 (남대문로5가 서울스퀘어)","04637","퀴아젠코리아 유한회사","20170615154345","I","2018-08-31 23:59:59.0","","197620.676444642    ","450361.506112161    ","동물용의료용구판매업","","","L00",""
"3010000","301000001320180001","20180305","","01","영업/정상","0000","정상","","","","","080-011-6000","","","서울특별시 중구 을지로2가 11번지 SK텔레콤빌딩 ","서울특별시 중구 을지로 65 SK텔레콤빌딩 (을지로2가)","04539","에스케이텔레콤(주)","20180305171338","I","2018-08-31 23:59:59.0","","198614.978577595    ","451577.838950867    ","동물용의료용구판매업","","","L00",""
"3100000","310000001320210002","20210907","","01","영업/정상","0000","정상","","","","","02-778-8053","34.95","","서울특별시 노원구 상계동 **** 하이베라스 ***호","서울특별시 노원구 동일로 **** ***호 (상계동 하이베라스)","01604","이안덴메드","20210907103145","I","2020-12-09 00:09:00.0","","204772.367380466","464080.593904719","","","","",""
"3010000","301000001320180003","20180618","","01","영업/정상","0000","정상","","","","","","","","서울특별시 중구 주교동 123-1번지 세진빌딩 ","서울특별시 중구 창경궁로 67 세진빌딩 3층 302호 (주교동)","04545","지유(GU)조명","20180618093747","I","2018-08-31 23:59:59.0","","199724.738367917    ","451784.175279872    ","동물용의료용구판매업","","","000",""
"3010000","301000001320150001","20150403","","01","영업/정상","0000","정상","","","","","02-305-4206","","","서울특별시 중구 서소문동 ","서울특별시 중구 서소문로11길 50 607호 (서소문동)","04515","주식회사 제타이미징","20150403095305","I","2018-08-31 23:59:59.0","","197556.202946679    ","451393.885452503    ","동물용의료용구판매업","","","000",""
"3010000","301000001320200001","20200420","","01","영업/정상","0000","정상","","","","","02-23011603","","","서울특별시 중구 산림동 207-2번지 대림상가 ","서울특별시 중구 을지로 157 대림상가 12층 53호 (산림동)","04545","가람전자","20200420170630","I","2020-04-22 00:23:38.0","","199526.416139264    ","451693.211256949    ","동물용의료용구판매업","","","000",""
"3010000","301000001320050001","20050317","","03","폐업","0002","폐업","20140526","","","","2236-5033","21.6","","서울특별시 중구 황학동 981번지 103호 ","","","영신메디칼","20140526161841","I","2018-08-31 23:59:59.0","","201919.794665322    ","451656.473360378    ","동물용의료용구판매업","","","000",""
"3010000","301000001320080001","20080717","","03","폐업","0002","폐업","20141224","","","","2236-5033","40","","서울특별시 중구 황학동 981번지 102호 ","","","조인스펫","20141224114302","I","2018-08-31 23:59:59.0","","201919.794665322    ","451656.473360378    ","동물용의료용구판매업","","","L00",""
"3010000","301000001320100001","20100928","","03","폐업","0002","폐업","20141208","","","","","0","","서울특별시 중구 주교동 19-3번지 방산상가 A동 3층 97 ","","","진 메디컬","20141208175158","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3010000","301000001320120001","20120906","","03","폐업","0002","폐업","20140421","","","","02-2275-2883","","","서울특별시 중구 주교동 279-1번지 2층 ","서울특별시 중구 을지로27길 32-4 2층 1호 (주교동)","04546","하이플러스","20140422163154","I","2018-08-31 23:59:59.0","","199867.410600358    ","451772.327381582    ","동물용의료용구판매업","","","000",""
"3000000","300000001320200001","20200424","","01","영업/정상","0000","정상","","","","","02-741-1461","","","서울특별시 종로구 종로*가 **-*","서울특별시 종로구 종로 ***(종로*가)","03124","주식회사 통일의료기","20210923102644","U","2020-12-08 22:05:00.0","","200683.347665068","452121.204130185","","","","",""
"3010000","301000001320140001","20140603","","03","폐업","0002","폐업","20191115","","","","02-774-2875~6","","","서울특별시 중구 봉래동1가 132-6번지 일신빌딩 301호","서울특별시 중구 통일로 24 301호 (봉래동1가 일신빌딩)","04512","고운덴탈","20191115094226","U","2019-11-17 02:40:00.0","","197476.733641931    ","450632.159070388    ","동물용의료용구판매업","","","000",""
"3010000","301000001320120002","20121029","","04","취소/말소/만료/정지/중지","0004","말소","20160922","","","","02-2271-2526","","","서울특별시 중구 을지로3가 259-1번지 ","서울특별시 중구 을지로 148 (을지로3가)","04549","한국장애인문인복지후원회","20160922132635","I","2018-08-31 23:59:59.0","","199448.102922035    ","451548.668257947    ","동물용의료용구판매업","","","000",""
"3020000","302000001320190001","20190321","","01","영업/정상","0000","정상","","","","","02-777-4741","","","서울특별시 용산구 갈월동 15-3번지 1층 ","서울특별시 용산구 한강대로 312 1층 (갈월동)","04334","(주)삼신이앤비","20190321090633","I","2019-03-22 05:20:02.0","","197478.770349994    ","449308.544293884    ","동물용의료용구판매업","","","L00",""
"3020000","302000001320190002","20190329","","01","영업/정상","0000","정상","","","","","02-712-0989","","","서울특별시 용산구 한강로3가 16-9번지 전자랜드 본관 1층 C-112호 ","서울특별시 용산구 청파로 74 전자랜드 본관동 1층 C-112호 (한강로3가)","04372","(주)정호이엔피","20190329093041","I","2019-03-31 02:20:09.0","","196370.746398773    ","447841.698787531    ","동물용의료용구판매업","","","L00",""
"3020000","302000001320110001","20110825","","01","영업/정상","0000","정상","","","","","325-8058","39.03","","서울특별시 용산구 한강로1가 50-1번지 D동 701호","서울특별시 용산구 한강대로 205 D동 7층 701호 (한강로1가 용산파크자이)","04322","(주)레이케어","20190618171513","U","2019-06-20 02:40:00.0","","197514.145785647    ","448264.322314594    ","동물용의료용구판매업","","","L00",""
"3020000","302000001320140001","20140512","","01","영업/정상","0000","정상","","","","","02-2006-0620","","","서울특별시 용산구 한강로2가 191번지 ","서울특별시 용산구 한강대로 92 3층 (한강로2가)","04386","쥴릭파마코리아(주)","20140512093021","I","2018-08-31 23:59:59.0","","197099.381481836    ","447328.548832245    ","동물용의료용구판매업","","","000",""
"3020000","302000001320180001","20180413","","01","영업/정상","0000","정상","","","","","02-780-5594","","","서울특별시 용산구 후암동 252-7번지 ","서울특별시 용산구 후암로4길 7 지하1층 (후암동)","04331","주식회사 펫탑","20180413091202","I","2018-08-31 23:59:59.0","","198040.071703845    ","449396.636390221    ","동물용의료용구판매업","","","L00",""
"3020000","302000001320080002","20080812","","03","폐업","0002","폐업","20091118","","","","02-792-5177","0","","서울특별시 용산구 한강로3가 63-76번지 ","","","새싹","20091118152951","I","2018-08-31 23:59:59.0","","197104.392170273    ","447080.756030831    ","동물용의료용구판매업","","","000",""
"3020000","302000001320130001","20130912","","03","폐업","0002","폐업","20150210","","","","","","","서울특별시 용산구 원효로3가 53-5번지 ","서울특별시 용산구 원효로 138 (원효로3가)","04366","(주)우리엔","20150210165316","I","2018-08-31 23:59:59.0","","196288.764257138    ","447946.79077447     ","동물용의료용구판매업","","","L00",""
"3020000","302000001320080001","20080121","","03","폐업","0002","폐업","20080121","","","","","0","","서울특별시 용산구 한강로3가 40-604번지 ","서울특별시 용산구 한강대로 45 (한강로3가)","","케어사이드코리아","20080812103302","I","2018-08-31 23:59:59.0","","196715.727830381    ","447010.511469994    ","동물용의료용구판매업","","","000",""
"3020000","302000001320030001","20031014","","04","취소/말소/만료/정지/중지","0003","행정처분","","","","","749-2432","33","","서울특별시 용산구 한강로3가 40-369번지 ","서울특별시 용산구 한강대로7길 39 (한강로3가)","04380","엔터프라이즈","20150302131005","I","2018-08-31 23:59:59.0","","196487.500009396    ","446989.586315512    ","동물용의료용구판매업","","","000",""
