개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명
3070000,3.07E+17,20021015,,3,폐업,2,폐업,20161011,,,,02-916-5724,32.76,,서울특별시 성북구 하월곡동 222번지 두산위브아파트상가 117호 ,서울특별시 성북구 오패산로 46 (하월곡동 두산위브아파트상가 117호),2750,열린동물병원
3070000,3.07E+17,20020222,,3,폐업,2,폐업,20051020,,,,942-8486,0,,서울특별시 성북구 장위동 64-124번지 ,,,OK동물병원
3070000,3.07E+17,20091013,,3,폐업,2,폐업,20150105,,,,909-7575,0,,서울특별시 성북구 길음동 1282번지 길음뉴타운상가 2동110호 ,서울특별시 성북구 길음로 74 (길음동 길음뉴타운상가 2동110호),2724,옥완 동물병원
3070000,3.07E+17,20090710,,3,폐업,2,폐업,20100429,,,,3292-8275,0,,서울특별시 성북구 정릉동 162-26번지 ,서울특별시 성북구 정릉로27길 9 (정릉동),2718,정 동물병원
3080000,3.08E+17,20030407,,1,영업/정상,0,정상,,,,,998-1785,0,,서울특별시 강북구 수유동 266-20,서울특별시 강북구 한천로 1135(수유동),1039,대형동물병원
3070000,3.07E+17,20170919,,1,영업/정상,0,정상,,,,,02-927-7878,60,,서울특별시 성북구 동소문동6가 237번지 ,서울특별시 성북구 아리랑로 27 (동소문동6가),2830,로이동물병원
3070000,3.07E+17,20161212,,1,영업/정상,0,정상,,,,,912-6555,115,,서울특별시 성북구 하월곡동 62-4번지 ,서울특별시 성북구 오패산로 22 (하월곡동),2751,포유동물병원
3080000,3.08E+17,20030327,,3,폐업,2,폐업,20150817,,,,998-0729,0,,서울특별시 강북구 수유동 340-2번지 ,서울특별시 강북구 삼양로117길 5 (수유동),1033,초이스동물병원
3080000,3.08E+17,20030327,,3,폐업,2,폐업,20171207,,,,983-8575,0,,서울특별시 강북구 미아동 1353번지 sk주상가 209호,서울특별시 강북구 솔샘로 174 (미아동 sk주상가 209호),1192,사랑의동물병원
3080000,3.08E+17,20020719,,3,폐업,2,폐업,20060623,,,,988-2787,21.73,,서울특별시 강북구 수유동 461-61번지 ,서울특별시 강북구 인수봉로 152 (수유동),,가나안동물병원
3080000,3.08E+17,20020703,,3,폐업,2,폐업,20090415,,,,989-4032,46.17,,서울특별시 강북구 미아동 838-4번지 ,서울특별시 강북구 솔샘로 223 (미아동),,시티동물병원
3080000,3.08E+17,20081215,,3,폐업,2,폐업,20190424,,,,02-989-8275,0,,서울특별시 강북구 미아동 1341-1번지 유머빌딩 103호 ,서울특별시 강북구 솔샘로 220 (미아동 유머빌딩 103호),1193,수 동물병원
3080000,3.08E+17,20020411,,1,영업/정상,0,정상,,,,,999-9110,69.36,,서울특별시 강북구 수유동 252-199번지 ,서울특별시 강북구 노해로 94 (수유동),1051,현대종합동물병원
3080000,3.08E+17,19970818,,1,영업/정상,0,정상,,,,,907-1565,62,,서울특별시 강북구 수유동 47-69번지 ,서울특별시 강북구 덕릉로 79 (수유동),1081,동물병원 위드
3080000,3.08E+17,19950906,,1,영업/정상,0,정상,,,,,982-8698,40.92,,서울특별시 강북구 미아동 98-39번지 ,서울특별시 강북구 도봉로 88 (미아동),1165,중앙동물병원
3080000,3.08E+17,20171211,,1,영업/정상,0,정상,,,,,02-983-8575,0,,서울특별시 강북구 미아동 1353-5 에스케이북한산시티 상가동 2동 209호,서울특별시 강북구 솔샘로 184 에스케이북한산시티 상가동 2동 209호 (미아동),1192,사랑의 동물병원
3080000,3.08E+17,20030718,,1,영업/정상,0,정상,,,,,02-987-7959,46.65,,서울특별시 강북구 미아동 197-9번지 ,서울특별시 강북구 도봉로 202 (미아동),1133,위즈동물병원
3080000,3.08E+17,20030626,,1,영업/정상,0,정상,,,,,02-988-0251,52.5,,서울특별시 강북구 미아동 48-24번지 ,서울특별시 강북구 월계로 35 (미아동),1222,창문동물병원
3080000,3.08E+17,20170605,,1,영업/정상,0,정상,,,,,02-903-7582,217.39,,서울특별시 강북구 수유동 39-10번지 1 2층 ,서울특별시 강북구 노해로 65 1 2층 (수유동 리안스페이스),1077,24시 수유 바른펫 동물의료센터
3080000,3.08E+17,20150818,,1,영업/정상,0,정상,,,,,02-993-8266,0,,서울특별시 강북구 수유동 340-2번지 ,서울특별시 강북구 삼양로117길 5 1층 (수유동),1033,초이스동물병원
3080000,3.08E+17,20020619,,1,영업/정상,0,정상,,,,,996-1007,54.59,,서울특별시 강북구 수유동 279-290번지 ,서울특별시 강북구 삼양로 499 (수유동),1026,애니케어 동물병원 수유점
3140000,3.14E+17,20060320,,1,영업/정상,0,정상,,,,,2655-2258,0,,서울특별시 양천구 목동 515-1,서울특별시 양천구 공항대로 636 (목동),7968,행복한동물병원
3080000,3.08E+17,20021015,,1,영업/정상,0,정상,,,,,988-7582,61.53,,서울특별시 강북구 미아동 812 삼성래미안트리베라아파트,서울특별시 강북구 삼양로27길 19 상가 204동 108호 (미아동 삼성래미안트리베라아파트),1195,솔샘동물병원
3140000,3.14E+17,20060214,,1,영업/정상,0,정상,,,,,2606-1990,25.16,,서울특별시 양천구 신월동 972-6,서울특별시 양천구 지양로 52 (신월동),8040,일오삼동물병원
3080000,3.08E+17,20100917,,1,영업/정상,0,정상,,,,,02-986-9875,42.34,,서울특별시 강북구 미아동 812번지 래미안트리베라 201동 116호 ,서울특별시 강북구 삼양로27길 19 (미아동 래미안트리베라 201동 116호),1195,쿠키동물병원
3080000,3.08E+17,20090925,,1,영업/정상,0,정상,,,,,988-6543,562.43,,서울특별시 강북구 미아동 1318번지 ,서울특별시 강북구 월계로 53 (미아동),1237,호 동물병원
3080000,3.08E+17,20090707,,1,영업/정상,0,정상,,,,,903-5525,0,,서울특별시 강북구 수유동 472-268번지 예향교회 1층 ,서울특별시 강북구 삼양로 336 예향교회 1층 (수유동),1111,보노보노동물병원
3080000,3.08E+17,20041208,,1,영업/정상,0,정상,,,,,985-7525,0,,서울특별시 강북구 번동 309번지 덕수빌딩 1층 ,서울특별시 강북구 오현로 194 (번동 덕수빌딩 1층),1224,강북동물병원
3080000,3.08E+17,20041101,,1,영업/정상,0,정상,,,,,990-7588,166.3,,서울특별시 강북구 번동 471-1번지 ,서울특별시 강북구 도봉로98길 56 (번동),1060,동물을사랑하는사람들
3080000,3.08E+17,20140206,,1,영업/정상,0,정상,,,,,02-987-7588,77.4,,서울특별시 강북구 미아동 839-223번지 1층 ,서울특별시 강북구 솔샘로 203-2 1층 (미아동),1187,스마트 동물병원
3080000,3.08E+17,20071023,,1,영업/정상,0,정상,,,,,980-2340,49.49,,서울특별시 강북구 미아동 813번지 지층 1-2 1-3호 110동 ,서울특별시 강북구 삼양로19길 25 110동 지층 1-21-3호 (미아동 삼성래미안트리베라1차아파트),1200,삼성동물병원
3100000,3.10E+17,20211001,,1,영업/정상,0,정상,,,,,02-952-9111,,,서울특별시 노원구 상계동 1025-31 1층,서울특별시 노원구 동일로 1636 1층 (상계동),1630,나우동물의료센터
3080000,3.08E+17,20190424,,1,영업/정상,0,정상,,,,,02-946-0011,108,,서울특별시 강북구 미아동 561-2번지 현대성우아파트 102동 110호,서울특별시 강북구 삼양로24길 19 102동 110호 (미아동 현대성우아파트),1201,아이사랑동물병원
3080000,3.08E+17,19990108,,3,폐업,2,폐업,20070330,,,,988-5646,0,,서울특별시 강북구 미아동 860-74번지 ,서울특별시 강북구 솔샘로 255 (미아동),,미아동물병원
3080000,3.08E+17,19980121,,3,폐업,2,폐업,20040729,,,,983-9575,0,,서울특별시 강북구 미아동 125-25  번지 ,,,홈펫동물병원
3080000,3.08E+17,19931127,,3,폐업,2,폐업,20040302,,,,945-0075,23.6,,서울특별시 강북구 수유동 70-4   번지 ,,,다나동물병원
3080000,3.08E+17,19880903,,3,폐업,2,폐업,20051021,,,,980-7141,28.49,,서울특별시 강북구 미아동 70-26  번지 ,,,롯데동물병원
3080000,3.08E+17,20040428,,3,폐업,2,폐업,20120410,,,,,0,,서울특별시 강북구 번동 430-58번지 ,서울특별시 강북구 한천로 944-1 (번동),,신원동물병원
3080000,3.08E+17,20040412,,3,폐업,2,폐업,20090706,,,,,51.1,,서울특별시 강북구 수유동 119-7번지 ,서울특별시 강북구 덕릉로 39 (수유동),,캐어포스트
3080000,3.08E+17,20040306,,3,폐업,2,폐업,20180313,,,,987-8684,622.9,,서울특별시 강북구 미아동 137-24번지 ,서울특별시 강북구 도봉로 110-1 (미아동),1164,홈펫동물병원
3080000,3.08E+17,20180406,,3,폐업,2,폐업,20190101,,,,02-941-7900,0,,서울특별시 강북구 미아동 42-11번지 덕신빌딩 4층 ,서울특별시 강북구 월계로 3 덕신빌딩 4층 (미아동),1220,24시 루시드 동물메디컬센터
3080000,3.08E+17,20161222,,3,폐업,2,폐업,20180402,,,,02-945-0075,0,,서울특별시 강북구 미아동 87-33번지 1층 ,서울특별시 강북구 오패산로 160 1층 (미아동 참존빌),1233,프렌즈동물병원
3080000,3.08E+17,20020930,,3,폐업,2,폐업,20041020,,,,902-0163,0,,서울특별시 강북구 우이동 57-16번지 ,서울특별시 강북구 삼양로 601 (우이동),,강북동물병원
3090000,3.09E+17,20030828,,3,폐업,2,폐업,20040803,,,,02-3491-7514,12.44,,서울특별시 도봉구 방학동 717-6번지 1층 ,서울특별시 도봉구 마들로 645 (방학동1층),,수호천사동물병원
3110000,3.11E+17,20080331,,3,폐업,2,폐업,20090626,,,,376-7584,0,,서울특별시 은평구 신사동 24-59  번지 ,,,허브종합동물병원
3070000,3.07E+17,20070813,,1,영업/정상,0,정상,,,,,943-8376,,,서울특별시 성북구 정릉동 285-4 정호빌딩,서울특별시 성북구 보국문로 68-1 정호빌딩 1층 (정릉동),2711,보성통증동물병원
3090000,3.09E+17,20030509,,3,폐업,2,폐업,20190526,,,,907-1174~6,204,,서울특별시 도봉구 창동 715-12번지 태진빌딩 1층 ,서울특별시 도봉구 도봉로 568 1층 (창동 태진빌딩),1426,동물병원 WITH
3090000,3.09E+17,20030306,,3,폐업,2,폐업,20050315,,,,956-3536,206.93,,서울특별시 도봉구 도봉동 617-11번지 1층 ,서울특별시 도봉구 도봉로 759 (도봉동1층),,(주)모리아동물생명 아야야동물병원
3110000,3.11E+17,20030314,,3,폐업,2,폐업,20070618,,,,376-7588,0,,서울특별시 은평구 수색동 산 31-3   번지 진흥(아)상가1층 ,,,한마음동물병원
3090000,3.09E+17,20010810,,3,폐업,2,폐업,20031002,,,,955-8477,38.44,,서울특별시 도봉구 방학동 724-7번지 ,서울특별시 도봉구 방학로 37 (방학동),,두남자동물병원
3090000,3.09E+17,20060220,,3,폐업,2,폐업,20090302,,,,996-8275,41.73,,서울특별시 도봉구 창동 749-16번지 108호 ,,,행복한동물병원
3090000,3.09E+17,20050805,,3,폐업,2,폐업,20060110,,,,955-8477,46.5,,서울특별시 도봉구 방학동 724-7번지 ,서울특별시 도봉구 방학로 37 (방학동),,세정동물병원
3090000,3.09E+17,20050620,,3,폐업,2,폐업,20190626,20121008,20130228,,3493-7514,46.76,,서울특별시 도봉구 방학동 717-6번지 ,서울특별시 도봉구 마들로 645 2층 (방학동),1332,쿨펫동물병원
3090000,3.09E+17,20050506,,3,폐업,2,폐업,20050604,,,,3493-7514,12.44,,서울특별시 도봉구 방학동 717-6번지 1층 ,서울특별시 도봉구 마들로 645 (방학동1층),,수호천사동물병원
3090000,3.09E+17,20050103,,3,폐업,2,폐업,20050414,,,,3493-7514,12.44,,서울특별시 도봉구 방학동 717-6번지 1층 ,서울특별시 도봉구 마들로 645 (방학동1층),,수호천사동물병원
3090000,3.09E+17,20040902,,3,폐업,2,폐업,20060525,,,,955-6530,60.27,,서울특별시 도봉구 방학동 707-7번지 1층 ,서울특별시 도봉구 도봉로 678 (방학동1층),,사랑동물병원
3090000,3.09E+17,20040812,,3,폐업,2,폐업,20041230,,,,3493-7514,12.44,,서울특별시 도봉구 방학동 717-6번지 1층 ,서울특별시 도봉구 마들로 645 (방학동1층),,수호천사동물병원
3090000,3.09E+17,20180511,,3,폐업,2,폐업,20181015,,,,993-0075,36862,,서울특별시 도봉구 창동 661-3번지 ,서울특별시 도봉구 도봉로 506 (창동),1453,둘리동물병원
3090000,3.09E+17,20170829,,3,폐업,2,폐업,20190903,,,,9556530,0,,서울특별시 도봉구 도봉동 636-12번지 킴스타워 ,서울특별시 도봉구 마들로 664 킴스타워 (도봉동),1330,이n김동물병원
3090000,3.09E+17,20170515,,3,폐업,2,폐업,20170519,,,,955-6530,,,서울특별시 도봉구 도봉동 636-12번지 ,서울특별시 도봉구 마들로 664 2층 (도봉동 킴스타워),1330,이엔김동물병원
3090000,3.09E+17,20140630,,3,폐업,2,폐업,20171013,,,,943-2275,27.54,,서울특별시 도봉구 도봉동 617-15번지 ,서울특별시 도봉구 도봉로 763 (도봉동),1310,도봉동물병원
3090000,3.09E+17,20010115,,3,폐업,2,폐업,20181031,,,,955-8400,80,,서울특별시 도봉구 도봉동 562-26번지 ,서울특별시 도봉구 도봉로 875 (도봉동),1304,도담동물병원
3090000,3.09E+17,20000713,,3,폐업,2,폐업,20060131,,,,993-7581,117.8,,서울특별시 도봉구 창동 700-33번지 ,서울특별시 도봉구 도봉로 534 (창동),,창동애견종합동물병원
3090000,3.09E+17,19950509,,3,폐업,2,폐업,20180102,,,,997-0075,84.9,,서울특별시 도봉구 쌍문동 45-8번지 ,서울특별시 도봉구 해등로 184 (쌍문동),1394,태일동물종합병원
3090000,3.09E+17,19850904,,3,폐업,2,폐업,20041110,,,,905-0577,22.57,,서울특별시 도봉구 쌍문동 88-115번지 ,서울특별시 도봉구 도봉로 499 (쌍문동),,영풍동물병원
3090000,3.09E+17,20040114,,3,폐업,2,폐업,20060424,,,,993-7582,31.6,,서울특별시 도봉구 창동 338번지 신원리베르텔 107호 ,서울특별시 도봉구 노해로 341 (창동신원리베르텔 107호),,참 동물병원
3110000,3.11E+17,20071115,,3,폐업,2,폐업,20080807,,,,384-7775,0,,서울특별시 은평구 대조동 187-14번지 2층 ,,,드림펫동물병원
3090000,3.09E+17,20031202,,3,폐업,2,폐업,20041029,,,,3491-7588,33.7,,서울특별시 도봉구 방학동 718-7번지 ESA아파트1단지 상가 112호 ,서울특별시 도봉구 마들로 657 (방학동ESA아파트1단지 상가 112호),,동물을사랑하는사람들
3090000,3.09E+17,20031006,,3,폐업,2,폐업,20050805,,,,955-8477,46.5,,서울특별시 도봉구 방학동 724-7번지 ,서울특별시 도봉구 방학로 37 (방학동),,양현철동물병원
3090000,3.09E+17,20030919,,3,폐업,2,폐업,20090618,,,,907-7512,39.55,,서울특별시 도봉구 쌍문동 262-10번지 1층 ,서울특별시 도봉구 시루봉로 59 (쌍문동1층),,온누리동물병원
3090000,3.09E+17,20030828,,3,폐업,2,폐업,20190408,,,,02-3491-8000,205.85,,서울특별시 도봉구 방학동 680-1번지 ,서울특별시 도봉구 도봉로 669 1층 (방학동),1346,현대종합동물병원
3110000,3.11E+17,20020904,,3,폐업,2,폐업,20050620,,,,389-3357,0,,서울특별시 은평구 역촌동 59-26  번지 ,,,영규동물병원
3090000,3.09E+17,20120711,,3,폐업,2,폐업,20161026,,,,02-6014-9947,22.77,,서울특별시 도봉구 방학동 662-35번지 ,서울특별시 도봉구 도당로 79 (방학동),1356,태현동물병원
3090000,3.09E+17,20070515,,3,폐업,2,폐업,20120710,,,,903-8875,24.6,,서울특별시 도봉구 창동 252번지 동아상가 1층 1012호 ,서울특별시 도봉구 노해로63다길 41 (창동동아상가 1층 1012호),,다빈치동물병원
3090000,3.09E+17,20070206,,3,폐업,2,폐업,20080528,,,,991-3311,39.6,,서울특별시 도봉구 창동 296-1번지 타임프라자 107호 ,서울특별시 도봉구 해등로16길 26 (창동타임프라자 107호),,다현동물병원
3090000,3.09E+17,20060525,,3,폐업,2,폐업,20170828,,,,955-6530,42,,서울특별시 도봉구 도봉동 636-12번지 ,서울특별시 도봉구 마들로 664 2층 (도봉동 킴스타워),1330,이n김동물병원
3090000,3.09E+17,20181105,,3,폐업,2,폐업,20181112,,,,955-8400,0,,서울특별시 도봉구 도봉동 562-26번지 ,서울특별시 도봉구 도봉로 875 1층 (도봉동),1304,도담동물병원
3090000,3.09E+17,20190211,,3,폐업,2,폐업,20191226,,,,954-0075,,,서울특별시 도봉구 도봉동 601-51번지 ,서울특별시 도봉구 도봉로 791 (도봉동),1308,연동물병원펫샵
3090000,3.09E+17,20021126,,1,영업/정상,0,정상,,,,,3491-4748,56.64,,서울특별시 도봉구 방학동 665-11번지 2통6반 삼익세라믹아파트 105동 503호,서울특별시 도봉구 방학로 162 (방학동),1356,가나동물병원
3090000,3.09E+17,20050113,,1,영업/정상,0,정상,,,,,902-7582,57,,서울특별시 도봉구 쌍문동 88-115번지 1층 ,서울특별시 도봉구 도봉로 499 1층 (쌍문동),1442,삼성동물종합병원
3090000,3.09E+17,20180614,,1,영업/정상,0,정상,,,,,999-7582,0,,서울특별시 도봉구 창동 731-72번지 ,서울특별시 도봉구 도봉로 586 (창동),1401,강북우리동물의료센터
3090000,3.09E+17,20180104,,1,영업/정상,0,정상,,,,,997-0075,392.72,,서울특별시 도봉구 쌍문동 45-8번지 ,서울특별시 도봉구 해등로 184 (쌍문동),1394,태일동물종합병원
3090000,3.09E+17,20171024,,1,영업/정상,0,정상,,,,,954-6990,0,,서울특별시 도봉구 도봉동 62-43번지 도봉투웨니퍼스트2단지 ,서울특별시 도봉구 도봉로180길 28 도봉투웨니퍼스트2단지 (도봉동),1320,해봄동물병원
3090000,3.09E+17,20170720,,1,영업/정상,0,정상,,,,,906-7575,235.34,,서울특별시 도봉구 창동 650-11번지 ,서울특별시 도봉구 도봉로110다길 20 (창동),1459,트윈스동물병원
3090000,3.09E+17,20151203,,1,영업/정상,0,정상,,,,,3494-0075,0,,서울특별시 도봉구 방학동 653-17번지 3층 ,서울특별시 도봉구 도봉로 723 3층 (방학동),1350,방학동물외과센터
3090000,3.09E+17,20140310,,1,영업/정상,0,정상,,,,,02-905-9119,,,서울특별시 도봉구 쌍문동 716-31번지 ,서울특별시 도봉구 도봉로 603 1층 지층 (쌍문동),1392,별난동물병원
3090000,3.09E+17,20181018,,1,영업/정상,0,정상,,,,,993-0075,96.79,,서울특별시 도봉구 창동 661-3,서울특별시 도봉구 도봉로 506 (창동),1453,둘리동물병원
3090000,3.09E+17,20130904,,1,영업/정상,0,정상,,,,,2038-9980,0,,서울특별시 도봉구 창동 75-4번지 ,서울특별시 도봉구 노해로65길 14 1층 지층 (창동 영일빌딩),1405,하비동물병원
3090000,3.09E+17,19990526,,1,영업/정상,0,정상,,,,,992-0074,39.25,,서울특별시 도봉구 창동 568-5번지 ,서울특별시 도봉구 덕릉로 256 (창동),1474,한빛동물병원
3090000,3.09E+17,19950707,,1,영업/정상,0,정상,,,,,3491-7060,32.2,,서울특별시 도봉구 방학동 664-11번지 15통5반 101호,서울특별시 도봉구 도당로 63 (방학동),1356,화신종합동물병원
3090000,3.09E+17,19941223,,1,영업/정상,0,정상,,,,,992-9414,20.65,,서울특별시 도봉구 창동 635-42번지 20통1반 건영캐스빌아파트 101동 1201호,서울특별시 도봉구 덕릉로 230 (창동),1473,신창동물병원
3090000,3.09E+17,19900919,,1,영업/정상,0,정상,,,,,900-9929,66.24,,서울특별시 도봉구 쌍문동 356번지 12통7반 삼익빌라 101동 403호,서울특별시 도봉구 도봉로 469 (쌍문동),1447,퓨리나동물병원
3090000,3.09E+17,20090619,,1,영업/정상,0,정상,,,,,907-7512,46.02,,서울특별시 도봉구 쌍문동 262-10번지 104호,서울특별시 도봉구 시루봉로 59 (쌍문동),1375,사랑해요동물병원
3090000,3.09E+17,20090303,,1,영업/정상,0,정상,,,,,996-8275,38.8,,서울특별시 도봉구 창동 749-16번지 ,서울특별시 도봉구 도봉로 618 108호 (창동),1397,행복한동물병원
3090000,3.09E+17,20181115,,1,영업/정상,0,정상,,,,,955-8400,0,,서울특별시 도봉구 도봉동 562-26번지 ,서울특별시 도봉구 도봉로 875 (도봉동),1304,도담동물병원
3090000,3.09E+17,20190418,,1,영업/정상,0,정상,,,,,6369-0075,,,서울특별시 도봉구 도봉동 623-103번지 1층 ,서울특별시 도봉구 마들로 695 1층 (도봉동),1328,빛가온동물병원
3090000,3.09E+17,20030701,,3,폐업,2,폐업,20040901,,,,02-955-6530,60.27,,서울특별시 도봉구 방학동 707-7번지 1층 ,서울특별시 도봉구 도봉로 678 (방학동1층),,사랑동물병원
3100000,3.10E+17,20020819,,1,영업/정상,0,정상,,,,,02-938-1122,0,,서울특별시 노원구 중계동 366-10번지 중원코아빌딩 101호,서울특별시 노원구 한글비석로 272 101호 (중계동 중원코아빌딩),1720,참사랑동물병원
3100000,3.10E+17,20020806,,1,영업/정상,0,정상,,,,,02-932-7582,0,,서울특별시 노원구 상계동 71-225번지 23통5반 ,서울특별시 노원구 덕릉로 810-1 (상계동),1646,당고개동물병원
3100000,3.10E+17,20010613,,1,영업/정상,0,정상,,,,,979-8275,60,,서울특별시 노원구 중계동 512번지 시영2단지상가 116호,서울특별시 노원구 동일로 1280 116호 (중계동 시영2단지상가),1782,우리들동물종합병원
3100000,3.10E+17,20010523,,1,영업/정상,0,정상,,,,,949-5975,49,,서울특별시 노원구 공릉동 94-6번지 13통7반 301호,서울특별시 노원구 공릉로 168 (공릉동),1818,미래동물병원
3100000,3.10E+17,20180509,,1,영업/정상,0,정상,,,,,02-905-7588,196.7,,서울특별시 노원구 월계동 292-59번지 상천빌딩1층 ,서울특별시 노원구 월계로 336 상천빌딩 1층 (월계동),1885,닥터스종합동물병원
3100000,3.10E+17,20000407,,1,영업/정상,0,정상,,,,,3391-0075,83.25,,서울특별시 노원구 상계동 79-145번지 44통4반 ,서울특별시 노원구 덕릉로 738 (상계동 정진145빌딩),1648,고려동물병원
3100000,3.10E+17,19991007,,1,영업/정상,0,정상,,,,,02-936-0907,0,,서울특별시 노원구 상계동 78번지 15통2반 진로유통조합아파트 1102호,서울특별시 노원구 노원로 540 (상계동 상계주공아파트 9단지상가),1676,그린동물병원
3140000,3.14E+17,20031210,,1,영업/정상,0,정상,,,,,2062-1110,32.9,,서울특별시 양천구 목동 773-3 106호,서울특별시 양천구 목동중앙로 43 (목동106호),,리즈동물병원
3180000,3.18E+17,20020330,,3,폐업,2,폐업,20101111,,,,2633-3273,27.6,,서울특별시 영등포구 영등포동7가 70-11  번지 ,,,제일동물병원
3090000,3.09E+17,20130313,,1,영업/정상,0,정상,,,,,02-6402-0365,0,,서울특별시 도봉구 방학동 713-35,서울특별시 도봉구 방학로 54 (방학동),1335,365동물병원
3100000,3.10E+17,20160530,,1,영업/정상,0,정상,,,,,02-949-7582,23.1,,서울특별시 노원구 공릉동 90-1번지 해중빌딩 105호,서울특별시 노원구 노원로1길 9 (공릉동 해중빌딩),1827,키움 동물병원
3100000,3.10E+17,20160418,,1,영업/정상,0,정상,,,,,02-952-7582,96,,서울특별시 노원구 상계동 397-5번지 ,서울특별시 노원구 노원로 470 1층 (상계동 금녕빌딩),1685,스마트동물병원
3140000,3.14E+17,20030422,,1,영업/정상,0,정상,,,,,2697-7576,76.3,,서울특별시 양천구 신정동 987-3 1층,서울특별시 양천구 오목로 198-1 (신정동1층),,신정 동물병원
3100000,3.10E+17,20120601,,1,영업/정상,0,정상,,,,,939-7579,0,,서울특별시 노원구 중계동 360-9 두타빌 A동 111112호,서울특별시 노원구 한글비석로 245 (중계동 두타빌 A동 111112호),1743,중계이오동물병원
3100000,3.10E+17,19990820,,1,영업/정상,0,정상,,,,,931-1575,49.58,,서울특별시 노원구 중계동 450번지 ,서울특별시 노원구 한글비석로 363 종로약국 (중계동),1699,은마로동물병원
3100000,3.10E+17,20130115,,1,영업/정상,0,정상,,,,,977-0275,0,,서울특별시 노원구 공릉동 362-3번지 ,서울특별시 노원구 동일로 1104 (공릉동),1839,엔젤동물병원
3100000,3.10E+17,20120827,,1,영업/정상,0,정상,,,,,951-7707,0,,서울특별시 노원구 중계동 361번지 ,서울특별시 노원구 노원로 330 (중계동),1746,펫가든
3100000,3.10E+17,19990521,,1,영업/정상,0,정상,,,,,02-932-6658,0,,서울특별시 노원구 상계동 1110번지 42통7반 두산아파트 111동 1107호,서울특별시 노원구 동일로 1649 (상계동 윤일빌딩),1608,은빛동물병원
3100000,3.10E+17,19980711,,1,영업/정상,0,정상,,,,,935-0075,23,,서울특별시 노원구 중계동 363번지 대림벽산상가 102호,서울특별시 노원구 한글비석로8길 16 102호 (중계동 대림벽산상가),1738,25시동물병원
3100000,3.10E+17,19941010,,1,영업/정상,0,정상,,,,,973-5959,40,,서울특별시 노원구 중계동 503번지 시영1단지B상가 118호,서울특별시 노원구 동일로207길 17 118호 (중계동 시영1단지B상가 ),1778,롯데동물병원
3100000,3.10E+17,20111031,,1,영업/정상,0,정상,,,,,976-7582,0,,서울특별시 노원구 공릉동 494-17번지 영운빌딩 1층 ,서울특별시 노원구 동일로 1051 (공릉동 영운빌딩 1층),1857,스마일플러스동물병원
3100000,3.10E+17,20100716,,1,영업/정상,0,정상,,,,,905-7588,0,,서울특별시 노원구 월계동 3-94번지 드림빌 201호 ,서울특별시 노원구 월계로 333 (월계동),1879,아란종합동물병원
3100000,3.10E+17,20100420,,1,영업/정상,0,정상,,,,,939-6898,0,,서울특별시 노원구 상계동 682번지 13통8반 동신아파트 103동 708호,서울특별시 노원구 한글비석로52길 18 (상계동),1655,이앤박동물병원
3100000,3.10E+17,20081216,,1,영업/정상,0,정상,,,,,,0,,서울특별시 노원구 월계동 331-1   번지 신세계이마트 2층 ,,,로얄벳 동물병원
3100000,3.10E+17,20081010,,1,영업/정상,0,정상,,,,,978-4775,29.84,,서울특별시 노원구 중계동 947-16번지 38통5반 3층 ,서울특별시 노원구 섬밭로 258 (중계동 건영옴니백화점),1779,웰리스 동물병원
3100000,3.10E+17,20080411,,1,영업/정상,0,정상,,,,,973-7588,26.85,,서울특별시 노원구 월계동 52-24번지 ,서울특별시 노원구 화랑로 349 (월계동),1914,우솔동물병원
3100000,3.10E+17,20070426,,1,영업/정상,0,정상,,,,,900-7710,37.1,,서울특별시 노원구 월계동 98-9번지 ,서울특별시 노원구 월계로45길 28 (월계동 월계아파트형공장),1882,유림동물병원
3100000,3.10E+17,20060628,,1,영업/정상,0,정상,,,,,949-7512,67.15,,서울특별시 노원구 공릉동 227-68번지 ,서울특별시 노원구 화랑로 473 (공릉동),1803,화랑동물병원
3100000,3.10E+17,20060407,,1,영업/정상,0,정상,,,,,937-9724,28.66,,서울특별시 노원구 상계동 11-410번지 태성빌라 202호 ,서울특별시 노원구 동일로 1622 (상계동 유성상가),1630,수락 동물병원
3100000,3.10E+17,20080422,,1,영업/정상,0,정상,,,,,951-7582,111.52,,서울특별시 노원구 상계동 749-10,서울특별시 노원구 동일로 1370 (상계동),1756,(주)한빛종합동물병원
3100000,3.10E+17,20060201,,1,영업/정상,0,정상,,,,,6224-3858,33,,서울특별시 노원구 중계동 525번지 풍림(아) 111-1808 ,서울특별시 노원구 동일로203가길 29 (중계동 브라운스톤중계),1779,브라운동물병원
3100000,3.10E+17,20190821,,1,영업/정상,0,정상,,,,,02-931-1333,311.65,,서울특별시 노원구 상계동 763-5,서울특별시 노원구 동일로 1333 (상계동),1767,브이아이피 동물의료센터
3110000,3.11E+17,20100519,,3,폐업,2,폐업,20110906,,,,356-3375,0,,서울특별시 은평구 응암동 90-1번지 이마트 8층 ,,,펫프렌즈동물병원 은평
