,구분,업체명,전화번호,소재지,인허가번호
2428,미용,개린이보호구역,0535871028,대구광역시 달성군 다사읍 세천리,348000003720200002
2429,미용,샤방샤방,053-285-7979,대구광역시 달성군 현풍읍 중리,348000003720190012
2430,미용,119동물병원,053-585-1195,대구광역시 달성군 다사읍 매곡리,348000003720190009
2431,미용,럭셔리독,053-581-2234,대구광역시 달성군 다사읍 매곡리,348000003720190007
2432,미용,똥강아지,053-616-5255,대구광역시 달성군 옥포읍 강림리,348000003720190003
2433,미용,대구착한동물병원,053-710-7582,대구광역시 달성군 다사읍 서재리,348000003720180048
2434,미용,이리와,053-615-4396,대구광역시 달성군 현풍읍 중리,348000003720180046
2435,미용,조이독,***********,대구광역시 달성군 다사읍 매곡리,348000003720180045
2436,미용,미지 펫살롱,053-586-2531,대구광역시 달성군 다사읍 매곡리,348000003720180043
2437,미용,화원연합동물병원,053-634-7975,대구광역시 달성군 화원읍 천내리,348000003720180041
2438,미용,다사랑 애견,053-592-2003,대구광역시 달성군 다사읍 세천리,348000003720180039
2439,미용,뽀대나개,053-635-4135,대구광역시 달성군 화원읍 명곡리,348000003720180038
2440,미용,비슬동물병원,053-616-2480,대구광역시 달성군 유가읍 봉리,348000003720180033
2441,미용,포산동물병원,***********,대구광역시 달성군 현풍읍 원교리,348000003720180032
2442,미용,무모하개,053-615-5813,대구광역시 달성군 유가읍 봉리,348000003720180031
2443,미용,솜결 애견샵,053-585-3863,대구광역시 달성군 다사읍 매곡리,348000003720180030
2444,미용,밀크숑 애견샵,***********,대구광역시 달성군 다사읍 죽곡리,348000003720180028
2445,미용,현풍 동물병원,053-614-3570,대구광역시 달성군 유가읍 봉리,348000003720180023
2446,미용,도담동물병원,053-716-7582,대구광역시 달성군 현풍읍 중리,348000003720180024
2447,미용,똥싼 강아지,053-639-2230,대구광역시 달성군 화원읍 천내리,348000003720180021
2448,미용,명곡역 동물병원,053-633-7579,대구광역시 달성군 화원읍 명곡리,348000003720180018
2449,미용,애견 부티크,053-588-4887,대구광역시 달성군 다사읍 매곡리,348000003720180020
2450,미용,살롱드 퍼피,053-611-0505,대구광역시 달성군 유가읍 봉리,348000003720180016
2451,미용,예뻐지냥,***********,대구광역시 달성군 화원읍 구라리,348000003720180013
2452,미용,애견왕국,053-588-1310,대구광역시 달성군 다사읍 죽곡리,348000003720180007
2453,미용,개털미는남자,053-426-0709,대구광역시 달성군 유가읍 봉리,348000003720180009
2454,미용,개이뻐,053-611-3974,대구광역시 달성군 현풍읍 중리,348000003720180011
2455,미용,힐링동물병원,053-586-5575,대구광역시 달성군 다사읍 죽곡리,348000003720180005
2456,미용,#뽀미？,***********,인천광역시 중구 전동,349000003720210023
2457,미용,AMI PET,***********,인천광역시 중구 중산동,349000003720210021
2458,미용,이뿌개해줄개,***********,인천광역시 중구 인현동,349000003720210011
2459,미용,봉쥬르멍멍,***********,인천광역시 중구 운서동,349000003720210008
2460,미용,멜로멍스,***********,인천광역시 중구 운서동,349000003720210004
2461,미용,개로만족,***********,인천광역시 중구 운서동,349000003720210001
2462,미용,안나벨라,032-751-7502,인천광역시 중구 중산동,349000003720200006
2463,미용,모링모링,***********,인천광역시 중구 중산동,349000003720200005
2464,미용,구르미 머무는,***********,인천광역시 중구 중산동,349000003720200002
2465,미용,숑테이블,***********,인천광역시 중구 운서동,349000003720200001
2466,위탁관리 미용,러블리독,***********,인천광역시 중구 중산동,349000003720190011
2467,위탁관리 미용,캐리어 끄는 댕댕이,***********,인천광역시 중구 남북동,349000003720190005
2468,미용,에이앤디 (A.N.D),032-747-0669,인천광역시 중구 운남동,349000003720190003
2469,미용,신공항 동물병원,032-751-4598,인천광역시 중구 운남동,349000003720180026
2470,위탁관리 미용,펫38도씨,070-4145-8882,인천광역시 중구 운남동,349000003720180025
2471,미용,참 동물병원,032-772-7533,인천광역시 중구 내동,349000003720180024
2472,미용,현대 동물병원,032-885-7578,인천광역시 중구 신흥동3가,349000003720180021
2473,전시 위탁관리 미용,우프우프,032-752-8588,인천광역시 중구 중산동,349000003720180020
2474,미용,한양한방 동물병원,032-761-6560,인천광역시 중구 신포동,349000003720180022
2475,미용,하늘 동물병원,032-887-8275,인천광역시 중구 운서동,349000003720180018
2476,위탁관리 미용,숲속 동물병원,032-752-4575,인천광역시 중구 중산동,349000003720180017
2477,미용,빼로살롱,***********,인천광역시 중구 중산동,349000003720180013
2478,미용,새봄애견샵,***********,인천광역시 중구 중산동,349000003720180010
2479,판매 위탁관리 미용,클래시 독스,***********,인천광역시 동구 송림동,350000003720210001
2480,미용,블링펫？,-,인천광역시 동구 송현동,350000003720200001
2481,미용,강아지와 고양이,032-765-5894,인천광역시 동구 송림동,350000003720190005
2482,판매 위탁관리 미용,개간지,***********,인천광역시 동구 송림동,350000003720190003
2483,판매 위탁관리 미용,뽀뽀숑도그,***********,인천광역시 동구 화수동,350000003720190002
2484,미용,강아지 똥,***********,인천광역시 동구 만석동,350000003720180005
2485,위탁관리 미용,힐링 펫 카페,032-772-8266,인천광역시 동구 송현동,350000003720180004
2486,판매 위탁관리 미용,멍살롱,***********,인천광역시 동구 화평동,350000003720180003
2487,판매 미용,주주클럽,032-777-4599,인천광역시 동구 송림동,350000003720180001
2489,미용,안상수동물병원,032-887-1537,인천광역시 미추홀구 용현동,351050003720210020
2490,미용,펫？(#)시티,***********,인천광역시 미추홀구 용현동,351050003720210019
2491,미용,꽃길만걷개,***********,인천광역시 미추홀구 숭의동,351050003720210015
2492,미용,멍메이트,***********,인천광역시 미추홀구 주안동,351050003720210014
2493,미용,도그아로마,***********,인천광역시 미추홀구 학익동,351050003720210012
2494,수입 판매 전시 위탁관리 미용 운송,개떼라떼,***********,인천광역시 미추홀구 도화동,351050003720210010
2495,미용,본애견미용실,***********,인천광역시 미추홀구 주안동,351050003720210008
2496,미용,꽃다비펫,***********,인천광역시 미추홀구 관교동,351050003720210007
2497,미용,메르시독(mercidog),-,인천광역시 미추홀구 도화동,351050003720210005
2498,미용,멍냥이 펫싸롱,-,인천광역시 미추홀구 주안동,351050003720210004
2499,미용,애견 미,***********,인천광역시 미추홀구 주안동,351050003720210002
2500,미용,쏭쓰펫살롱,032-889-1909,인천광역시 미추홀구 용현동,351050003720180030
2501,판매 위탁관리 미용,댕댕아야옹,-,인천광역시 미추홀구 문학동,351050003720200025
2502,미용,댕댕이 미용실,032-289-0321,인천광역시 미추홀구 도화동,351050003720200022
2503,위탁관리 미용,포인트동물의료센터,032-882-8275,인천광역시 미추홀구 용현동,351050003720200021
2504,미용,러블리 멍멍이,***********,인천광역시 미추홀구 주안동,351050003720200013
2505,판매 위탁관리 미용 운송,펫커트랜드,***********,인천광역시 미추홀구 주안동,351050003720200011
2506,판매 미용,러비도기,032-815-2991,인천광역시 미추홀구 숭의동,351050003720200010
2507,미용,사랑한개너양,***********,인천광역시 미추홀구 주안동,351050003720200009
2508,위탁관리 미용,그로우펫,-,인천광역시 미추홀구 주안동,351050003720200006
2509,위탁관리 미용,멍뭉이애견샵,***********,인천광역시 미추홀구 용현동,351050003720200004
2510,미용,시드니종합동물병원,-,인천광역시 미추홀구 주안동,351050003720200005
2511,미용,명심보견(켓독),032-875-8707,인천광역시 미추홀구 주안동,351050003720200002
2512,미용,딜루디움,***********,인천광역시 미추홀구 도화동,351050003720200001
2513,위탁관리 미용,러브펫동물병원,032-889-6164,인천광역시 미추홀구 주안동,351050003720190035
2514,미용,토리펫,***********,인천광역시 미추홀구 주안동,351050003720190034
2515,위탁관리 미용,개조아,***********,인천광역시 미추홀구 숭의동,351050003720190031
2516,위탁관리 미용,학익동물병원,032-868-2626,인천광역시 미추홀구 학익동,351050003720190030
2517,미용,오로지펫,070-4281-0658,인천광역시 미추홀구 도화동,351050003720190029
2518,미용,닥터파파,032-863-7582,인천광역시 미추홀구 주안동,351050003720190028
2519,미용,도그월드,***********,인천광역시 미추홀구 주안동,351050003720190026
2520,미용,애니독,***********,인천광역시 미추홀구 주안동,351050003720190025
2521,미용,주안동물병원,032-203-0075,인천광역시 미추홀구 주안동,351050003720190023
2522,미용,올리스애견셀프목욕24시,***********,인천광역시 미추홀구 학익동,351050003720190022
2523,위탁관리 미용,동그리멍,***********,인천광역시 미추홀구 도화동,351050003720190020
2524,미용,왈가닥펫,070-7766-9777,인천광역시 미추홀구 용현동,351050003720190018
2525,미용,멍멍스타,***********,인천광역시 미추홀구 주안동,351050003720190017
2526,미용,둥지애견,032-874-1555,인천광역시 미추홀구 용현동,351050003720190015
2527,위탁관리 미용,개쩔개,***********,인천광역시 미추홀구 용현동,351050003720190013
2528,미용,온누리동물병원,032-866-5725,인천광역시 미추홀구 용현동,351050003720190011
2529,미용,쏭트리밍,***********,인천광역시 미추홀구 용현동,351050003720190008
2530,위탁관리 미용,애견스토리,***********,인천광역시 미추홀구 주안동,351050003720190007
2531,미용,강아지 이발관,***********,인천광역시 미추홀구 용현동,351050003720190006
2532,미용,강아지사랑,***********,인천광역시 미추홀구 용현동,351050003720190005
2533,미용,빠박이 애견미용,***********,인천광역시 미추홀구 주안동,351050003720190003
2534,판매 위탁관리 미용,오키독,***********,인천광역시 미추홀구 숭의동,351050003720190002
2535,미용,와우 동물농장,032-429-0520,인천광역시 미추홀구 주안동,351050003720190001
2536,위탁관리 미용,바른동물병원,032-876-8575,인천광역시 미추홀구 학익동,351050003720180042
2537,위탁관리 미용,Dear Johny,***********,인천광역시 미추홀구 주안동,351050003720180040
2538,미용,노아동물병원,***********,인천광역시 미추홀구 도화동,351050003720180039
2539,미용,시드니종합동물병원,032-437-7588,인천광역시 미추홀구 주안동,351050003720180036
2540,미용,개네마을,032-422-6413,인천광역시 미추홀구 주안동,351050003720180034
2541,미용,하나애견샵,***********,인천광역시 미추홀구 학익동,351050003720180029
2542,미용,아이러브펫AC,032-875-7566,인천광역시 미추홀구 용현동,351050003720180032
2543,위탁관리 미용,펫앤펫,032-432-8557,인천광역시 미추홀구 주안동,351050003720180026
2544,미용,중앙애견미용실,***********,인천광역시 미추홀구 주안동,351050003720180028
2545,미용,꼬리치랑개,032-868-9428,인천광역시 미추홀구 도화동,351050003720180027
2546,위탁관리 미용,똥개이발소,032-887-2829,인천광역시 미추홀구 숭의동,351050003720180025
2547,미용,펫홈,***********,인천광역시 미추홀구 주안동,351050003720180024
2548,미용,버블멍,889-1357,인천광역시 미추홀구 숭의동,351050003720180021
2549,미용,브라운동물병원,889-7582,인천광역시 미추홀구 숭의동,351050003720180022
2550,미용,토토애견,***********,인천광역시 미추홀구 도화동,351050003720180020
2551,미용,한국동물병원,032-887-2952,인천광역시 미추홀구 용현동,351050003720180016
2552,미용,강아지소풍,***********,인천광역시 미추홀구 주안동,351050003720180015
2553,위탁관리 미용,우리집 강아지,***********,인천광역시 미추홀구 주안동,351050003720180019
2554,미용,제물포애견,***********,인천광역시 미추홀구 숭의동,351050003720180017
2555,미용,개미딱지,***********,인천광역시 미추홀구 숭의동,351050003720180014
2556,위탁관리 미용,러블리 강아지,***********,인천광역시 미추홀구 숭의동,351050003720180012
2557,판매 미용,애견세상,032-889-4445,인천광역시 미추홀구 용현동,351050003720180008
2558,미용,라르펫,***********,인천광역시 미추홀구 학익동,351050003720180004
2559,위탁관리 미용,파리 애견스타일,***********,인천광역시 미추홀구 학익동,351050003720180003
2560,위탁관리 미용,이쁜강아지,***********,인천광역시 미추홀구 문학동,351050003720180001
2561,판매 전시 위탁관리 미용,캣썸플레이스,***********,인천광역시 미추홀구 주안동,351000003720180016
2562,미용,팡팡애견,***********,인천광역시 미추홀구 용현동,351000003720180014
2563,위탁관리 미용,강아지 친구,***********,인천광역시 미추홀구 용현동,351000003720180013
2564,위탁관리 미용,아지세상(애견？),***********,인천광역시 미추홀구 주안동,351000003720180012
2565,미용,강사모백화점,881-4544,인천광역시 미추홀구 용현동,351000003720180009
2566,미용,강사모 펫,***********,인천광역시 미추홀구 문학동,351000003720180010
2567,위탁관리 미용,똥개마을,***********,인천광역시 미추홀구 용현동,351000003720180008
2568,미용,이쁜개,***********,인천광역시 미추홀구 용현동,351000003720180007
2569,위탁관리 미용,아라종합동물병원,032-886-0079,인천광역시 미추홀구 주안동,351000003720180004
2570,위탁관리 미용,꿈꾸는강아지,***********,인천광역시 미추홀구 관교동,351000003720180005
2571,판매 위탁관리 미용,펫앤펫 인천점 강아지의 모든것,***********,인천광역시 미추홀구 주안동,351000003720110007
2572,미용,내게와 댕댕,-,인천광역시 연수구 송도동,352000003720210026
2573,미용,퍼피도레미(PUPPY DOREMI),-,인천광역시 연수구 송도동,352000003720210022
2574,미용,요미와 친구들,***********,인천광역시 연수구 송도동,352000003720210017
2575,미용,바로나도 송도점,032-310-9828,인천광역시 연수구 송도동,352000003720210016
2576,미용,Woolly Dog(울리독),-,인천광역시 연수구 청학동,352000003720210014
2577,미용,미용할개,-,인천광역시 연수구 옥련동,352000003720210013
2578,미용,댕이랑,032-833-8530,인천광역시 연수구 송도동,352000003720210012
2579,미용,콩순이네 애견 미용실,032-811-5004,인천광역시 연수구 선학동,352000003720210010
2580,미용,씨유펫,***********,인천광역시 연수구 송도동,352000003720210008
2581,미용,메리펫,***********,인천광역시 연수구 송도동,352000003720210006
2582,미용,댕댕샵,***********,인천광역시 연수구 송도동,352000003720210005
2583,미용,더 뷰티 독,***********,인천광역시 연수구 옥련동,352000003720210003
2584,미용,멍멍샵,032-858-6228,인천광역시 연수구 옥련동,352000003720210002
2585,미용,상큼하개,032-816-6424,인천광역시 연수구 청학동,352000003720210001
2586,미용,바른동물병원,032-330-7522,인천광역시 연수구 송도동,352000003720200021
2587,미용,송도 24시 오케이동물병원,032-832-1544,인천광역시 연수구 송도동,352000003720200017
2588,위탁관리 미용,88 개발소,***********,인천광역시 연수구 송도동,352000003720200013
2589,전시 미용,고양이자리,-,인천광역시 연수구 연수동,352000003720200014
2590,미용,예쁘개# 애견미용실,***********,인천광역시 연수구 옥련동,352000003720200012
2591,판매 미용,블레스 펫,***********,인천광역시 연수구 송도동,352000003720200010
2592,미용,강아지봄,***********,인천광역시 연수구 송도동,352000003720200009
2593,위탁관리 미용,도그트리,***********,인천광역시 연수구 옥련동,352000003720200008
2594,미용,꼼꼼 애견미용실,***********,인천광역시 연수구 송도동,352000003720200007
2595,미용,아띠숑,***********,인천광역시 연수구 송도동,352000003720200006
2596,미용,행복한 강아지,032-239-8513,인천광역시 연수구 연수동,352000003720200004
2597,위탁관리 미용,개편한세상,***********,인천광역시 연수구 연수동,352000003720200003
2598,미용,송도 종합 동물병원,-,인천광역시 연수구 옥련동,352000003720190032
2599,위탁관리 미용,우리집강아지,032-832-3063,인천광역시 연수구 송도동,352000003720190029
2600,미용,강아지미용실,***********,인천광역시 연수구 동춘동,352000003720190025
2601,미용,멍다방,***********,인천광역시 연수구 청학동,352000003720190023
2602,미용,복탄산수,0328175182,인천광역시 연수구 연수동,352000003720190022
2603,미용,대박살롱,***********,인천광역시 연수구 연수동,352000003720190021
2604,판매 전시 위탁관리 미용,멍멍으르렁컹컹 부대찌개,***********,인천광역시 연수구 연수동,352000003720190018
2605,미용,노성남 동물병원,032-833-1770,인천광역시 연수구 옥련동,352000003720190014
2606,위탁관리 미용,라파엘동물병원,032-777-0975,인천광역시 연수구 송도동,352000003720190013
2607,위탁관리 미용,몽몽드(mon mon de),032-212-5050,인천광역시 연수구 선학동,352000003720190012
2608,미용,송도멍멍이발소,-,인천광역시 연수구 옥련동,352000003720190011
2609,위탁관리 미용,고양이 호텔 듀이(DEWEY),032-831-6261,인천광역시 연수구 송도동,352000003720190010
2610,미용,아로마하시개,0010-9966-9942,인천광역시 연수구 송도동,352000003720190009
2611,미용,개스트하우스,032-818-0242,인천광역시 연수구 연수동,352000003720190008
2612,위탁관리 미용,사랑스럽개,***********,인천광역시 연수구 옥련동,352000003720190004
2613,판매 위탁관리 미용,버블멍,032-811-7737,인천광역시 연수구 연수동,352000003720190003
2614,미용,따뜻한 동물병원,032-811-7553,인천광역시 연수구 연수동,352000003720190002
2615,위탁관리 미용,"언제나,너와",032-822-8522,인천광역시 연수구 동춘동,352000003720180046
2616,위탁관리 미용,소중한 개,032-833-7166,인천광역시 연수구 옥련동,352000003720180045
2617,판매 미용,몽몽이하우스 인천연수점,032-822-8275,인천광역시 연수구 동춘동,352000003720180044
2618,위탁관리 미용,아프리카 동물병원,032-833-7575,인천광역시 연수구 옥련동,352000003720180042
2619,위탁관리 미용,숑숑 그루밍,***********,인천광역시 연수구 송도동,352000003720180041
2620,위탁관리 미용,디오 동물병원,032-815-8275,인천광역시 연수구 송도동,352000003720180040
2621,미용,닥터정 동물병원,032-721-7582,인천광역시 연수구 송도동,352000003720180039
2622,위탁관리 미용,미라클 동물병원,032-832-1175,인천광역시 연수구 송도동,352000003720180037
2623,미용,섹시독,032-822-0907,인천광역시 연수구 송도동,352000003720180036
2624,미용,아름다운 동물병원,032-834-7583,인천광역시 연수구 송도동,352000003720180034
2625,미용,동물사랑 동물병원,032-819-3376,인천광역시 연수구 선학동,352000003720180035
2626,미용,펫홈 반려동물용품백화점,***********,인천광역시 연수구 송도동,352000003720180033
2627,위탁관리 미용,24시 송도힐 동물메디컬센터,032-834-7275,인천광역시 연수구 송도동,352000003720180032
2628,위탁관리 미용,웰 동물병원,032-819-2852,인천광역시 연수구 청학동,352000003720180031
2629,위탁관리 미용,커멍베이비,***********,인천광역시 연수구 청학동,352000003720180030
2630,미용,똥개애견,-,인천광역시 연수구 연수동,352000003720180029
2631,미용,송도건국동물병원,032-811-2220,인천광역시 연수구 송도동,352000003720180028
2632,미용,강아지왈츠,***********,인천광역시 연수구 연수동,352000003720180027
2633,판매 위탁관리 미용 운송,블루큐브,***********,인천광역시 연수구 연수동,352000003720180026
2634,판매 위탁관리 미용 운송,멍쮸,032-812-9009,인천광역시 연수구 연수동,352000003720180025
2635,미용,내가제일예쁘개,032-710-4575,인천광역시 연수구 송도동,352000003720180024
2636,미용,ACE동물병원,0322057582,인천광역시 연수구 송도동,352000003720180023
2637,미용,신퍼피클럽동물병원,0328218275,인천광역시 연수구 연수동,352000003720180021
2638,위탁관리 미용,사랑이넘치는 동물병원,032-858-0075,인천광역시 연수구 송도동,352000003720180020
2639,미용,주주 애견미용실,***********,인천광역시 연수구 송도동,352000003720180019
2640,위탁관리 미용,루루 반려견,032-833-6118,인천광역시 연수구 송도동,352000003720180017
2641,미용,강아지 와요와요,032-811-5979,인천광역시 연수구 연수동,352000003720180015
2642,미용,누렁이도 찰스로 애견샵,032-812-6413,인천광역시 연수구 연수동,352000003720180013
2643,미용,뽐나개,032-832-3166,인천광역시 연수구 청학동,352000003720180012
2644,위탁관리 미용,(주)이마트 연수점,032-820-1290,인천광역시 연수구 동춘동,352000003720180011
2645,미용,러블리펫,032-831-5703,인천광역시 연수구 옥련동,352000003720180007
2646,미용,야옹아 놀자,032-812-8004,인천광역시 연수구 연수동,352000003720180006
2647,미용,미쓰박 펫 살롱,***********,인천광역시 연수구 송도동,352000003720180002
2648,미용,"살롱드, 왈",***********,인천광역시 남동구 구월동,353000003720210029
2649,미용,클래시독스,032-471-3959,인천광역시 남동구 만수동,353000003720210028
2650,미용,퍼피블랑,***********,인천광역시 남동구 도림동,353000003720210024
2651,미용,아지？,***********,인천광역시 남동구 서창동,353000003720210023
2652,미용,다듬,-,인천광역시 남동구 구월동,353000003720210022
2653,미용,개폼,032-716-5997,인천광역시 남동구 서창동,353000003720210020
2654,미용,다정하개,***********,인천광역시 남동구 논현동,353000003720210019
2655,미용,쁘띠펫,***********,인천광역시 남동구 구월동,353000003720210017
2656,미용,펫밀리,***********,인천광역시 남동구 구월동,353000003720210014
2657,미용,탑클라스 동물연합,***********,인천광역시 남동구 간석동,353000003720210005
2658,미용,주인아 미용하고가,***********,인천광역시 남동구 간석동,353000003720210002
2659,미용,오로라펫,***********,인천광역시 남동구 만수동,353000003720200034
2660,미용,댕보드레,***********,인천광역시 남동구 도림동,353000003720200033
2661,미용,댕댕이 목욕탕,***********,인천광역시 남동구 만수동,353000003720200024
2662,미용,바나나 동물병원,032-231-0119,인천광역시 남동구 구월동,353000003720200020
2663,미용,우쭈쭈 내새끼,***********,인천광역시 남동구 남촌동,353000003720200017
2664,미용,뽀앤코애견미용실,***********,인천광역시 남동구 만수동,353000003720200016
2665,미용,트리멍,***********,인천광역시 남동구 간석동,353000003720200014
2666,미용,고양이분양 프라임캣,032-432-2168,인천광역시 남동구 논현동,353000003720200011
2667,미용,멍멍살롱,***********,인천광역시 남동구 구월동,353000003720200010
2668,미용,도도한강아지,***********,인천광역시 남동구 만수동,353000003720200008
2669,미용,펫랜드구월,032-422-2888,인천광역시 남동구 구월동,353000003720190050
2670,미용,버블멍(니즈더펫),***********,인천광역시 남동구 구월동,353000003720190045
2671,미용,유앤미펫 본점,1670-2699,인천광역시 남동구 간석동,353000003720190044
2672,미용,몽개몽개,-,인천광역시 남동구 간석동,353000003720190037
2673,미용,멍피스,***********,인천광역시 남동구 구월동,353000003720190036
2674,미용,쓰담쓰담애견카페,***********,인천광역시 남동구 만수동,353000003720190033
2675,미용,미스터 몽,032-428-1004,인천광역시 남동구 논현동,353000003720190029
2676,미용,웅살롱,050713735585,인천광역시 남동구 서창동,353000003720190023
2677,미용,화이트 요가냥,032-423-5511,인천광역시 남동구 논현동,353000003720190020
2678,미용,왕왕애견샵,032-462-7558,인천광역시 남동구 만수동,353000003720190015
2679,미용,해와달 동물병원,032-431-7580,인천광역시 남동구 논현동,353000003720190013
2680,미용,콩콩펫살롱,***********,인천광역시 남동구 구월동,353000003720190011
2681,미용,러브잇도그,***********,인천광역시 남동구 논현동,353000003720190009
2682,미용,도그샤워,***********,인천광역시 남동구 구월동,353000003720190006
2683,미용,펫스타일,032-819-1305,인천광역시 남동구 만수동,353000003720190002
2684,미용,애견용품 창고형 할인매장,032-471-0289,인천광역시 남동구 만수동,353000003720180174
2685,미용,알콩몰콩펫샵,032-464-8123,인천광역시 남동구 간석동,353000003720180161
2686,미용,다듬다독,***********,인천광역시 남동구 만수동,353000003720180151
2687,미용,다독,032-471-9579,인천광역시 남동구 만수동,353000003720180152
2688,미용,애견랜드,032-423-2221,인천광역시 남동구 간석동,353000003720180150
2689,미용,멍멍S,***********,인천광역시 남동구 간석동,353000003720180149
2690,미용,허니펫,032-424-6777,인천광역시 남동구 간석동,353000003720180147
2691,미용,언더독,032-441-1120,인천광역시 남동구 논현동,353000003720180145
2692,미용,별이애견샵,032-815-0050,인천광역시 남동구 구월동,353000003720180143
2693,미용,해맑은동물병원,032-469-8275,인천광역시 남동구 만수동,353000003720180142
2694,미용,퍼피프린스,032-715-7778,인천광역시 남동구 만수동,353000003720180133
2695,미용,개편한세상,***********,인천광역시 남동구 간석동,353000003720180139
2696,미용,헬로멍멍,032-424-0095,인천광역시 남동구 논현동,353000003720180137
2697,미용,반하나 만수점,032-462-4544,인천광역시 남동구 만수동,353000003720180135
2698,미용,행복한동물병원,032-469-7588,인천광역시 남동구 만수동,353000003720180134
2699,미용,루이동물미용,***********,인천광역시 남동구 만수동,353000003720180131
2700,미용,냥이랑도그,032-433-9332,인천광역시 남동구 논현동,353000003720180129
2701,미용,필종합동물병원,032-462-2550,인천광역시 남동구 남촌동,353000003720180120
2702,미용,포레스트 펫,***********,인천광역시 남동구 논현동,353000003720180123
2703,미용,멍스타,032-439-0902,인천광역시 남동구 간석동,353000003720180125
2704,미용,동물의왕국 동물병원,032-439-0039,인천광역시 남동구 구월동,353000003720180116
2705,미용,우리집동물병원,032-437-8275,인천광역시 남동구 논현동,353000003720180119
2706,미용,파스텔LC동물병원,032-431-7975,인천광역시 남동구 간석동,353000003720180127
2707,미용,백슬동물병원,032-437-7582,인천광역시 남동구 구월동,353000003720180112
2708,미용,애니힐 동물병원,032-466-7975,인천광역시 남동구 구월동,353000003720180110
2709,미용,개조은날,***********,인천광역시 남동구 논현동,353000003720180114
2710,미용,펫스토리 수가,032-466-4846,인천광역시 남동구 만수동,353000003720180107
2711,미용,몽실하개,***********,인천광역시 남동구 간석동,353000003720180106
2712,미용,사랑스럽개,032-422-0912,인천광역시 남동구 구월동,353000003720180102
2713,미용,물빛동물병원,032-468-7975,인천광역시 남동구 서창동,353000003720180095
2714,미용,for cat&dog(포켓독),032-433-3596,인천광역시 남동구 논현동,353000003720180093
2715,미용,컴투펫 인천점,***********,인천광역시 남동구 간석동,353000003720180091
2716,미용,보듬동물병원,032-467-0275,인천광역시 남동구 서창동,353000003720180100
2717,미용,야야펫,032-465-0098,인천광역시 남동구 구월동,353000003720180097
2718,미용,루비펫살롱,032-462-0907,인천광역시 남동구 구월동,353000003720180089
2719,미용,마이펫동물병원,032-428-8275,인천광역시 남동구 간석동,353000003720180088
2720,미용,애견미용샵,***********,인천광역시 남동구 만수동,353000003720180085
2721,미용,플란다스,032-473-1333,인천광역시 남동구 서창동,353000003720180083
2722,미용,세우리동물병원,032-463-9066,인천광역시 남동구 간석동,353000003720180079
2723,미용,루이스24시동물병원,032-710-1237,인천광역시 남동구 만수동,353000003720180081
2724,미용,동물농장,032-435-7078,인천광역시 남동구 구월동,353000003720180074
2725,미용,보람동물병원,***********,인천광역시 남동구 구월동,353000003720180075
2726,미용,도그살롱초코,***********,인천광역시 남동구 간석동,353000003720180076
2727,미용,해피동물병원,032-439-8822,인천광역시 남동구 논현동,353000003720180072
2728,미용,24시 소래동물병원,032-438-3227,인천광역시 남동구 논현동,353000003720180069
2729,미용,아르떼펫샵,***********,인천광역시 남동구 구월동,353000003720180071
2730,미용,맘편하개,032-428-1253,인천광역시 남동구 간석동,353000003720180066
2731,미용,도그플러스 동물병원 간석점,032-862-0975,인천광역시 남동구 간석동,353000003720180064
2732,미용,정서동물병원,032-422-5399,인천광역시 남동구 간석동,353000003720180067
2733,미용,D&C 동물병원,032-434-7525,인천광역시 남동구 간석동,353000003720180062
2734,미용,펫앤펫,032-425-8557,인천광역시 남동구 논현동,353000003720180057
2735,미용,강아지와고양이나라 동물병원,***********,인천광역시 남동구 논현동,353000003720180061
2736,미용,너티독하우스,032-469-0118,인천광역시 남동구 수산동,353000003720180053
2737,미용,똥강아지,***********,인천광역시 남동구 남촌동,353000003720180056
2738,미용,마이리틀프렌드 셀프도그워시,032-431-7479,인천광역시 남동구 구월동,353000003720180051
2739,미용,해피몽,032-467-9654,인천광역시 남동구 구월동,353000003720180050
2740,미용,뾰로롱,***********,인천광역시 남동구 구월동,353000003720180046
2741,미용,24시 유앤미동물병원,032-433-0755,인천광역시 남동구 간석동,353000003720180044
2742,미용,퍼스트독,032-465-9606,인천광역시 남동구 서창동,353000003720180041
2743,미용,준애견샵,032-465-9955,인천광역시 남동구 만수동,353000003720180043
2744,미용,(주)24시독스동물병원,032-433-0075,인천광역시 남동구 간석동,353000003720180034
2745,미용,미앤펫,***********,인천광역시 남동구 만수동,353000003720180035
2746,미용,master grooming,-,인천광역시 남동구 서창동,353000003720180033
2747,미용,펫피플,-,인천광역시 남동구 구월동,353000003720180031
2748,미용,마이펫,-,인천광역시 남동구 만수동,353000003720180028
2749,미용,티파니펫,032-233-4055,인천광역시 남동구 간석동,353000003720180022
2750,미용,신세계동물병원,032-468-7533,인천광역시 남동구 만수동,353000003720180023
2751,미용,두산이네 애견샵,***********,인천광역시 남동구 구월동,353000003720180020
2752,미용,논현동물병원,032-423-0975,인천광역시 남동구 논현동,353000003720180018
2753,미용,로얄플라잉,032-472-0027,인천광역시 남동구 만수동,353000003720180011
2754,미용,더사랑할개,032-446-1117,인천광역시 남동구 논현동,353000003720180009
2755,미용,웰(well)애완용품점,***********,인천광역시 남동구 구월동,353000003720180003
2756,미용,"인천고양이분양 사랑해, 고양이",***********,인천광역시 부평구 부평동,354000003720210020
