,구분,업체명,전화번호,소재지,인허가번호
1165,위탁관리,플라잉독,053-323-6016,대구광역시 북구 태전동,345000003720190003
1166,위탁관리,강아지 이발소,***********,대구광역시 북구 학정동,345000003720190001
1167,위탁관리,더(The)예쁘개,0533210770,대구광역시 북구 사수동,345000003720180058
1168,위탁관리,예뻐해줄개,0532160021,대구광역시 북구 칠성동2가,345000003720180051
1169,위탁관리,러블리캣,***********,대구광역시 북구 대현동,345000003720180050
1170,위탁관리,뽀독뽀독,0532144082,대구광역시 북구 복현동,345000003720180047
1171,위탁관리,주니네,0533550907,대구광역시 북구 고성동3가,345000003720180045
1172,위탁관리,크리미캣,07076199491,대구광역시 북구 태전동,345000003720180043
1173,위탁관리,도그 앤 캣츠,***********,대구광역시 북구 태전동,345000003720180036
1174,위탁관리,냥이 이발소,***********,대구광역시 북구 읍내동,345000003720180033
1175,위탁관리,멍뭉몽,0533116690,대구광역시 북구 구암동,345000003720180028
1176,위탁관리,퍼피클럽 뚱,053-958-7962,대구광역시 북구 동변동,345000003720180021
1177,위탁관리,체인지펫샵,0533221213,대구광역시 북구 구암동,345000003720180018
1178,위탁관리,뿌이숑,***********,대구광역시 북구 국우동,345000003720180014
1179,위탁관리,미인개,053-314-5253,대구광역시 북구 태전동,345000003720180009
1180,위탁관리,우자네,***********,대구광역시 수성구 지산동,346000003720210014
1181,위탁관리,원쿡아카데미,***********,대구광역시 수성구 파동,346000003720210011
1182,위탁관리,달링하이 퍼피샵,***********,대구광역시 수성구 중동,346000003720210007
1183,위탁관리,알로몽,***********,대구광역시 수성구 두산동,346000003720210003
1184,위탁관리,체리 퍼피앤캣,***********,대구광역시 수성구 만촌동,346000003720200041
1185,위탁관리,바른생활 고양이,***********,대구광역시 수성구 매호동,346000003720200038
1186,위탁관리,#the예쁘개,-,대구광역시 수성구 대흥동,346000003720200036
1187,위탁관리,리틀레이첼,***********,대구광역시 수성구 두산동,346000003720200034
1188,위탁관리,BanHam,-,대구광역시 수성구 지산동,346000003720200029
1189,위탁관리,펫파민트,***********,대구광역시 수성구 신매동,346000003720200027
1190,위탁관리,도그데이트 펫살롱,***********,대구광역시 수성구 황금동,346000003720200022
1191,위탁관리,Ogu Ogu Dog,***********,대구광역시 수성구 지산동,346000003720200019
1192,위탁관리,포레스트26,***********,대구광역시 수성구 지산동,346000003720200014
1193,위탁관리,요기독 강아지랑 고양이랑(대구점),***********,대구광역시 수성구 범어동,346000003720200012
1194,위탁관리,진보퍼피,0537833223,대구광역시 수성구 지산동,346000003720200006
1195,위탁관리,해피페이트,***********,대구광역시 수성구 중동,346000003720200010
1196,위탁관리,주식회사 동행프로젝트,-,대구광역시 수성구 매호동,346000003720200008
1197,위탁관리,망고네 펫 살롱,***********,대구광역시 수성구 만촌동,346000003720200004
1198,위탁관리,애견부티크,***********,대구광역시 수성구 범어동,346000003720200001
1199,위탁관리,MUNG MU,***********,대구광역시 수성구 범어동,346000003720190043
1200,위탁관리,클로이 펫 살롱,***********,대구광역시 수성구 시지동,346000003720190037
1201,위탁관리,개린이하우스,053-766-8864,대구광역시 수성구 황금동,346000003720190033
1202,위탁관리,공드린개과점,***********,대구광역시 수성구 황금동,346000003720190030
1203,위탁관리,체리쉬독,***********,대구광역시 수성구 상동,346000003720190028
1204,위탁관리,도그마루 강아지고양이 대구점,***********,대구광역시 수성구 범어동,346000003720190024
1205,위탁관리,누베,***********,대구광역시 수성구 시지동,346000003720190021
1206,위탁관리,모모 애견샵,***********,대구광역시 수성구 수성동3가,346000003720190017
1207,위탁관리,코코네 애견,***********,대구광역시 수성구 시지동,346000003720190015
1208,위탁관리,아지발바닥,***********,대구광역시 수성구 지산동,346000003720190011
1209,위탁관리,러블리펫,053-795-7771,대구광역시 수성구 신매동,346000003720190008
1210,위탁관리,개편한 세상,7825008,대구광역시 수성구 지산동,346000003720190003
1211,위탁관리,애견가을농장,***********,대구광역시 수성구 사월동,346000003720190001
1212,위탁관리,엔젤라독,7612004,대구광역시 수성구 두산동,346000003720180077
1213,위탁관리,도그앤브루,7668240,대구광역시 수성구 두산동,346000003720180075
1214,위탁관리,카페인이누,7956799,대구광역시 수성구 시지동,346000003720180070
1215,위탁관리,Dog Dog,0537421800,대구광역시 수성구 수성동1가,346000003720180066
1216,위탁관리,퍼피퍼피,***********,대구광역시 수성구 지산동,346000003720180064
1217,위탁관리,원쿡,***********,대구광역시 수성구 대흥동,346000003720180063
1218,위탁관리,디스크독연구소,***********,대구광역시 수성구 파동,346000003720180062
1219,위탁관리,퍼피타임,0537637008,대구광역시 수성구 중동,346000003720180056
1220,위탁관리,퍼피애견샵,0537827940,대구광역시 수성구 지산동,346000003720180052
1221,위탁관리,강아지엄마,0537832894,대구광역시 수성구 범물동,346000003720180049
1222,위탁관리,바바빈,053-767-2669,대구광역시 수성구 상동,346000003720180051
1223,위탁관리,마론애견,0537664041,대구광역시 수성구 두산동,346000003720180044
1224,위탁관리,동일애견샵,***********,대구광역시 수성구 상동,346000003720180047
1225,위탁관리,신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가,346000003720180034
1226,위탁관리,펫플러스(Pet Plus),0532491600,대구광역시 수성구 범물동,346000003720180028
1227,위탁관리,펫동물병원,0534749820,대구광역시 수성구 노변동,346000003720180026
1228,위탁관리,마리오펫,-,대구광역시 수성구 두산동,346000003720180014
1229,위탁관리,와이(y) 동물병원,053-791-7532,대구광역시 수성구 시지동,346000003720180005
1230,위탁관리,D caretel,***********,대구광역시 수성구 황금동,346000003720180010
1231,위탁관리,에피소드 동물병원,053-745-7975,대구광역시 수성구 만촌동,346000003720180012
1232,위탁관리,뭉개뭉개 애견호텔 유치원,***********,대구광역시 달서구 송현동,347000003720210023
1233,위탁관리,멍멍이 미용실,***********,대구광역시 달서구 두류동,347000003720210020
1234,위탁관리,개이쁜냥이,***********,대구광역시 달서구 상인동,347000003720210015
1235,위탁관리,꽃달아줄개,***********,대구광역시 달서구 죽전동,347000003720210009
1236,위탁관리,복독(DOG)방,0506-775-3737,대구광역시 달서구 송현동,347000003720210007
1237,위탁관리,우리동네 펫샵,053-635-6917,대구광역시 달서구 도원동,347000003720210006
1238,위탁관리,모모댕댕,***********,대구광역시 달서구 대곡동,347000003720210003
1239,위탁관리,미니펫스토리,***********,대구광역시 달서구 송현동,347000003720200023
1240,위탁관리,힐링펫,***********,대구광역시 달서구 신당동,347000003720200015
1241,위탁관리,개스트하우스,***********,대구광역시 달서구 감삼동,347000003720200013
1242,위탁관리,러블리독,0532020222,대구광역시 달서구 성당동,347000003720200011
1243,위탁관리,이서동물병원,0537190205,대구광역시 달서구 성당동,347000003720200008
1244,위탁관리,Time to grooming(타임투그루밍),***********,대구광역시 달서구 진천동,347000003720200005
1245,위탁관리,KINGs DOG,053-262-4046,대구광역시 달서구 대곡동,347000003720200002
1246,위탁관리,두류댕댕,***********,대구광역시 달서구 두류동,347000003720200001
1247,위탁관리,아름답개,***********,대구광역시 달서구 진천동,347000003720190014
1248,위탁관리,포펫츠,***********,대구광역시 달서구 송현동,347000003720190011
1249,위탁관리,함개하자냥,053-639-0028,대구광역시 달서구 월성동,347000003720190009
1250,위탁관리,개를 키우는 집사,053-572-5777,대구광역시 달서구 본동,347000003720190002
1251,위탁관리,The 이뻐지개 샵,053-587-2100,대구광역시 달서구 이곡동,347000003720180096
1252,위탁관리,에스엘 독,053-563-9900,대구광역시 달서구 장기동,347000003720180093
1253,위탁관리,제이엘동물병원,053-652-7582,대구광역시 달서구 상인동,347000003720180085
1254,위탁관리,앙쥬르펫살롱,***********,대구광역시 달서구 상인동,347000003720180087
1255,위탁관리,도도한 몽이네,***********,대구광역시 달서구 용산동,347000003720180089
1256,위탁관리,아이러브독도,053-285-3434,대구광역시 달서구 신당동,347000003720180077
1257,위탁관리,애플동물병원,053-633-1175,대구광역시 달서구 진천동,347000003720180073
1258,위탁관리,폼나개,053-636-3336,대구광역시 달서구 도원동,347000003720180072
1259,위탁관리,THE나은동물병원,053-759-0340,대구광역시 달서구 도원동,347000003720180070
1260,위탁관리,라파동물병원,053-557-7582,대구광역시 달서구 본리동,347000003720180063
1261,위탁관리,이솝동물병원,053-631-0209,대구광역시 달서구 대곡동,347000003720180061
1262,위탁관리,영블리 펫살롱,***********,대구광역시 달서구 상인동,347000003720180059
1263,위탁관리,마쵸,***********,대구광역시 달서구 죽전동,347000003720180053
1264,위탁관리,도그플레이스,053-635-8656,대구광역시 달서구 대곡동,347000003720180051
1265,위탁관리,퍼피독,053-625-5533,대구광역시 달서구 두류동,347000003720180043
1266,위탁관리,디어마이도그,070-8805-8542,대구광역시 달서구 월성동,347000003720180040
1267,위탁관리,한마음종합동물병원,053-555-7585,대구광역시 달서구 두류동,347000003720180033
1268,위탁관리,꿍이네,***********,대구광역시 달서구 감삼동,347000003720180029
1269,위탁관리,따시개,053-635-0007,대구광역시 달서구 유천동,347000003720180028
1270,위탁관리,캣츠앤,053-525-6890,대구광역시 달서구 장기동,347000003720180020
1271,위탁관리,퍼피랜드,053-583-4886,대구광역시 달서구 성당동,347000003720180018
1272,위탁관리,토토펫,053-561-9090,대구광역시 달서구 감삼동,347000003720180015
1273,위탁관리,용산종합동물병원,053-562-1132,대구광역시 달서구 감삼동,347000003720180010
1274,위탁관리,멍작교,***********,대구광역시 달성군 유가읍 봉리,348000003720210010
1275,위탁관리,보들보들,***********,대구광역시 달성군 구지면 응암리,348000003720210008
1276,위탁관리,멍멍아 놀자,***********,대구광역시 달성군 다사읍 매곡리,348000003720210006
1277,위탁관리,멍리버,***********,대구광역시 달성군 현풍읍 오산리,348000003720210003
1278,위탁관리,유아독존(Youre Dog Zone),***********,대구광역시 달성군 다사읍 세천리,348000003720200021
1279,위탁관리,(주)발넷이야,***********,대구광역시 달성군 가창면 냉천리,348000003720200019
1280,위탁관리,똥강아지,***********,대구광역시 달성군 다사읍 매곡리,348000003720200012
1281,위탁관리,퍼피솔루션,***********,대구광역시 달성군 다사읍 세천리,348000003720200009
1282,위탁관리 미용,분홍강아지,-,대구광역시 달성군 다사읍 서재리,348000003720200008
1283,위탁관리,몽그라미펫,0537107170,대구광역시 달성군 다사읍 죽곡리,348000003720200003
1284,위탁관리,개린이보호구역,0535871028,대구광역시 달성군 다사읍 세천리,348000003720200001
1285,위탁관리,커피멍,-,대구광역시 달성군 다사읍 서재리,348000003720190018
1286,위탁관리,력셔리독,053-581-2234,대구광역시 달성군 다사읍 매곡리,348000003720190017
1287,위탁관리,빵댕이 애견카페,***********,대구광역시 달성군 논공읍 북리,348000003720190014
1288,위탁관리,샤방샤방,053-285-7979,대구광역시 달성군 현풍읍 중리,348000003720190011
1289,위탁관리,대구착한동물병원,053-710-7582,대구광역시 달성군 다사읍 서재리,348000003720180049
1290,위탁관리,조이독,***********,대구광역시 달성군 다사읍 매곡리,348000003720180044
1291,위탁관리,이리와,053-615-4396,대구광역시 달성군 현풍읍 중리,348000003720180042
1292,위탁관리,솜결 애견샵,053-585-3863,대구광역시 달성군 다사읍 매곡리,348000003720180029
1293,위탁관리,밀크숑 애견샵,***********,대구광역시 달성군 다사읍 죽곡리,348000003720180027
1294,위탁관리,똥싼 강아지,053-639-2230,대구광역시 달성군 화원읍 천내리,348000003720180022
1295,위탁관리,명곡역 동물병원,053-633-7579,대구광역시 달성군 화원읍 명곡리,348000003720180017
1296,위탁관리,애견 부티크,053-588-4887,대구광역시 달성군 다사읍 매곡리,348000003720180019
1297,위탁관리,살롱드 퍼피,053-611-0505,대구광역시 달성군 유가읍 봉리,348000003720180015
1298,위탁관리,예뻐지냥,***********,대구광역시 달성군 화원읍 구라리,348000003720180012
1299,위탁관리,개이뻐,053-611-3974,대구광역시 달성군 현풍읍 중리,348000003720180010
1300,위탁관리,개털미는남자,***********,대구광역시 달성군 유가읍 봉리,348000003720180002
1301,위탁관리,AMI PET CONSULT,***********,인천광역시 중구 중산동,349000003720210015
1302,위탁관리,독존,***********,인천광역시 중구 남북동,349000003720210013
1303,위탁관리,마당개 놀이터,***********,인천광역시 중구 중산동,349000003720210010
1304,위탁관리,멜리애견유치원,***********,인천광역시 중구 중산동,349000003720210009
1305,위탁관리,봉쥬르멍멍,***********,인천광역시 중구 운서동,349000003720210006
1306,위탁관리,견과류,***********,인천광역시 중구 운북동,349000003720200009
1307,위탁관리,다모아유통,032-752-1688,인천광역시 중구 운북동,349000003720200008
1308,위탁관리 미용,러블리독,***********,인천광역시 중구 중산동,349000003720190011
1309,위탁관리,멍시앙,032-746-8843,인천광역시 중구 을왕동,349000003720190012
1310,위탁관리,나의 코코,-,인천광역시 중구 운북동,349000003720190009
1311,위탁관리 미용,캐리어 끄는 댕댕이,***********,인천광역시 중구 남북동,349000003720190005
1312,위탁관리,훈트가르텐,070-8113-0977,인천광역시 중구 중산동,349000003720190002
1313,위탁관리,개인플레이,***********,인천광역시 중구 운남동,349000003720190004
1314,위탁관리,독독,032-746-5055,인천광역시 중구 남북동,349000003720180027
1315,위탁관리 미용,펫38도씨,070-4145-8882,인천광역시 중구 운남동,349000003720180025
1316,전시 위탁관리 미용,우프우프,032-752-8588,인천광역시 중구 중산동,349000003720180020
1317,위탁관리 미용,숲속 동물병원,032-752-4575,인천광역시 중구 중산동,349000003720180017
1318,위탁관리,A.N.D (에이앤디),032-747-0669,인천광역시 중구 운남동,349000003720180016
1319,위탁관리,놀러가개? 나도놀개!,032-752-9944,인천광역시 중구 운남동,349000003720180014
1320,판매 위탁관리 미용,클래시 독스,***********,인천광역시 동구 송림동,350000003720210001
1321,판매 위탁관리 미용,개간지,***********,인천광역시 동구 송림동,350000003720190003
1322,판매 위탁관리 미용,뽀뽀숑도그,***********,인천광역시 동구 화수동,350000003720190002
1323,위탁관리 미용,힐링 펫 카페,032-772-8266,인천광역시 동구 송현동,350000003720180004
1324,판매 위탁관리 미용,멍살롱,***********,인천광역시 동구 화평동,350000003720180003
1325,위탁관리,펫？(#)시티,***********,인천광역시 미추홀구 용현동,351050003720210017
1326,위탁관리,와우바우 코퍼레이션,***********,인천광역시 미추홀구 용현동,351050003720210013
1327,수입 판매 전시 위탁관리 미용 운송,개떼라떼,***********,인천광역시 미추홀구 도화동,351050003720210010
1328,전시 위탁관리,봉봉애견카페호텔,***********,인천광역시 미추홀구 숭의동,351050003720210009
1329,위탁관리,신나개놀개,070-8882-7677,인천광역시 미추홀구 용현동,351050003720200027
1330,판매 위탁관리 미용,댕댕아야옹,-,인천광역시 미추홀구 문학동,351050003720200025
1331,위탁관리 미용,포인트동물의료센터,032-882-8275,인천광역시 미추홀구 용현동,351050003720200021
1332,위탁관리,개좋아,***********,인천광역시 미추홀구 도화동,351050003720200015
1333,판매 위탁관리 미용 운송,펫커트랜드,***********,인천광역시 미추홀구 주안동,351050003720200011
1334,위탁관리 미용,그로우펫,-,인천광역시 미추홀구 주안동,351050003720200006
1335,위탁관리 미용,멍뭉이애견샵,***********,인천광역시 미추홀구 용현동,351050003720200004
1336,위탁관리 미용,러브펫동물병원,032-889-6164,인천광역시 미추홀구 주안동,351050003720190035
1337,판매 위탁관리,어바웃펫,***********,인천광역시 미추홀구 주안동,351050003720190032
1338,위탁관리 미용,개조아,***********,인천광역시 미추홀구 숭의동,351050003720190031
1339,위탁관리 미용,학익동물병원,032-868-2626,인천광역시 미추홀구 학익동,351050003720190030
1340,위탁관리 미용,동그리멍,***********,인천광역시 미추홀구 도화동,351050003720190020
1341,위탁관리 미용,개쩔개,***********,인천광역시 미추홀구 용현동,351050003720190013
1342,위탁관리 미용,애견스토리,***********,인천광역시 미추홀구 주안동,351050003720190007
1343,위탁관리,멍튜브,070-7543-4208,인천광역시 미추홀구 주안동,351050003720190004
1344,판매 위탁관리 미용,오키독,***********,인천광역시 미추홀구 숭의동,351050003720190002
1345,위탁관리 미용,바른동물병원,032-876-8575,인천광역시 미추홀구 학익동,351050003720180042
1346,위탁관리 미용,Dear Johny,***********,인천광역시 미추홀구 주안동,351050003720180040
1347,위탁관리,버블멍,***********,인천광역시 미추홀구 숭의동,351050003720180037
1348,위탁관리,아이러브펫AC,032-875-7566,인천광역시 미추홀구 용현동,351050003720180031
1349,위탁관리 미용,똥개이발소,032-887-2829,인천광역시 미추홀구 숭의동,351050003720180025
1350,위탁관리 미용,펫앤펫,032-432-8557,인천광역시 미추홀구 주안동,351050003720180026
1351,위탁관리 미용,우리집 강아지,***********,인천광역시 미추홀구 주안동,351050003720180019
1352,위탁관리 미용,러블리 강아지,***********,인천광역시 미추홀구 숭의동,351050003720180012
1353,위탁관리 미용,파리 애견스타일,***********,인천광역시 미추홀구 학익동,351050003720180003
1354,위탁관리 미용,이쁜강아지,***********,인천광역시 미추홀구 문학동,351050003720180001
1355,판매 전시 위탁관리 미용,캣썸플레이스,***********,인천광역시 미추홀구 주안동,351000003720180016
1356,판매 위탁관리,오월펫,***********,인천광역시 미추홀구 도화동,351000003720180015
1357,위탁관리 미용,강아지 친구,***********,인천광역시 미추홀구 용현동,351000003720180013
1358,위탁관리 미용,아지세상(애견？),***********,인천광역시 미추홀구 주안동,351000003720180012
1359,위탁관리 미용,똥개마을,***********,인천광역시 미추홀구 용현동,351000003720180008
1360,위탁관리 미용,아라종합동물병원,032-886-0079,인천광역시 미추홀구 주안동,351000003720180004
1361,위탁관리 미용,꿈꾸는강아지,***********,인천광역시 미추홀구 관교동,351000003720180005
1362,판매 위탁관리 미용,펫앤펫 인천점 강아지의 모든것,***********,인천광역시 미추홀구 주안동,351000003720110007
1363,위탁관리,하이포우(hipaw),032-228-6138,인천광역시 연수구 송도동,352000003720210023
1364,위탁관리,퍼피도레미(PUPPY DOREMI),-,인천광역시 연수구 송도동,352000003720210021
1365,위탁관리,요미와 친구들,***********,인천광역시 연수구 송도동,352000003720210018
1366,위탁관리,댕댕쓰,-,인천광역시 연수구 옥련동,352000003720210015
1367,위탁관리,콩순이네 애견 미용실,032-811-5004,인천광역시 연수구 선학동,352000003720210011
1368,위탁관리,아름다운동물병원,032-834-7583,인천광역시 연수구 송도동,352000003720200015
1369,위탁관리 미용,88 개발소,***********,인천광역시 연수구 송도동,352000003720200013
1370,위탁관리 미용,도그트리,***********,인천광역시 연수구 옥련동,352000003720200008
1371,위탁관리,아소비 퍼피스,***********,인천광역시 연수구 송도동,352000003720200005
1372,위탁관리 미용,개편한세상,***********,인천광역시 연수구 연수동,352000003720200003
1373,위탁관리,바로나도(송도점),032-310-9828,인천광역시 연수구 송도동,352000003720200001
1374,위탁관리 미용,우리집강아지,032-832-3063,인천광역시 연수구 송도동,352000003720190029
1375,위탁관리,"호텔,멍",-,인천광역시 연수구 청학동,352000003720190027
1376,위탁관리,별다섯 개,***********,인천광역시 연수구 송도동,352000003720190020
1377,판매 위탁관리,야옹아놀자,0328128004,인천광역시 연수구 연수동,352000003720190019
1378,판매 전시 위탁관리 미용,멍멍으르렁컹컹 부대찌개,***********,인천광역시 연수구 연수동,352000003720190018
1379,위탁관리 미용,라파엘동물병원,032-777-0975,인천광역시 연수구 송도동,352000003720190013
1380,위탁관리 미용,몽몽드(mon mon de),032-212-5050,인천광역시 연수구 선학동,352000003720190012
1381,위탁관리 미용,고양이 호텔 듀이(DEWEY),032-831-6261,인천광역시 연수구 송도동,352000003720190010
1382,위탁관리 미용,사랑스럽개,***********,인천광역시 연수구 옥련동,352000003720190004
1383,판매 위탁관리 미용,버블멍,032-811-7737,인천광역시 연수구 연수동,352000003720190003
1384,위탁관리 미용,"언제나,너와",032-822-8522,인천광역시 연수구 동춘동,352000003720180046
1385,위탁관리 미용,소중한 개,032-833-7166,인천광역시 연수구 옥련동,352000003720180045
1386,위탁관리,주주 동물병원,***********,인천광역시 연수구 송도동,352000003720180043
1387,위탁관리 미용,아프리카 동물병원,032-833-7575,인천광역시 연수구 옥련동,352000003720180042
1388,위탁관리 미용,숑숑 그루밍,***********,인천광역시 연수구 송도동,352000003720180041
1389,위탁관리 미용,디오 동물병원,032-815-8275,인천광역시 연수구 송도동,352000003720180040
1390,판매 위탁관리,시바나라,***********,인천광역시 연수구 송도동,352000003720180038
1391,위탁관리 미용,미라클 동물병원,032-832-1175,인천광역시 연수구 송도동,352000003720180037
1392,위탁관리 미용,24시 송도힐 동물메디컬센터,032-834-7275,인천광역시 연수구 송도동,352000003720180032
1393,위탁관리 미용,커멍베이비,***********,인천광역시 연수구 청학동,352000003720180030
1394,위탁관리 미용,웰 동물병원,032-819-2852,인천광역시 연수구 청학동,352000003720180031
1395,판매 위탁관리 미용 운송,블루큐브,***********,인천광역시 연수구 연수동,352000003720180026
1396,판매 위탁관리 미용 운송,멍쮸,032-812-9009,인천광역시 연수구 연수동,352000003720180025
1397,위탁관리 미용,사랑이넘치는 동물병원,032-858-0075,인천광역시 연수구 송도동,352000003720180020
1398,위탁관리 미용,루루 반려견,032-833-6118,인천광역시 연수구 송도동,352000003720180017
1399,위탁관리 미용,(주)이마트 연수점,032-820-1290,인천광역시 연수구 동춘동,352000003720180011
1400,위탁관리,러블리펫,032-831-5703,인천광역시 연수구 옥련동,352000003720180008
1401,위탁관리,가이아의 정원,***********,인천광역시 남동구 운연동,353000003720210025
1402,위탁관리,쁘띠펫,***********,인천광역시 남동구 구월동,353000003720210016
1403,위탁관리,학교종이 댕댕댕,***********,인천광역시 남동구 간석동,353000003720210011
1404,위탁관리,멍머니,***********,인천광역시 남동구 서창동,353000003720210008
1405,위탁관리,주인아 미용하고가,***********,인천광역시 남동구 간석동,353000003720210001
1406,위탁관리,블링캣,***********,인천광역시 남동구 만수동,353000003720200025
1407,위탁관리,멍멍살롱,***********,인천광역시 남동구 구월동,353000003720200009
1408,위탁관리,별이애견샵,032-815-0050,인천광역시 남동구 구월동,353000003720200006
1409,위탁관리,펫피,***********,인천광역시 남동구 수산동,353000003720200003
1410,위탁관리,멍크릿가든,***********,인천광역시 남동구 구월동,353000003720200001
1411,위탁관리,saury007 애견호텔,***********,인천광역시 남동구 구월동,353000003720190051
1412,위탁관리,파파독,***********,인천광역시 남동구 간석동,353000003720190049
1413,위탁관리,유앤미펫 본점,1670-2699,인천광역시 남동구 간석동,353000003720190043
1414,위탁관리,새로,***********,인천광역시 남동구 논현동,353000003720190042
1415,위탁관리,멍피스,***********,인천광역시 남동구 구월동,353000003720190035
1416,위탁관리,미스터 몽,032-428-1004,인천광역시 남동구 논현동,353000003720190028
1417,위탁관리,베스트프렌 독,***********,인천광역시 남동구 구월동,353000003720190016
1418,위탁관리,왕왕애견샵,032-462-7558,인천광역시 남동구 만수동,353000003720190014
1419,위탁관리,해와달 동물병원,032-431-7580,인천광역시 남동구 논현동,353000003720190012
1420,위탁관리,콩콩펫살롱,***********,인천광역시 남동구 구월동,353000003720190010
1421,위탁관리,개스트하우스,***********,인천광역시 남동구 간석동,353000003720190007
1422,위탁관리,펫스타일,032-819-1305,인천광역시 남동구 만수동,353000003720190001
1423,위탁관리,애견용품 창고형 할인매장,032-471-0289,인천광역시 남동구 만수동,353000003720180173
1424,위탁관리,애견호텔 휴개소,032-465-2263,인천광역시 남동구 만수동,353000003720180170
1425,위탁관리,리틀독,***********,인천광역시 남동구 간석동,353000003720180167
1426,위탁관리,알콩몰콩펫샵,032-464-8123,인천광역시 남동구 간석동,353000003720180160
1427,위탁관리,멍멍S,***********,인천광역시 남동구 간석동,353000003720180148
1428,위탁관리,허니펫,032-424-6777,인천광역시 남동구 간석동,353000003720180146
1429,위탁관리,언더독,032-441-1120,인천광역시 남동구 논현동,353000003720180144
1430,위탁관리,인천개공원 카페,032-461-6021,인천광역시 남동구 장수동,353000003720180140
1431,위탁관리,헬로멍멍,032-424-0095,인천광역시 남동구 논현동,353000003720180136
1432,위탁관리,퍼피프린스,032-715-7778,인천광역시 남동구 만수동,353000003720180132
1433,위탁관리,냥이랑도그,032-433-9332,인천광역시 남동구 논현동,353000003720180128
1434,위탁관리,멍스타,032-439-0902,인천광역시 남동구 간석동,353000003720180124
1435,위탁관리,포레스트 펫,***********,인천광역시 남동구 논현동,353000003720180122
1436,위탁관리,멍집사,032-422-1990,인천광역시 남동구 구월동,353000003720180118
1437,위탁관리,파스텔LC동물병원,032-431-7975,인천광역시 남동구 간석동,353000003720180126
1438,위탁관리,백슬동물병원,032-437-7582,인천광역시 남동구 구월동,353000003720180111
1439,위탁관리,개조은날,***********,인천광역시 남동구 논현동,353000003720180113
1440,위탁관리,도그살롱초코,***********,인천광역시 남동구 간석동,353000003720180108
1441,위탁관리,몽실하개,***********,인천광역시 남동구 간석동,353000003720180105
1442,위탁관리,보듬동물병원,032-467-0275,인천광역시 남동구 서창동,353000003720180099
1443,위탁관리,컴투펫 인천점,***********,인천광역시 남동구 간석동,353000003720180090
1444,위탁관리,물빛동물병원,032-468-7975,인천광역시 남동구 서창동,353000003720180094
1445,위탁관리,사랑스럽개,032-422-0912,인천광역시 남동구 구월동,353000003720180101
1446,위탁관리,마이펫동물병원,032-428-8275,인천광역시 남동구 간석동,353000003720180087
1447,위탁관리,플란다스,032-473-1333,인천광역시 남동구 서창동,353000003720180082
1448,위탁관리,세우리동물병원,032-463-9066,인천광역시 남동구 간석동,353000003720180078
1449,위탁관리,24시 소래동물병원,032-438-3227,인천광역시 남동구 논현동,353000003720180068
1450,위탁관리,하이바이펫,032-432-2168,인천광역시 남동구 논현동,353000003720180073
1451,위탁관리,아르떼펫샵,***********,인천광역시 남동구 구월동,353000003720180070
1452,위탁관리,도그플러스 동물병원 간석점,032-862-0975,인천광역시 남동구 간석동,353000003720180063
1453,위탁관리,맘편하개,032-428-1253,인천광역시 남동구 간석동,353000003720180065
1454,위탁관리,똥강아지,070-4042-7072,인천광역시 남동구 남촌동,353000003720180055
1455,위탁관리,너티독하우스,032-469-0118,인천광역시 남동구 수산동,353000003720180052
1456,위탁관리,해피몽,032-467-9654,인천광역시 남동구 구월동,353000003720180049
1457,위탁관리,뾰로롱,***********,인천광역시 남동구 구월동,353000003720180045
1458,위탁관리,준애견샵,032-465-9955,인천광역시 남동구 만수동,353000003720180042
1459,위탁관리,퍼스트독,032-465-9606,인천광역시 남동구 서창동,353000003720180040
1460,위탁관리,쓰담쓰담애견카페,***********,인천광역시 남동구 만수동,353000003720180039
1461,위탁관리,master grooming,-,인천광역시 남동구 서창동,353000003720180032
1462,위탁관리,마이펫,-,인천광역시 남동구 만수동,353000003720180027
1463,위탁관리,두산이네 애견샵,***********,인천광역시 남동구 구월동,353000003720180019
1464,위탁관리,개편한세상,032-469-2223,인천광역시 남동구 간석동,353000003720180013
1465,위탁관리,도그아지트,032-212-4586,인천광역시 남동구 만수동,353000003720180008
1466,위탁관리,아이퍼피 강아지고양이 인천점,***********,인천광역시 부평구 갈산동,354000003720210018
1467,위탁관리,트리멍마마,032-503-2211,인천광역시 부평구 부평동,354000003720210005
1468,위탁관리,멍블리,***********,인천광역시 부평구 부평동,354000003720210007
1469,위탁관리,뷰티나개 이쁘냥,***********,인천광역시 부평구 부평동,354000003720210003
1470,위탁관리,댕이랑,***********,인천광역시 부평구 부평동,354000003720200035
1471,위탁관리,레인보우 독,032-516-2655,인천광역시 부평구 산곡동,354000003720200031
1472,위탁관리,멍생멍사,032-511-5371,인천광역시 부평구 삼산동,354000003720200028
1473,위탁관리,황언니 펫살롱,***********,인천광역시 부평구 산곡동,354000003720200027
1474,위탁관리,펫사랑 동물병원,***********,인천광역시 부평구 산곡동,354000003720200022
1475,위탁관리,개화,***********,인천광역시 부평구 갈산동,354000003720200015
1476,위탁관리,아스타 펫 살롱,***********,인천광역시 부평구 부개동,354000003720200012
1477,위탁관리,팻패밀리,***********,인천광역시 부평구 삼산동,354000003720200003
1478,위탁관리,해피댕댕이,***********,인천광역시 부평구 부평동,354000003720190036
1479,위탁관리,쿠쿠네 애견카페,***********,인천광역시 부평구 부개동,354000003720190029
