,구분,업체명,전화번호,소재지,인허가번호
342,전시,까페 개정촌,070-7763-1105,경기도 시흥시 정왕동,401000003720180051
343,전시,고양이를부탁해,-,경기도 군포시 산본동,402000003720200011
344,전시,퍼피포레스트,***********,경기도 군포시 도마교동,402000003720200002
345,전시,엘로이 애견놀이터&호텔,07082899022,경기도 군포시 금정동,402000003720180006
346,수입 전시 운송,퍼피앤유,***********,경기도 하남시 망월동,404000003720210027
347,전시 위탁관리,세이멍,031-792-2003,경기도 하남시 망월동,404000003720200019
348,전시,요정출몰지역(패심),070-7769-3500,경기도 하남시 감일동,404000003720190002
349,전시,멍s독 애견 CAFE Da,***********,경기도 용인시 기흥구 보라동,563000003720210017
350,전시,레이크 더 독,***********,경기도 용인시 처인구 남사읍 북리,562000003720200019
351,전시,펠리스빼로,0507-1424-3352,경기도 용인시 기흥구 고매동,563000003720200002
352,전시,큐티멍,***********,경기도 용인시 수지구 신봉동,564000003720190008
353,전시,댕체스터,***********,경기도 용인시 처인구 양지면 제일리,562000003720190001
354,전시,꼬냥꼬냥 고양이카페,031-261-6662,경기도 용인시 수지구 죽전동,564000003720180039
355,전시,퍼스트가든 동물카페,-,경기도 파주시 상지석동,406000003720200043
356,전시,퍼스트가든 동물카페,-,경기도 파주시 상지석동,406000003720200044
357,전시,임대 동물카페,-,경기도 파주시 상지석동,406000003720200042
358,전시,고고펫,-,경기도 파주시 서패동,406000003720200020
359,전시,놀러오개,031-944-6520,경기도 파주시 야당동,406000003720180114
360,전시,으르렁애견카페,031-947-1981,경기도 파주시 동패동,406000003720180047
361,전시,파주24시동물병원,031-944-5575,경기도 파주시 목동동,406000003720180040
362,전시,더블유펫 테마파크,031-947-1998,경기도 파주시 탄현면 만우리,406000003720180021
363,전시,펫피랜드,***********,경기도 안성시 원곡면 성주리,408000003720200009
364,전시,더누리개,***********,경기도 김포시 풍무동,409000003720210041
365,전시,(주) 피싱파크 진산각,***********,경기도 김포시 감정동,409000003720200076
366,전시,퍼피앤유 김포점,***********,경기도 김포시 장기동,409000003720200070
367,전시,자랑하개,031-988-0881,경기도 김포시 대곶면 대명리,409000003720200064
368,전시,개랑 놀려고 차린 집,***********,경기도 김포시 양촌읍 석모리,409000003720200056
369,전시,아우야,-,경기도 김포시 운양동,409000003720200051
370,전시,견복궁,-,경기도 김포시 운양동,409000003720200049
371,전시,야행성,***********,경기도 김포시 감정동,409000003720200024
372,전시,더 불리 하우스,***********,경기도 김포시 통진읍 서암리,409000003720200022
373,전시,어스독,***********,경기도 김포시 양촌읍 구래리,409000003720200017
374,전시,독탑라운지,***********,경기도 김포시 구래동,409000003720200008
375,전시,젤리네 하우스,031-997-0292,경기도 김포시 월곶면 고막리,409000003720190104
376,전시,독고캣,***********,경기도 김포시 장기동,409000003720190081
377,전시,미어캣인더시티,***********,경기도 김포시 구래동,409000003720190071
378,전시,파머스클럽,031-988-3241,경기도 김포시 풍무동,409000003720190056
379,전시,(주)펫가,***********,경기도 김포시 고촌읍 전호리,409000003720190016
380,전시,카페몽몽,***********,경기도 김포시 구래동,409000003720180041
381,전시,베베(BEBE),***********,경기도 가평군 가평읍 읍내리,416000003720210002
382,전시,사마소,***********,경기도 가평군 북면 목동리,416000003720190013
383,전시,씽크독,031-585-7003,경기도 가평군 청평면 대성리,416000003720190006
384,전시,겨울이 머무는 집,***********,경기도 양평군 양평읍 봉성리,417000003720190026
385,전시,들어오시개,***********,경기도 양평군 용문면 마룡리,417000003720180046
386,전시,문리버펫,***********,경기도 양평군 서종면 문호리,417000003720180033
387,전시,발바닥애견카페,***********,강원도 춘천시 동내면 거두리,418000003720200008
388,전시,용산559,***********,강원도 춘천시 신북읍 용산리,418000003720200005
389,전시,ADAM&PET,***********,강원도 춘천시 후평동,418000003720200004
390,전시,도그 스테이블,033-264-0024,강원도 춘천시 석사동,418000003720190014
391,전시,엔젤펫 카페,241-8233,강원도 춘천시 후평동,418000003720180055
392,전시,반갑다 창문밖 고양이,2448636,강원도 춘천시 교동,418000003720180042
393,전시,히포코코,033-253-3523,강원도 춘천시 조양동,418000003720180009
394,전시,레인보우클라우드,033-241-1214,강원도 춘천시 후평동,418000003720180007
395,전시,화이트클라우드,033-765-0999,강원도 원주시 판부면 서곡리,419000003720210008
396,전시,견묘당,***********,강원도 원주시 소초면 흥양리,419000003720200017
397,판매 전시,해피주 동물카페 원주점,***********,강원도 원주시 반곡동,419000003720190013
398,판매 전시 위탁관리,박순호의 아이슬란드,***********,강원도 원주시 소초면 교항리,419000003720190010
399,전시 위탁관리,왈왈이 (무실점),0337326433,강원도 원주시 무실동,419000003720180021
400,전시 위탁관리,강아지집,0337456685,강원도 원주시 일산동,419000003720180024
401,전시 위탁관리 미용,왈와리 (단구점),-,강원도 원주시 단구동,419000003720180020
402,판매 전시,요술곰 동물원,***********,강원도 원주시 단구동,419000003720180011
403,전시 위탁관리 운송,파인독(pine dog),***********,강원도 강릉시 사천면 노동리,420000003720210009
404,전시,콩이네하우스,***********,강원도 강릉시 구정면 학산리,420000003720210003
405,전시,쓰담쓰담,***********,강원도 강릉시 임당동,420000003720200016
406,전시 위탁관리,갬성DOG,***********,강원도 강릉시 내곡동,420000003720200015
407,판매 전시,비비안,033-648-1100,강원도 강릉시 사천면 사천진리,420000003720200014
408,전시 위탁관리,서당개,***********,강원도 강릉시 포남동,420000003720200009
409,전시,해피주 동물카페 강릉점,***********,강원도 강릉시 입암동,420000003720200003
410,전시 위탁관리 운송,댕댕클럽,647-7000,강원도 강릉시 홍제동,420000003720180040
411,전시 위탁관리,도그라운드,070-5017-5900,강원도 강릉시 옥천동,420000003720180038
412,전시,개스토랑 인 위촌길 299,070-7787-4733,강원도 강릉시 성산면 위촌리,420000003720180037
413,전시 위탁관리 미용,플레이독애견카페,070-7799-8525,강원도 강릉시 교동,420000003720180031
414,전시 위탁관리 운송,개들의왕국,***********,강원도 강릉시 구정면 학산리,420000003720180028
415,전시,안녕고양이,922-6611,강원도 강릉시 임당동,420000003720180022
416,전시 위탁관리 운송,개버랜드,646-2375,강원도 강릉시 구정면 여찬리,420000003720180023
417,전시,멍뭉이,645-2705,강원도 강릉시 노암동,420000003720180012
418,판매 전시,MODERN CAT,645-9800,강원도 강릉시 지변동,420000003720180013
419,전시 위탁관리 미용,모모몽 애견까페,***********,강원도 동해시 천곡동,421000003720180006
420,전시 위탁관리,몽글몽글 애견카페,033-553-4940,강원도 태백시 황지동,422000003720180008
421,전시,캣독카페,***********,강원도 태백시 황지동,422000003720180005
422,전시 위탁관리,나나 Dog,***********,강원도 속초시 노학동,423000003720200011
423,수입 판매 전시,냥이네 호수,***********,강원도 속초시 조양동,423000003720200007
424,판매 전시 위탁관리 미용,둥개둥개,***********,강원도 속초시 조양동,423000003720200006
425,전시 위탁관리,어도러블독,033-433-3631,강원도 홍천군 홍천읍 갈마곡리,425000003720180011
426,전시 미용,똥꼬냥이,***********,강원도 홍천군 홍천읍 신장대리,425000003720180009
427,수입 판매 전시 위탁관리 미용 운송,검단켄빌,***********,강원도 평창군 대화면 하안미리,428000003720180005
428,전시,정선아기동물농장,0335625969,강원도 정선군 화암면 화암리,429000003720210001
429,전시,더 퍼피즈 블루오션 쿡,***********,강원도 양양군 강현면 정암리,435000003720190003
430,전시,스타펫미팅,-,충청북도 충주시 성서동,439000003720190004
431,전시,견궁,***********,충청북도 충주시 성남동,439000003720180025
432,전시 위탁관리,고고독,***********,충청북도 진천군 이월면 신월리,445000003720190004
433,전시,돌봄,041-551-7515,충청남도 천안시 서북구 불당동,566000003720200010
434,전시,히어로플레이파크 천안지점,041-903-2233,충청남도 천안시 서북구 불당동,566000003720190025
435,전시,앵무새퀘이커,041-581-7393,충청남도 천안시 서북구 성환읍 성환리,566000003720190020
436,전시,재리쥬,***********,충청남도 천안시 동남구 병천면 도원리,565000003720190012
437,전시,꽃분이네,***********,충청남도 천안시 동남구 신방동,565000003720190003
438,전시,펫카페 키워보리,070-8844-2220,충청남도 천안시 서북구 백석동,566000003720190003
439,전시,이츠독,041-900-4567,충청남도 천안시 동남구 신부동,565000003720180069
440,전시,맑음,***********,충청남도 천안시 동남구 유량동,565000003720180066
441,전시,더캣(천안점),***********,충청남도 천안시 동남구 신부동,565000003720180006
442,전시,꽁냥꽁냥 고양이카페,***********,충청남도 공주시 신관동,450000003720180014
443,전시,몽쁘띠끄,***********,충청남도 아산시 득산동,452000003720210009
444,전시,리틀 펫 카페 호텔,***********,충청남도 아산시 배방읍 북수리,452000003720200011
445,전시,왈왈 펫카페,041-534-1470,충청남도 아산시 모종동,452000003720200005
446,전시,프리티쥬,***********,충청남도 아산시 장존동,452000003720180069
447,전시,Dear.bebe(디어배베),***********,충청남도 서산시 석남동,453000003720200003
448,전시,개편한 세상,***********,충청남도 서산시 동문동,453000003720190013
449,전시,킹스독,***********,충청남도 서산시 갈산동,453000003720190007
450,전시,펫츠라이프,041-669-4519,충청남도 서산시 동문동,453000003720180026
451,전시 위탁관리,리멤버파크,041-735-1700,충청남도 논산시 연산면 청동리,454000003720180022
452,전시,홀리데이 펫,***********,충청남도 금산군 진산면 만악리,455000003720210003
453,전시 위탁관리 미용,놀다가개,***********,충청남도 홍성군 홍성읍 남장리,460000003720180016
454,판매 전시 위탁관리 미용 운송,야옹아 멍멍 해바,***********,충청남도 홍성군 홍성읍 오관리,460000003720180015
455,판매 전시 위탁관리 미용,개 최고,***********,충청남도 홍성군 홍성읍 오관리,460000003720180002
456,전시 위탁관리 미용 운송,오픈더독,***********,전라북도 전주시 덕진구 덕진동2가,464000003720200016
457,판매 전시,뱅갈온니,***********,전라북도 전주시 덕진구 인후동1가,464000003720200013
458,전시 위탁관리,몽들(MONGDLE),***********,전라북도 전주시 완산구 서서학동,464000003720200012
459,전시,Hash,***********,전라북도 전주시 완산구 고사동,464000003720200005
460,전시 위탁관리,포롱도그,***********,전라북도 전주시 완산구 서신동,464000003720190016
461,전시,냥이숑숑다방,0639019804,전라북도 전주시 덕진구 덕진동1가,464000003720190003
462,판매 전시 위탁관리 미용,1%애견명가,***********,전라북도 전주시 완산구 중화산동2가,464000003720180054
463,전시,하룻강아지,***********,전라북도 전주시 완산구 중앙동1가,464000003720180034
464,전시 위탁관리,까페아지,2214419,전라북도 전주시 완산구 효자동3가,464000003720180013
465,판매 전시,묘한커피,***********,전라북도 전주시 덕진구 우아동1가,464000003720180004
466,전시 위탁관리,독타곤,***********,전라북도 전주시 완산구 효자동3가,464000003720180003
467,전시 위탁관리 미용 운송,반달,0634681333,전라북도 군산시 수송동,467000003720210008
468,전시 위탁관리 미용,여긴몽가?,***********,전라북도 군산시 지곡동,467000003720210004
469,전시 위탁관리 미용 운송,나와놀개,***********,전라북도 군산시 미룡동,467000003720200012
470,판매 전시 위탁관리 미용,애견 유치원 놀러오개,063-446-0311,전라북도 군산시 미원동,467000003720200005
471,전시 위탁관리,반달,063-468-1333,전라북도 군산시 수송동,467000003720200001
472,전시,고양이와 함께하는 오렌지,***********,전라북도 군산시 미룡동,467000003720200002
473,전시 위탁관리 미용,플레이 그라운드,***********,전라북도 군산시 산북동,467000003720190016
474,전시 위탁관리,리틀포레스트,***********,전라북도 군산시 옥구읍 선제리,467000003720190014
475,전시 위탁관리 미용,개린이놀이터,063-465-4363,전라북도 군산시 문화동,467000003720190002
476,판매 전시 위탁관리 미용,고양이랑놀자,***********,전라북도 군산시 수송동,467000003720190001
477,전시 위탁관리 미용,루이야학교가자,***********,전라북도 군산시 미장동,467000003720180008
478,전시 위탁관리,개토피아,***********,전라북도 익산시 만석동,468000003720210004
479,판매 전시,액션하우스,063-861-0976,전라북도 익산시 함열읍 석매리,468000003720190012
480,전시 위탁관리,굿독,063-831-8599,전라북도 익산시 어양동,468000003720190008
481,판매 전시 위탁관리,유앤독,***********,전라북도 익산시 신동,468000003720180013
482,판매 전시 미용,둘리애견,***********,전라북도 정읍시 시기동,469000003720210002
483,전시 위탁관리 미용,댕댕플래닛,***********,전라북도 정읍시 시기동,469000003720210001
484,전시 위탁관리 미용,도그조아,***********,전라북도 정읍시 시기동,469000003720190003
485,전시 위탁관리,다독다독애견카페,063-533-3339,전라북도 정읍시 수성동,469000003720180012
486,전시 위탁관리 미용,김제호두마루애견카페샵,***********,전라북도 김제시 만경읍 대동리,471000003720180004
487,전시 위탁관리,Domus(도무스),***********,전라남도 목포시 용해동,480000003720200014
488,전시 위탁관리,개구쟁이차세대반려견,***********,전라남도 목포시 용당동,480000003720200006
489,전시,냥이의하루,***********,전라남도 목포시 무안동,480000003720200002
490,전시,카페 모퉁이,***********,전라남도 목포시 상동,480000003720190008
491,전시,논다 유기묘 입양카페,***********,전라남도 목포시 산정동,480000003720180018
492,전시,똥꼬발랄,***********,전라남도 목포시 용해동,480000003720180010
493,판매 전시 위탁관리,팜K,***********,전라남도 여수시 문수동,481000003720200003
494,전시 위탁관리 미용,개스트하우스,061-682-9514,전라남도 여수시 학동,481000003720200001
495,전시 위탁관리,아잉독 애견카페,061-652-1125,전라남도 여수시 미평동,481000003720190018
496,전시,웅천애견까페,061-692-0507,전라남도 여수시 웅천동,481000003720180058
497,전시,노는개제일좋아,***********,전라남도 여수시 여서동,481000003720180060
498,전시,해피투게독 동물전시업,***********,전라남도 여수시 소호동,481000003720180040
499,전시 위탁관리 미용,조물조물,061-723-1401,전라남도 순천시 왕지동,482000003720200003
500,판매 전시,별다방 고양이,***********,전라남도 순천시 신대리,482000003720190002
501,전시 위탁관리 미용 운송,독앤트리,726-0451,전라남도 순천시 신대리,482000003720180013
502,판매 전시 위탁관리 미용 운송,주식회사 개밥컴퍼니,***********,전라남도 순천시 가곡동,482000003720180015
503,전시,다락방고양이,***********,전라남도 순천시 저전동,482000003720180011
504,전시 위탁관리 미용,ALF 순천점,***********,전라남도 순천시 왕지동,482000003720180014
505,전시 위탁관리 운송,러브인도그,***********,전라남도 나주시 남평읍 동사리,483000003720210001
506,전시,플레이그라운독,***********,전라남도 나주시 다시면 회진리,483000003720200007
507,판매 전시 위탁관리 미용,개편한이발소,***********,전라남도 나주시 빛가람동,483000003720200001
508,전시 위탁관리 미용,브릴랑시앙,***********,전라남도 나주시 빛가람동,483000003720180011
509,전시 위탁관리 미용,플레이 바우,***********,전라남도 광양시 광양읍 우산리,484000003720210001
510,전시 위탁관리,개편한세상,-,전라남도 광양시 광양읍 구산리,484000003720190006
511,전시 위탁관리,느루,070-8860-3903,전라남도 광양시 광영동,484000003720190001
512,판매 전시 위탁관리 미용,더펫,061-791-8977,전라남도 광양시 마동,484000003720180014
513,전시 위탁관리 미용,"안녕, 멍멍아",***********,전라남도 광양시 광양읍 칠성리,484000003720180005
514,전시 위탁관리 미용,자주오개 까까보개,***********,전라남도 광양시 중동,484000003720180003
515,전시,펫블리,06-857-5559,전라남도 보성군 벌교읍 벌교리,489000003720210004
516,전시 위탁관리,숲,***********,전라남도 화순군 도곡면 천암리,490000003720190001
517,전시 위탁관리,도담도담,070-8810-6303,전라남도 화순군 한천면 금전리,490000003720180006
518,전시 위탁관리,잘놀개잘살개,***********,전라남도 화순군 화순읍 삼천리,490000003720180002
519,판매 전시 위탁관리 미용,멍이랑옹이랑,***********,전라남도 장흥군 장흥읍 건산리,491000003720190002
520,전시 위탁관리 미용,프리런,***********,전라남도 해남군 황산면 원호리,493000003720200002
521,전시,견생공감,***********,전라남도 무안군 삼향읍 남악리,495000003720210008
522,판매 전시 위탁관리 미용,견생라이프,***********,전라남도 무안군 삼향읍 남악리,495000003720200005
523,전시 위탁관리,랑독,***********,전라남도 무안군 삼향읍 남악리,495000003720200003
524,전시 위탁관리 미용 운송,스퀘어독스 롯데남악점,***********,전라남도 무안군 삼향읍 남악리,495000003720200002
525,판매 전시 위탁관리 미용,개편한세상,***********,전라남도 영광군 영광읍 녹사리,497000003720190003
526,전시,카페 써니힐,***********,전라남도 장성군 남면 마령리,498000003720180003
527,전시 위탁관리,개편한세상,***********,경상북도 포항시 북구 환호동,502000003720200007
528,전시 위탁관리 미용,애견카페 펍 곰곰,***********,경상북도 포항시 북구 양덕동,502000003720200002
529,전시 위탁관리 미용,마오네 문덕점,054-291-4656,경상북도 포항시 남구 오천읍 문덕리,502000003720190027
530,전시,여기서 놀개,***********,경상북도 포항시 남구 오천읍 원리,502000003720190026
531,전시 위탁관리 미용,퍼니퍼피,054-242-8287,경상북도 포항시 북구 양덕동,502000003720190025
532,전시 위탁관리,아토맘 수제간식,***********,경상북도 포항시 남구 오천읍 원리,502000003720190011
533,전시 위탁관리 미용,태담이네 하우스,***********,경상북도 포항시 남구 연일읍 학전리,502000003720190001
534,전시 위탁관리 미용,마오네(1호점),***********,경상북도 포항시 북구 장성동,502000003720180051
535,전시,라미닥,0542842227,경상북도 포항시 남구 송도동,502000003720180050
536,전시 위탁관리 미용,이층집고양이,***********,경상북도 포항시 북구 대흥동,502000003720180025
537,판매 전시 위탁관리 미용,디에이뉴(우리개예쁘냥),050713561400,경상북도 경주시 황성동,505000003720210002
538,판매 전시,미어켓 파크,***********,경상북도 경주시 사정동,505000003720200010
539,전시 위탁관리 미용 운송,네모강아지,***********,경상북도 경주시 강동면 단구리,505000003720190004
540,전시,히어로키즈파크,054-624-1009,경상북도 경주시 노서동,505000003720190003
541,전시 위탁관리 미용,개지중지,***********,경상북도 경주시 강동면 유금리,505000003720180021
542,전시 위탁관리 미용,아지트,054-776-2776,경상북도 경주시 천북면 오야리,505000003720180017
543,전시 위탁관리 미용 운송,놀다가시개,054-434-2389,경상북도 김천시 신음동,506000003720210001
544,전시 위탁관리 미용,마킹커피(Marking Coffee),***********,경상북도 김천시 율곡동,506000003720190009
545,전시 위탁관리,동악골레드탑앙독스,-,경상북도 안동시 와룡면 중가구리,507000003720200002
546,전시 위탁관리 미용,미스터멍,***********,경상북도 안동시 정상동,507000003720190005
547,전시,강아지를부탁해(돌봄),-,경상북도 안동시 옥동,507000003720180003
548,전시 위탁관리 미용,월 스트리트 애견유치원,-,경상북도 구미시 인의동,508000003720210016
549,전시,CATS TIME CAFE,070-8864-3000,경상북도 구미시 임은동,508000003720210012
550,전시 위탁관리 운송,개놀자까페,***********,경상북도 구미시 구평동,508000003720200032
551,전시,스토리라오,***********,경상북도 구미시 원평동,508000003720200030
552,전시 위탁관리 미용,이득카페,054-444-4430,경상북도 구미시 봉곡동,508000003720200010
553,판매 전시,구미 고양이카페 분양 제이캣,***********,경상북도 구미시 오태동,508000003720200006
554,판매 전시,냥린이네,***********,경상북도 구미시 진평동,508000003720200004
555,전시 위탁관리,금산이네,***********,경상북도 구미시 원평동,508000003720200003
556,전시 위탁관리 미용,뽀도독 애견카페,***********,경상북도 구미시 고아읍 문성리,508000003720190047
557,전시,MY Dog,***********,경상북도 구미시 인의동,508000003720190035
558,전시,카페 요기냥,***********,경상북도 구미시 산동읍 신당리,508000003720190033
559,전시 위탁관리 미용,이리오개,***********,경상북도 구미시 인의동,508000003720190007
560,전시,멍마르뜨,***********,경상북도 구미시 선산읍 교리,508000003720180045
561,전시 위탁관리 미용,비바도기,***********,경상북도 구미시 산동읍 신당리,508000003720180006
562,전시,별이랑 놀자,***********,경상북도 영천시 문외동,510000003720200004
563,전시,주식회사 도그휴,***********,경상북도 영천시 괴연동,510000003720190007
564,전시,강아지와고양이,053-818-1088,경상북도 경산시 압량읍 부적리,513000003720210015
565,전시,다솜생태체험관,0537183948,경상북도 경산시 중방동,513000003720200019
566,전시,도기온,0538519271,경상북도 경산시 하양읍 청천리,513000003720190010
567,전시,구름한점,***********,경상북도 경산시 사동,513000003720180052
568,전시,놀다가개 애견카페,***********,경상북도 경산시 조영동,513000003720180042
569,전시,캣츠카페,054-830-8900,경상북도 의성군 의성읍 후죽리,515000003720180002
570,전시,애견나라,0549735654,경상북도 칠곡군 왜관읍 왜관리,522000003720200004
571,전시,산책가까,***********,경상북도 칠곡군 왜관읍 왜관리,522000003720190010
572,전시,베스트독스,***********,경상북도 칠곡군 북삼읍 보손리,522000003720180038
573,전시,나비야놀자,***********,경상북도 칠곡군 석적읍 중리,522000003720180022
574,전시,몽블리 애견카페,***********,경상북도 칠곡군 석적읍 중리,522000003720180012
575,전시 위탁관리 미용,MS. & DOG,0546541233,경상북도 예천군 호명면 산합리,523000003720180001
576,전시,고양이의 정원,***********,경상남도 진주시 하대동,531000003720200008
577,전시 위탁관리,고양이 모자,055-921-8523,경상남도 진주시 가좌동,531000003720190014
578,전시 위탁관리 미용,아웃독(OUT DOG),055-756-0742,경상남도 진주시 내동면 유수리,531000003720180031
579,전시,SAVANNA(사바나 캣카페),***********,경상남도 사천시 사천읍 평화리,534000003720190008
580,전시,플로라620,-,경상남도 김해시 생림면 나전리,535000003720210031
581,전시,라라퍼피,***********,경상남도 김해시 부원동,535000003720210012
582,전시,세븐카페,***********,경상남도 김해시 대청동,535000003720200050
583,전시,리프패럿 진영점,***********,경상남도 김해시 진영읍 진영리,535000003720200032
584,전시,웰컴댕댕,***********,경상남도 김해시 대청동,535000003720200026
585,전시,개밥주는 언니,***********,경상남도 김해시 삼정동,535000003720190033
586,전시,개리비안 비치,055-339-7486,경상남도 김해시 대동면 초정리,535000003720180095
587,전시,도그타운,055-345-6060,경상남도 김해시 진영읍 진영리,535000003720180082
588,전시,나비야,070-8815-2697,경상남도 김해시 관동동,535000003720180014
589,전시,댕포유,***********,경상남도 김해시 내동,535000003720180002
590,전시,리프패럿(장평점),***********,경상남도 거제시 장평동,537000003720210003
591,전시,에덴파크 거제점,***********,경상남도 거제시 상동동,537000003720210004
592,전시,마루위의 고양이,***********,경상남도 거제시 고현동,537000003720200015
593,전시,아이언독,055-687-4851,경상남도 거제시 옥포동,537000003720190023
594,전시,거제도고양이,055-636-6999,경상남도 거제시 하청면 실전리,537000003720190007
595,전시,고양이카페레미,***********,경상남도 거제시 고현동,537000003720180026
596,판매 전시,CATS&ME(캣츠 앤 미),***********,경상남도 양산시 물금읍 가촌리,538000003720200013
597,전시,리틀히어로ZOO,055-785-1098,경상남도 양산시 물금읍 범어리,538000003720190020
598,전시,아이러브퍼피,***********,경상남도 양산시 물금읍 가촌리,538000003720180078
599,전시,사랑할개,***********,경상남도 양산시 중부동,538000003720180075
600,전시,작은동물원,055-365-9930,경상남도 양산시 물금읍 범어리,538000003720180025
601,전시,견인차,***********,경상남도 양산시 삼호동,538000003720180017
602,전시,해시도그,***********,경상남도 함양군 함양읍 교산리,546000003720200002
603,전시,멍크닉,***********,경기도 화성시 새솔동,553000003720210064
604,전시,휴먼앤독,***********,경기도 화성시 서신면 사곳리,553000003720210061
605,전시,미묘,***********,경기도 화성시 능동,553000003720200051
606,전시,주식회사 쥬라리움 동탄,***********,경기도 화성시 방교동,553000003720200030
607,전시,치프리멍,***********,경기도 화성시 정남면 제기리,553000003720200021
608,전시,히어로키즈파크 동탄지점,***********,경기도 화성시 오산동,553000003720190047
609,전시,댕댕라운지,***********,경기도 화성시 장안면 독정리,553000003720190031
610,전시,제부애니멀카페and펜션,***********,경기도 화성시 서신면 제부리,553000003720190032
611,전시,카페체셔,***********,경기도 화성시 병점동,553000003720190020
612,전시,멍화만사성,***********,경기도 화성시 능동,553000003720180115
613,전시,퍼스트독,***********,경기도 화성시 반송동,553000003720180068
614,전시,플레이어스,***********,경기도 화성시 반송동,553000003720180061
615,전시,커피볶는강아지 minipia,***********,경기도 화성시 청계동,553000003720180051
616,판매 전시 위탁관리 미용,에이벨,***********,경기도 화성시 남양읍 수화리,553000003720180007
617,전시,Mew,***********,경기도 광주시 경안동,554000003720210005
618,전시,견인구역,***********,경기도 광주시 오포읍 추자리,554000003720200025
619,전시,씨티독 도심속의 강아지,***********,경기도 광주시 곤지암읍 유사리,554000003720200019
620,전시,마이펫,***********,경기도 광주시 목현동,554000003720190048
621,전시,Mari,***********,경기도 광주시 곤지암읍 오향리,554000003720190013
622,판매 전시 위탁관리 미용,루디아펫타운,042-841-1772,충청남도 계룡시 엄사면 엄사리,558000003720180008
623,전시,냥아,***********,경기도 양주시 광사동,559000003720180052
624,전시,어울림,***********,경기도 양주시 마전동,559000003720180050
625,전시,디어마이독,***********,경기도 양주시 만송동,559000003720180044
626,전시,메종드시앙,031-855-4946,경기도 양주시 광적면 석우리,559000003720180042
627,전시,독도리,031-866-1672,경기도 양주시 은현면 선암리,559000003720180038
628,전시,뭉개구름,031-821-0476,경기도 양주시 광사동,559000003720180028
629,전시,카페 캣츠,***********,경기도 포천시 소흘읍 송우리,560000003720190003
630,전시,"헤이,커멍",***********,경기도 포천시 소흘읍 이가팔리,560000003720180036
631,전시,너와함개냥,***********,경기도 포천시 군내면 유교리,560000003720180027
632,전시,몽스홀릭,***********,경상남도 창원시 성산구 중앙동,567000003720200054
633,전시,이리왈 애견카페,***********,경상남도 창원시 진해구 대흥동,567000003720190054
634,전시,우리애견카페,***********,경상남도 창원시 의창구 북면 감계리,567000003720190042
635,전시,멍멍아쉬어가,***********,경상남도 창원시 진해구 장천동,567000003720190032
636,전시,또오개,***********,경상남도 창원시 성산구 사파동,567000003720190022
637,전시,벨르시앙,***********,경상남도 창원시 마산회원구 양덕동,567000003720190003
638,전시,퍼피랜드애견카페,***********,경상남도 창원시 진해구 남양동,567000003720180116
639,전시 위탁관리 미용 운송,댕댕이 애견카페,***********,경상남도 창원시 의창구 북면 화천리,567000003720180017
640,판매 전시 위탁관리 운송,레인보우 불스,***********,경상남도 창원시 의창구 서상동,567000003720170016
641,전시,야옹천국,***********,세종특별자치시 고운동,569000003720200027
642,전시 위탁관리,어서오시개,***********,경기도 여주시 홍문동,570000003720210009
643,전시,아이러브퍼피 청주점,043-295-1011,충청북도 청주시 상당구 용암동,571000003720210014
644,전시 위탁관리 미용,모리셔스 개린이집,043-292-0225,충청북도 청주시 서원구 남이면 가마리,571000003720210009
645,전시 위탁관리 미용 운송,멍냥이 스토리,***********,충청북도 청주시 흥덕구 봉명동,571000003720210008
646,전시 위탁관리,돌봄 애견,043-214-7515,충청북도 청주시 청원구 오창읍 양청리,571000003720210006
647,전시 위탁관리,유자네 댕댕이,***********,충청북도 청주시 흥덕구 오송읍 연제리,571000003720210003
648,전시,38.5DOG(삼십팔점오독),***********,충청북도 청주시 상당구 남일면 가산리,571000003720200065
649,전시,모여봐요 멍멍이숲,043-286-9393,충청북도 청주시 서원구 산남동,571000003720200064
650,전시 위탁관리,도그렐라라운지,***********,충청북도 청주시 청원구 율량동,571000003720200057
651,전시 위탁관리,디어독,043-221-4885,충청북도 청주시 상당구 수동,571000003720200039
652,전시 위탁관리,더멍멍컴퍼니,***********,충청북도 청주시 서원구 장성동,571000003720200037
653,전시,댕그라운드,***********,충청북도 청주시 청원구 내수읍 원통리,571000003720200033
654,전시 위탁관리,펫크닉,070-7664-0909,충청북도 청주시 흥덕구 강내면 월탄리,571000003720200029
655,전시 위탁관리,왈왈애견,043-716-1207,충청북도 청주시 청원구 내덕동,571000003720200024
656,전시 위탁관리 미용,발라당눕스,043-222-0406,충청북도 청주시 상당구 문의면 남계리,571000003720200021
657,전시 위탁관리 미용 운송,어테일,***********,충청북도 청주시 흥덕구 강서동,571000003720200017
658,전시 위탁관리 미용 운송,호텔멍,***********,충청북도 청주시 흥덕구 가경동,571000003720200014
659,전시 위탁관리 미용 운송,헤이독청주,043-221-7380,충청북도 청주시 상당구 남문로2가,571000003720200009
660,전시 위탁관리 미용,그루밍공화국,***********,충청북도 청주시 서원구 산남동,571000003720200005
661,전시 위탁관리 미용,멍사냥,043-262-0049,충청북도 청주시 흥덕구 봉명동,571000003720190055
662,전시,멍이와쿤이,043-222-2243,충청북도 청주시 상당구 북문로1가,571000003720190049
663,전시 위탁관리,개프탑라운지,043-900-0733,충청북도 청주시 흥덕구 송절동,571000003720190045
